manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Tesla Motors,P85,310,18.01.2017,178.2,32.6,Winter tires,0,1,0,Normal,18.29,0,1,,5.59,
Tesla Motors,P85,310,16.01.2017,182.2,33.5,Winter tires,0,1,0,Normal,18.39,0,1,,5.69,
Tesla Motors,P85,310,12.01.2017,267.6,44.8,Winter tires,0,1,0,Normal,16.74,0,1,,4.04,
Tesla Motors,P85,310,09.01.2017,207.3,41.1,Winter tires,0,1,0,Normal,19.83,0,1,,7.13,
Tesla Motors,P85,310,05.01.2017,178.4,35.7,Winter tires,0,1,0,Normal,20.01,0,1,,7.31,
Tesla Motors,P85,310,03.01.2017,482.1,97.9,Winter tires,0,1,0,Normal,20.31,0,1,,7.61,
Tesla Motors,P85,310,28.12.2016,350.7,66.6,Winter tires,0,1,0,Normal,18.99,0,1,,6.29,
Tesla Motors,P85,310,23.12.2016,267.3,46.9,Winter tires,0,1,0,Normal,17.55,0,1,,4.85,
Tesla Motors,P85,310,20.12.2016,302.3,58.7,Winter tires,0,1,0,Normal,19.42,0,1,,6.72,
Tesla Motors,P85,310,15.12.2016,267.2,47.7,Winter tires,0,1,0,Normal,17.85,0,1,,5.15,
Tesla Motors,P85,310,09.12.2016,267.7,47.2,Winter tires,0,1,0,Normal,17.63,0,1,,4.93,
Tesla Motors,P85,310,06.12.2016,178.3,30.5,Winter tires,0,1,0,Normal,17.11,0,1,,4.41,
Tesla Motors,P85,310,01.12.2016,267.6,46.3,Winter tires,0,1,0,Normal,17.3,0,1,,4.6,
Tesla Motors,P85,310,28.11.2016,267.3,44.8,Winter tires,0,1,0,Normal,16.76,0,1,,4.06,
Tesla Motors,P85,310,23.11.2016,267.6,44,Winter tires,0,1,0,Normal,16.44,0,1,,3.74,
Tesla Motors,P85,310,20.11.2016,223.3,42.3,Summer tires,0,1,0,Normal,18.94,0,0,,6.24,
Tesla Motors,P85,310,17.11.2016,263.8,46.2,Summer tires,0,1,0,Normal,17.51,0,0,,4.81,
Tesla Motors,P85,310,14.11.2016,220.1,39.2,Summer tires,0,1,0,Normal,17.81,0,0,,5.11,
Tesla Motors,P85,310,10.11.2016,265.8,47,Summer tires,0,1,0,Normal,17.68,0,0,,4.98,
Tesla Motors,P85,310,07.11.2016,188,33.6,Summer tires,0,1,0,Normal,17.87,0,0,,5.17,
Tesla Motors,P85,310,03.11.2016,263.9,44.2,Summer tires,0,1,0,Normal,16.75,0,0,,4.05,
Tesla Motors,P85,310,31.10.2016,231.2,40.6,Summer tires,0,1,0,Normal,17.56,0,0,,4.86,
Tesla Motors,P85,310,28.10.2016,281.4,48.1,Summer tires,0,1,0,Normal,17.09,0,0,,4.39,
Tesla Motors,P85,310,25.10.2016,294.9,53.2,Summer tires,0,1,0,Normal,18.04,0,0,,5.34,
Tesla Motors,P85,310,21.10.2016,283.9,51.9,Summer tires,0,1,0,Normal,18.28,0,0,,5.58,
Tesla Motors,P85,310,19.10.2016,263.8,46.3,Summer tires,0,1,0,Normal,17.55,0,0,,4.85,
Tesla Motors,P85,310,14.10.2016,278.1,48.2,Summer tires,0,1,0,Normal,17.33,0,0,,4.63,
Tesla Motors,P85,310,11.10.2016,175.7,30.7,Summer tires,0,1,0,Normal,17.47,0,0,,4.77,
Tesla Motors,P85,310,08.10.2016,309.7,55.7,Summer tires,0,1,0,Normal,17.99,0,0,,5.29,
Tesla Motors,P85,310,06.10.2016,288,52.1,Summer tires,0,1,0,Normal,18.09,0,0,,5.39,
Tesla Motors,P85,310,03.10.2016,182.1,34,Summer tires,0,1,0,Normal,18.67,0,0,,5.97,
Tesla Motors,P85,310,30.09.2016,180.2,32.3,Summer tires,0,1,0,Normal,17.92,0,0,,5.22,
Tesla Motors,P85,310,27.09.2016,440.5,69.9,Summer tires,0,1,0,Normal,15.87,0,0,,3.17,Kurzer SC Stop
Tesla Motors,P85,310,24.09.2016,280.5,50.7,Summer tires,0,1,0,Normal,18.07,0,0,,5.37,
Tesla Motors,P85,310,24.09.2016,300.5,49.4,Summer tires,0,1,0,Normal,16.44,0,0,,3.74,
Tesla Motors,P85,310,20.09.2016,289.4,47.7,Summer tires,0,1,0,Normal,16.48,0,0,,3.78,
Tesla Motors,P85,310,16.09.2016,280.2,45.7,Summer tires,0,1,0,Normal,16.31,0,0,,3.61,
Tesla Motors,P85,310,12.09.2016,271.9,44.6,Summer tires,0,1,0,Normal,16.4,0,0,,3.7,
Tesla Motors,P85,310,07.09.2016,267.2,41.8,Summer tires,0,1,0,Moderate,15.64,0,0,,2.94,
Tesla Motors,P85,310,04.09.2016,352.5,63.3,Summer tires,0,1,0,Fast,17.96,0,0,,5.26,SuC
Tesla Motors,P85,310,02.09.2016,175.7,26.7,Summer tires,0,1,0,Normal,15.2,0,0,,2.5,
Tesla Motors,P85,310,31.08.2016,275.3,43,Summer tires,0,1,0,Normal,15.62,0,0,,2.92,
Tesla Motors,P85,310,27.08.2016,286.7,44.6,Summer tires,0,1,0,Normal,15.56,1,0,,2.86,
Tesla Motors,P85,310,24.08.2016,281.6,44.8,Summer tires,0,1,0,Normal,15.91,0,0,,3.21,
Tesla Motors,P85,310,18.08.2016,279.9,46.1,Summer tires,0,1,0,Normal,16.47,0,0,,3.77,
Tesla Motors,P85,310,15.08.2016,1446.6,326.9,Summer tires,0,1,0,Fast,22.6,1,0,,9.9,"SuperCharger,  AB"
Tesla Motors,P85,310,11.08.2016,283.6,47,Summer tires,0,1,0,Normal,16.57,0,0,,3.87,
Tesla Motors,P85,310,08.08.2016,256.5,39.9,Summer tires,0,1,0,Normal,15.56,0,0,,2.86,
Tesla Motors,P85,310,04.08.2016,177.1,30.1,Summer tires,0,1,0,Normal,17,0,0,,4.3,
Tesla Motors,P85,310,02.08.2016,268.2,47.8,Summer tires,0,1,0,Normal,17.82,0,0,,5.12,
Tesla Motors,P85,310,29.07.2016,357.2,56.3,Summer tires,0,1,0,Moderate,15.76,0,0,,3.06,
Tesla Motors,P85,310,25.07.2016,403.9,67.5,Summer tires,0,1,0,Moderate,16.71,0,0,,4.01,
Tesla Motors,P85,310,21.07.2016,263.5,40.4,Summer tires,0,1,0,Moderate,15.33,0,0,,2.63,
Tesla Motors,P85,310,18.07.2016,462.6,79.4,Summer tires,0,1,0,Normal,17.16,1,0,,4.46,
Tesla Motors,P85,310,15.07.2016,207.6,36.9,Summer tires,0,1,0,Normal,17.77,0,0,,5.07,
Tesla Motors,P85,310,13.07.2016,444.7,76.4,Summer tires,0,1,0,Normal,17.18,0,0,,4.48,
Tesla Motors,P85,310,08.07.2016,116.4,19.6,Summer tires,0,1,0,Normal,16.84,0,0,,4.14,
Tesla Motors,P85,310,07.07.2016,263.8,44.2,Summer tires,0,1,0,Normal,16.76,0,0,,4.06,
Tesla Motors,P85,310,04.07.2016,242.9,43.2,Summer tires,0,1,0,Normal,17.79,0,0,,5.09,
Tesla Motors,P85,310,30.06.2016,400.8,67.9,Summer tires,0,1,0,Normal,16.94,0,0,,4.24,
Tesla Motors,P85,310,27.06.2016,199.1,33.1,Summer tires,0,1,0,Normal,16.62,0,0,,3.92,
Tesla Motors,P85,310,23.06.2016,263.7,42.7,Summer tires,0,1,0,Normal,16.19,0,0,,3.49,
Tesla Motors,P85,310,20.06.2016,270.6,47.3,Summer tires,0,1,0,Normal,17.48,0,0,,4.78,
Tesla Motors,P85,310,15.06.2016,265.2,44.3,Summer tires,0,1,0,Normal,16.7,0,0,,4,
Tesla Motors,P85,310,12.06.2016,202.7,37.3,Summer tires,0,1,0,Normal,18.4,0,0,,5.7,
Tesla Motors,P85,310,09.06.2016,263.9,43.7,Summer tires,0,1,0,Normal,16.56,0,0,,3.86,
Tesla Motors,P85,310,06.06.2016,190.7,32.9,Summer tires,0,1,0,Normal,17.25,1,0,,4.55,
Tesla Motors,P85,310,02.06.2016,272.5,45.7,Summer tires,0,1,0,Normal,16.77,1,0,,4.07,
Tesla Motors,P85,310,30.05.2016,1178.5,229.3,Summer tires,0,1,0,Normal,19.46,1,0,,6.76,
Tesla Motors,P85,310,24.05.2016,267.3,43.3,Winter tires,0,1,0,Normal,16.2,0,1,,3.5,
Tesla Motors,P85,310,19.05.2016,267.2,41.8,Winter tires,0,1,0,Normal,15.64,0,1,,2.94,
Tesla Motors,P85,310,16.05.2016,252.3,45.5,Winter tires,0,1,0,Normal,18.03,0,1,,5.33,
Tesla Motors,P85,310,13.05.2016,267.2,43,Winter tires,0,1,0,Normal,16.09,0,1,,3.39,
Tesla Motors,P85,310,10.05.2016,354,55.3,Winter tires,0,1,0,Normal,15.62,0,1,,2.92,
Tesla Motors,P85,310,04.05.2016,181.7,30.4,Winter tires,0,1,0,Normal,16.73,0,1,,4.03,
Tesla Motors,P85,310,02.05.2016,205.2,35.7,Winter tires,0,1,0,Normal,17.4,0,1,,4.7,
Tesla Motors,P85,310,29.04.2016,275,45,Winter tires,0,1,0,Normal,16.36,0,0,,3.66,
Tesla Motors,P85,310,26.04.2016,178.2,29.9,Winter tires,0,1,0,Normal,16.78,0,1,,4.08,
Tesla Motors,P85,310,23.04.2016,407.8,74.1,Winter tires,0,1,0,Normal,18.17,0,1,,5.47,
Tesla Motors,P85,310,20.04.2016,267.2,45.2,Winter tires,0,1,0,Normal,16.92,0,1,,4.22,
Tesla Motors,P85,310,23.03.2016,196,33.1,Winter tires,0,1,0,Normal,16.89,1,1,,4.19,
Tesla Motors,P85,310,21.03.2016,223.6,41.4,Winter tires,0,1,0,Normal,18.52,1,1,,5.82,
Tesla Motors,P85,310,18.03.2016,183,30,Winter tires,0,1,0,Normal,16.39,1,1,,3.69,
Tesla Motors,P85,310,16.03.2016,275.5,47.1,Winter tires,0,1,0,Normal,17.1,1,1,,4.4,
Tesla Motors,P85,310,11.03.2016,178.8,28.4,Winter tires,0,1,0,Normal,15.88,1,1,,3.18,
Tesla Motors,P85,310,09.03.2016,475.1,83.3,Winter tires,0,1,0,Normal,17.53,1,1,,4.83,
Tesla Motors,P85,310,03.03.2016,267.3,45.1,Winter tires,0,1,0,Normal,16.87,1,1,,4.17,
Tesla Motors,P85,310,29.02.2016,389.1,72.2,Winter tires,0,1,0,Normal,18.56,1,1,,5.86,
Tesla Motors,P85,310,18.02.2016,271.6,44.6,Winter tires,0,1,0,Normal,16.42,1,1,,3.72,
Tesla Motors,P85,310,15.02.2016,428.9,74.3,Winter tires,0,1,0,Normal,17.32,1,1,,4.62,
Tesla Motors,P85,310,11.02.2016,420.9,64,Winter tires,0,1,0,Normal,15.21,1,1,,2.51,
Tesla Motors,P85,310,08.02.2016,184.5,33.8,Winter tires,0,1,0,Normal,18.32,1,1,,5.62,
Tesla Motors,P85,310,04.02.2016,267.7,48.5,Winter tires,0,1,0,Normal,18.12,1,1,,5.42,
Tesla Motors,P85,310,01.02.2016,179.6,31.3,Winter tires,0,1,0,Normal,17.43,1,1,,4.73,
Tesla Motors,P85,310,29.01.2016,178.2,30.9,Winter tires,0,1,0,Normal,17.34,1,1,,4.64,
Tesla Motors,P85,310,26.01.2016,400.2,72.7,Winter tires,0,1,0,Normal,18.17,1,1,,5.47,
Tesla Motors,P85,310,21.01.2016,178.5,31.8,Winter tires,0,1,0,Normal,17.82,1,1,,5.12,
Tesla Motors,P85,310,19.01.2016,382.9,74.8,Winter tires,0,1,0,Normal,19.54,1,1,,6.84,
Tesla Motors,P85,310,14.01.2016,179.4,33.6,Winter tires,0,1,0,Normal,18.73,1,1,,6.03,
Tesla Motors,P85,310,12.01.2016,369.3,64.3,Winter tires,0,1,0,Normal,17.41,1,1,,4.71,
Tesla Motors,P85,310,07.01.2016,178.1,33.4,Winter tires,0,1,0,Normal,18.75,1,1,,6.05,
Tesla Motors,P85,310,05.01.2016,285,57.6,Winter tires,0,1,0,Normal,20.21,1,1,,7.51,
Tesla Motors,P85,310,27.12.2015,522.8,104,Winter tires,0,1,0,Normal,19.8,1,1,,7.1,
Tesla Motors,P85,310,23.12.2015,45.3,8.5,Winter tires,0,1,0,Normal,19.8,1,1,,7.1,
Tesla Motors,P85,310,22.12.2015,230.5,41,Winter tires,0,1,0,Normal,17.79,1,1,,5.09,
Tesla Motors,P85,310,18.12.2015,225.8,42,Winter tires,0,1,0,Normal,18.6,1,1,,5.9,
Tesla Motors,P85,310,16.12.2015,89.1,14.9,Winter tires,0,1,0,Normal,16.72,1,1,,4.02,
Tesla Motors,P85,310,15.12.2015,407.6,75.3,Winter tires,0,1,0,Normal,18.47,1,1,,5.77,
Tesla Motors,P85,310,10.12.2015,177.9,30.9,Winter tires,0,1,0,Normal,17.37,1,1,,4.67,
Tesla Motors,P85,310,08.12.2015,307.2,52,Winter tires,0,1,0,Normal,16.93,1,1,,4.23,
Tesla Motors,P85,310,04.12.2015,179,31.9,Winter tires,0,1,0,Normal,17.82,1,0,,5.12,
Tesla Motors,P85,310,02.12.2015,178.1,30.6,Winter tires,0,1,0,Normal,17.18,1,0,,4.48,
Tesla Motors,P85,310,30.11.2015,407.4,72.2,Winter tires,0,1,0,Normal,17.72,1,0,,5.02,
Tesla Motors,P85,310,25.11.2015,178,32.1,Winter tires,0,1,0,Normal,18.03,1,0,,5.33,
Tesla Motors,P85,310,23.11.2015,259,50.3,Winter tires,0,1,0,Normal,19.42,1,0,,6.72,
Tesla Motors,P85,310,19.11.2015,202.1,34.2,Summer tires,0,1,0,Normal,16.92,0,0,,4.22,
Tesla Motors,P85,310,17.11.2015,541,102.1,Summer tires,0,1,0,Normal,18.87,1,0,,6.17,
Tesla Motors,P85,310,11.11.2015,291,53,Summer tires,0,1,0,Normal,18.21,1,0,,5.51,
Tesla Motors,P85,310,06.11.2015,1164.1,267,Summer tires,0,1,0,Fast,22.94,1,0,,10.24,
Tesla Motors,P85,310,30.10.2015,176.3,29.9,Summer tires,0,1,0,Normal,16.96,0,0,,4.26,
Tesla Motors,P85,310,28.10.2015,140.2,27.2,Summer tires,0,1,0,Normal,19.4,0,0,,6.7,
Tesla Motors,P85,310,27.10.2015,140.1,22.5,Summer tires,0,1,0,Normal,16.06,0,0,,3.36,
Tesla Motors,P85,310,26.10.2015,155,28.9,Summer tires,0,1,0,Normal,18.65,0,0,,5.95,
Tesla Motors,P85,310,23.10.2015,88,16.6,Summer tires,0,1,0,Normal,18.86,0,0,,6.16,
Tesla Motors,P85,310,22.10.2015,176.1,34.4,Summer tires,0,1,0,Normal,19.53,0,0,,6.83,
Tesla Motors,P85,310,20.10.2015,220,40.2,Summer tires,0,1,0,Normal,18.27,0,0,,5.57,
Tesla Motors,P85,310,16.10.2015,208,38,Summer tires,0,1,0,Normal,18.27,0,0,,5.57,
Tesla Motors,P85,310,14.10.2015,269.1,45.5,Summer tires,0,1,0,Normal,16.91,0,0,,4.21,
Tesla Motors,P85,310,09.10.2015,291.7,52.6,Summer tires,0,1,0,Normal,18.03,0,0,,5.33,
Tesla Motors,P85,310,07.10.2015,269.6,45.4,Summer tires,0,1,0,Normal,16.84,0,0,,4.14,
Tesla Motors,P85,310,02.10.2015,176,32.5,Summer tires,0,1,0,Normal,18.47,0,0,,5.77,
Tesla Motors,P85,310,30.09.2015,184,31.9,Summer tires,0,1,0,Normal,17.34,0,0,,4.64,
Tesla Motors,P85,310,29.09.2015,180.4,33.5,Summer tires,0,1,0,Normal,18.57,1,0,,5.87,
Tesla Motors,P85,310,25.09.2015,235.7,42.9,Summer tires,0,1,0,Normal,18.2,0,0,,5.5,
Tesla Motors,P85,310,23.09.2015,266.6,47.4,Summer tires,0,1,0,Normal,17.78,1,0,,5.08,
Tesla Motors,P85,310,21.09.2015,235.4,38.9,Summer tires,0,1,0,Normal,16.53,1,0,,3.83,
Tesla Motors,P85,310,18.09.2015,87.9,15.2,Summer tires,0,1,0,Normal,17.29,1,0,,4.59,
Tesla Motors,P85,310,17.09.2015,87.9,14.8,Summer tires,0,1,0,Normal,16.84,0,0,,4.14,
Tesla Motors,P85,310,16.09.2015,425.1,80,Summer tires,0,1,0,Normal,18.82,1,0,,6.12,
Tesla Motors,P85,310,11.09.2015,274.6,49.3,Summer tires,0,1,0,Normal,17.95,0,0,,5.25,
Tesla Motors,P85,310,07.09.2015,166.4,27.6,Summer tires,0,1,0,Normal,16.59,0,0,,3.89,
Tesla Motors,P85,310,04.09.2015,95.7,14.8,Summer tires,0,1,0,Normal,15.46,0,0,,2.76,
Tesla Motors,P85,310,03.09.2015,88.2,15,Summer tires,0,1,0,Normal,17.01,0,0,,4.31,
Tesla Motors,P85,310,02.09.2015,176.3,31,Summer tires,0,1,0,Normal,17.58,1,0,,4.88,
Tesla Motors,P85,310,31.08.2015,1932,370.1,Summer tires,0,1,0,Normal,19.16,1,0,,6.46,
Tesla Motors,P85,310,17.08.2015,1216.8,224.6,Summer tires,0,1,0,Normal,18.46,1,0,,5.76,
Tesla Motors,P85,310,13.08.2015,321.5,56.5,Summer tires,0,1,0,Normal,17.57,1,0,,4.87,
Tesla Motors,P85,310,11.08.2015,176.4,30.8,Summer tires,0,1,0,Normal,17.46,1,0,,4.76,
Tesla Motors,P85,310,09.08.2015,603.9,98.1,Summer tires,0,1,0,Normal,16.24,1,0,,3.54,
Tesla Motors,P85,310,03.08.2015,163.2,28,Summer tires,0,1,0,Normal,17.16,1,0,,4.46,
Tesla Motors,P85,310,31.07.2015,272.3,47.3,Summer tires,0,1,0,Normal,17.37,0,0,,4.67,
Tesla Motors,P85,310,28.07.2015,185.2,29.5,Summer tires,0,1,0,Normal,15.93,1,0,,3.23,
Tesla Motors,P85,310,23.07.2015,95,15.8,Summer tires,0,1,0,Normal,16.63,1,0,,3.93,
Tesla Motors,P85,310,22.07.2015,296.6,51.3,Summer tires,0,1,1,Normal,17.3,1,0,,4.6,
Tesla Motors,P85,310,19.07.2015,258.3,39.3,Summer tires,0,1,0,Moderate,15.21,1,0,,2.51,
Tesla Motors,P85,310,17.07.2015,88.6,14.5,Summer tires,0,1,0,Normal,16.37,1,0,,3.67,
Tesla Motors,P85,310,16.07.2015,176.4,30.2,Summer tires,0,1,0,Normal,17.12,1,0,,4.42,
Tesla Motors,P85,310,14.07.2015,201.5,35.3,Summer tires,0,1,0,Normal,17.52,1,0,,4.82,
Tesla Motors,P85,310,09.07.2015,88.1,16.5,Summer tires,0,1,0,Normal,18.73,1,0,,6.03,
Tesla Motors,P85,310,08.07.2015,176.1,32.9,Summer tires,0,1,0,Normal,18.68,1,0,,5.98,
Tesla Motors,P85,310,06.07.2015,197.2,35.2,Summer tires,0,1,0,Normal,17.85,1,0,,5.15,
Tesla Motors,P85,310,03.07.2015,88,15.5,Summer tires,0,1,0,Normal,17.61,1,0,,4.91,
Tesla Motors,P85,310,02.07.2015,104.4,18.4,Summer tires,0,1,1,Normal,17.62,1,0,,4.92,
Tesla Motors,P85,310,01.07.2015,236.1,40.8,Summer tires,0,1,0,Normal,17.28,1,0,,4.58,
Tesla Motors,P85,310,29.06.2015,419.9,72.2,Summer tires,0,1,0,Normal,17.19,1,0,,4.49,
Tesla Motors,P85,310,23.06.2015,176.2,31.7,Summer tires,0,1,0,Normal,17.99,0,0,,5.29,
Tesla Motors,P85,310,19.06.2015,88.2,15.9,Summer tires,0,1,0,Normal,18.03,0,0,,5.33,
Tesla Motors,P85,310,18.06.2015,230.8,41.1,Summer tires,0,1,0,Normal,17.81,0,0,,5.11,
Tesla Motors,P85,310,16.06.2015,88.2,16.4,Summer tires,0,1,0,Normal,18.59,0,0,,5.89,
Tesla Motors,P85,310,15.06.2015,88.2,15.7,Summer tires,0,1,0,Normal,17.8,0,0,,5.1,
Tesla Motors,P85,310,13.06.2015,182.7,30.5,Summer tires,0,1,0,Moderate,16.69,0,0,,3.99,
Tesla Motors,P85,310,11.06.2015,235.8,32.7,Summer tires,0,1,0,Moderate,13.87,0,0,,1.17,
Tesla Motors,P85,310,09.06.2015,88.2,12.9,Summer tires,0,1,0,Normal,14.63,0,0,,1.93,
Tesla Motors,P85,310,08.06.2015,94.7,13.5,Summer tires,0,1,0,Normal,14.26,0,0,,1.56,
Tesla Motors,P85,310,07.06.2015,425.7,78.4,Summer tires,0,1,1,Fast,18.42,1,0,,5.72,
Tesla Motors,P85,310,03.06.2015,88.2,13,Summer tires,0,1,0,Normal,14.74,1,0,,2.04,
Tesla Motors,P85,310,02.06.2015,88.1,13.8,Summer tires,0,1,0,Normal,15.66,1,0,,2.96,
Tesla Motors,P85,310,01.06.2015,88,13,Summer tires,0,1,0,Normal,14.77,0,0,,2.07,
Tesla Motors,P85,310,29.05.2015,88,13.2,Summer tires,0,1,0,Normal,15,1,0,,2.3,
Tesla Motors,P85,310,28.05.2015,95.4,14.1,Summer tires,0,1,0,Normal,14.78,0,0,,2.08,
Tesla Motors,P85,310,27.05.2015,88.1,13.1,Summer tires,0,1,0,Normal,14.87,0,0,,2.17,
Tesla Motors,P85,310,26.05.2015,88.1,13.1,Summer tires,0,1,0,Normal,14.87,0,0,,2.17,
Tesla Motors,P85,310,22.05.2015,229.6,34.4,Summer tires,0,1,0,Normal,14.98,0,0,,2.28,
Tesla Motors,P85,310,20.05.2015,88.1,14.3,Summer tires,0,1,0,Normal,16.23,0,0,,3.53,
Tesla Motors,P85,310,19.05.2015,88.1,16.5,Summer tires,0,1,0,Normal,18.73,1,0,,6.03,
Tesla Motors,P85,310,18.05.2015,180.8,30.1,Summer tires,0,1,0,Normal,16.65,1,0,,3.95,
Tesla Motors,P85,310,13.05.2015,88.1,12.9,Summer tires,0,1,0,Normal,14.64,1,0,,1.94,
Tesla Motors,P85,310,12.05.2015,97.5,14.1,Summer tires,0,1,0,Normal,14.46,0,0,,1.76,
Tesla Motors,P85,310,11.05.2015,418.6,67.9,Summer tires,1,1,1,Normal,16.22,1,0,,3.52,
Tesla Motors,P85,310,07.05.2015,215.3,31,Summer tires,1,1,1,Moderate,14.4,0,0,,1.7,
Tesla Motors,P85,310,06.05.2015,88.1,14.9,Summer tires,0,1,1,Normal,16.91,1,0,,4.21,
Tesla Motors,P85,310,05.05.2015,104.6,15.5,Summer tires,0,1,1,Normal,14.82,1,0,,2.12,
Tesla Motors,P85,310,04.05.2015,88.2,12.4,Summer tires,0,1,0,Normal,14.06,1,0,,1.36,
Tesla Motors,P85,310,03.05.2015,290.2,52.5,Summer tires,0,1,0,Normal,18.09,1,0,,5.39,
Tesla Motors,P85,310,28.04.2015,162.8,25.2,Summer tires,1,1,1,Normal,15.48,1,0,,2.78,
Tesla Motors,P85,310,26.04.2015,111.7,16.9,Summer tires,0,1,0,Normal,15.13,1,0,,2.43,
Tesla Motors,P85,310,23.04.2015,306.3,46.8,Summer tires,0,1,0,Normal,15.28,1,0,,2.58,
Tesla Motors,P85,310,20.04.2015,88.1,13,Summer tires,0,1,0,Normal,14.76,1,0,,2.06,
Tesla Motors,P85,310,20.04.2015,250,42.4,Summer tires,0,1,0,Normal,16.96,1,0,,4.26,
Tesla Motors,P85,310,16.04.2015,90.2,14.3,Summer tires,0,1,0,Normal,15.85,1,0,,3.15,
Tesla Motors,P85,310,15.04.2015,88.1,15.3,Summer tires,0,1,0,Normal,17.37,1,0,,4.67,
Tesla Motors,P85,310,14.04.2015,143.7,25.4,Summer tires,0,1,0,Normal,17.68,1,0,,4.98,
Tesla Motors,P85,310,10.04.2015,171.1,29.7,Winter tires,0,1,0,Normal,17.36,1,0,,4.66,
Tesla Motors,P85,310,09.04.2015,123.5,20.9,Winter tires,0,1,0,Normal,16.92,1,0,,4.22,
Tesla Motors,P85,310,08.04.2015,89,14.1,Winter tires,0,1,0,Normal,15.84,1,0,,3.14,
Tesla Motors,P85,310,07.04.2015,190.9,36,Winter tires,0,1,0,Normal,18.86,1,0,,6.16,
Tesla Motors,P85,310,21.03.2015,280.4,42.7,Winter tires,0,1,0,Normal,15.23,1,0,,2.53,
Tesla Motors,P85,310,19.03.2015,237,37.5,Winter tires,0,1,0,Normal,15.82,1,0,,3.12,
Tesla Motors,P85,310,17.03.2015,90.7,14.5,Winter tires,0,1,0,Normal,15.99,1,0,,3.29,
Tesla Motors,P85,310,16.03.2015,191.4,31.1,Winter tires,0,1,0,Normal,16.25,1,0,,3.55,
Tesla Motors,P85,310,13.03.2015,89.4,15.1,Winter tires,0,1,0,Normal,16.89,1,0,,4.19,
Tesla Motors,P85,310,12.03.2015,90.9,13.2,Winter tires,0,1,0,Moderate,14.52,1,0,,1.82,
Tesla Motors,P85,310,11.03.2015,89,13.3,Winter tires,0,1,0,Moderate,14.94,1,0,,2.24,
Tesla Motors,P85,310,10.03.2015,89,16,Winter tires,0,1,0,Normal,17.98,1,0,,5.28,
Tesla Motors,P85,310,09.03.2015,88.9,16,Winter tires,0,1,0,Normal,18,1,0,,5.3,
Tesla Motors,P85,310,08.03.2015,559.4,98.8,Winter tires,0,1,0,Normal,17.66,1,0,,4.96,
Tesla Motors,P85,310,07.03.2015,126.9,23.6,Winter tires,0,1,0,Normal,18.6,1,0,,5.9,
Tesla Motors,P85,310,06.03.2015,241.2,44.2,Winter tires,0,1,0,Normal,18.33,1,0,,5.63,
Tesla Motors,P85,310,04.03.2015,89,16.5,Winter tires,0,1,0,Normal,18.54,1,0,,5.84,
Tesla Motors,P85,310,03.03.2015,139.8,25.6,Winter tires,0,1,1,Normal,18.31,1,0,,5.61,
Tesla Motors,P85,310,02.03.2015,276.9,51.8,Winter tires,0,1,1,Normal,18.71,1,0,,6.01,
Tesla Motors,P85,310,27.02.2015,89.1,17.3,Winter tires,0,1,0,Normal,19.42,1,0,,6.72,
Tesla Motors,P85,310,26.02.2015,234.3,43.9,Winter tires,0,1,0,Normal,18.74,1,0,,6.04,
Tesla Motors,P85,310,24.02.2015,96.1,17.1,Winter tires,0,1,1,Normal,17.79,1,0,,5.09,
Tesla Motors,P85,310,23.02.2015,89,15.9,Winter tires,0,1,1,Normal,17.87,1,0,,5.17,
Tesla Motors,P85,310,23.02.2015,36.6,6.6,Winter tires,0,0,1,Normal,18.03,1,0,,5.33,
Tesla Motors,P85,310,20.02.2015,96.5,17.5,Winter tires,0,1,0,Normal,18.13,1,0,,5.43,
Tesla Motors,P85,310,19.02.2015,91.8,16.8,Winter tires,0,1,0,Normal,18.3,1,0,,5.6,
Tesla Motors,P85,310,18.02.2015,89.1,16.2,Winter tires,0,1,0,Normal,18.18,1,0,,5.48,
Tesla Motors,P85,310,17.02.2015,89,16.6,Winter tires,0,1,0,Normal,18.65,1,0,,5.95,
Tesla Motors,P85,310,16.02.2015,89,15.9,Winter tires,0,1,0,Normal,17.87,1,0,,5.17,
Tesla Motors,P85,310,16.02.2015,110.3,19.8,Winter tires,0,1,0,Normal,17.95,1,0,,5.25,
Tesla Motors,P85,310,14.02.2015,221.7,35.8,Winter tires,0,1,0,Moderate,16.15,1,0,,3.45,
Tesla Motors,P85,310,12.02.2015,90.5,17.1,Winter tires,0,1,0,Normal,18.9,1,0,,6.2,
Tesla Motors,P85,310,11.02.2015,89.9,16.7,Winter tires,0,1,0,Normal,18.58,1,0,,5.88,
Tesla Motors,P85,310,10.02.2015,89.1,16.8,Winter tires,0,1,0,Normal,18.86,1,0,,6.16,
Tesla Motors,P85,310,09.02.2015,89.1,15.7,Winter tires,0,1,0,Normal,17.62,1,0,,4.92,
Tesla Motors,P85,310,08.02.2015,200,34.6,Winter tires,0,1,0,Normal,17.3,1,0,,4.6,
Tesla Motors,P85,310,05.02.2015,89.2,15,Winter tires,0,1,0,Normal,16.82,1,0,,4.12,Range Mode Test bei Kaltwetter und gleichem Fahrverhalten
Tesla Motors,P85,310,04.02.2015,89,16.8,Winter tires,0,1,0,Normal,18.88,1,0,,6.18,
