,manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
10197,Tesla Motors,Model S 75 D,386,18.01.2019,32.6,9.1,Winter tires,1,0,0,Normal,27.91,1,0,,15.21,"MNFG  - 33,92 kWh"
10198,Tesla Motors,Model S 75 D,386,07.01.2019,33.0,8.2,Winter tires,1,0,0,Normal,24.85,1,0,,12.15,Flughafen Hamburg - P4 - Bereich W
10199,Tesla Motors,Model S 75 D,386,06.01.2019,37.1,8.4,Winter tires,1,1,0,Normal,22.64,1,0,,9.94,Flughafen Hamburg - P4 - Bereich W
10200,Tesla Motors,Model S 75 D,386,06.01.2019,132.6,34.7,Winter tires,1,0,1,Normal,26.17,1,0,,13.47,SuC Braak
10201,Tesla Motors,Model S 75 D,386,05.01.2019,101.7,24.3,Winter tires,1,0,1,Normal,23.89,1,0,,11.19,SuC Bernau a. Chiemsee
10202,Tesla Motors,Model S 75 D,386,04.01.2019,17.0,4.9,Winter tires,1,0,1,Normal,28.82,1,0,,16.12,Ladesäule Abergbahn
10203,Tesla Motors,Model S 75 D,386,03.01.2019,107.0,28.68,Winter tires,1,0,1,Normal,26.8,1,0,,14.1,Ladesäule Abergbahn
10204,Tesla Motors,Model S 75 D,386,30.12.2018,36.7,10.6,Winter tires,1,0,1,Normal,28.88,1,0,,16.18,Ladesäule Tauern Spa Kaprun
10205,Tesla Motors,Model S 75 D,386,29.12.2018,132.8,26.0,Winter tires,0,1,1,Normal,19.58,1,0,,6.88,"Maria Alm - 6,66 kWh"
10206,Tesla Motors,Model S 75 D,386,29.12.2018,246.6,52.2,Winter tires,0,1,0,Normal,21.17,1,0,,8.47,SuC Irschenberg
10207,Tesla Motors,Model S 75 D,386,28.12.2018,114.1,23.4,Winter tires,0,1,0,Normal,20.51,1,0,,7.81,Hotel Mövenpick Nürnberg-Airport DeC
10208,Tesla Motors,Model S 75 D,386,28.12.2018,167.3,37.1,Winter tires,0,1,0,Normal,22.18,1,0,,9.48,SuC Gramschatzer Wald
10209,Tesla Motors,Model S 75 D,386,28.12.2018,128.4,28.0,Winter tires,0,1,0,Normal,21.81,1,0,,9.11,SuC Malsfeld
10210,Tesla Motors,Model S 75 D,386,28.12.2018,219.4,45.6,Winter tires,0,1,0,Normal,20.78,1,0,,8.08,SuC Rhüden
10211,Tesla Motors,Model S 75 D,386,27.12.2018,65.2,17.1,Winter tires,1,0,0,Normal,26.23,1,0,,13.53,"MNFG - 19,04 kWh"
10212,Tesla Motors,Model S 75 D,386,25.12.2018,91.3,22.7,Winter tires,1,0,0,Normal,24.86,1,0,,12.16,"MNFG - 30,48 kWh"
10213,Tesla Motors,Model S 75 D,386,21.12.2018,92.5,27.3,Winter tires,1,0,0,Normal,29.51,1,0,,16.81,"MNFG - 35,72 kWh"
10214,Tesla Motors,Model S 75 D,386,14.12.2018,11.6,3.2,Winter tires,1,0,0,Normal,27.59,1,0,,14.89,Ladesäule Flughafen Hamburg - P4 Bereich G
10215,Tesla Motors,Model S 75 D,386,14.12.2018,33.2,8.0,Winter tires,1,0,0,Normal,24.1,1,0,,11.4,Stromnetz Hamburg #2485
10216,Tesla Motors,Model S 75 D,386,11.12.2018,220.3,44.7,Winter tires,1,1,0,Normal,20.29,1,0,,7.59,SuC Braak
10217,Tesla Motors,Model S 75 D,386,09.12.2018,143.1,28.6,Winter tires,0,1,0,Normal,19.99,1,0,,7.29,SuC Lohne
10218,Tesla Motors,Model S 75 D,386,09.12.2018,43.9,8.2,Winter tires,0,1,0,Normal,18.68,1,0,,5.98,SuC Kamen
10219,Tesla Motors,Model S 75 D,386,09.12.2018,185.8,37.8,Winter tires,0,1,0,Normal,20.34,1,0,,7.64,"Ladesäule Dieselstrasse 8, Recklinghausen"
10220,Tesla Motors,Model S 75 D,386,09.12.2018,233.6,46.5,Winter tires,0,1,0,Normal,19.91,1,0,,7.21,SuC Erftstadt
10221,Tesla Motors,Model S 75 D,386,08.12.2018,55.4,11.8,Winter tires,0,1,0,Normal,21.3,1,0,,8.6,SuC Erftstadt
10222,Tesla Motors,Model S 75 D,386,08.12.2018,273.7,55.5,Winter tires,0,1,0,Normal,20.28,1,0,,7.58,"Ladesäule Telekom,  Friedrich-Ebert-Allee  140, Bonn"
10223,Tesla Motors,Model S 75 D,386,07.12.2018,216.1,45.1,Winter tires,0,1,0,Normal,20.87,1,0,,8.17,SuC Lohne
10224,Tesla Motors,Model S 75 D,386,07.12.2018,5.2,2.1,Winter tires,0,1,0,Normal,40.38,1,0,,27.68,"MNFG - 12,89 kWh"
10225,Tesla Motors,Model S 75 D,386,06.12.2018,52.6,15.8,Winter tires,0,1,0,Normal,30.04,1,0,,17.34,"MNFG - 23,5 kWh"
10226,Tesla Motors,Model S 75 D,386,22.11.2018,97.3,26.8,Winter tires,0,1,0,Normal,27.54,1,0,,14.84,SuC Braak
10227,Tesla Motors,Model S 75 D,386,16.11.2018,134.8,28.6,Winter tires,1,1,0,Normal,21.22,1,0,,8.52,"MNFG - 38,59 kWh"
10228,Tesla Motors,Model S 75 D,386,09.11.2018,194.1,38.3,Winter tires,0,1,0,Normal,19.73,1,0,,7.03,"MNFG - 50,86 kWh"
10229,Tesla Motors,Model S 75 D,386,04.11.2018,205.0,38.5,Winter tires,0,1,0,Normal,18.78,1,0,,6.08,SuC Herzsprung
10230,Tesla Motors,Model S 75 D,386,04.11.2018,110.0,21.3,Winter tires,0,1,0,Normal,19.36,1,0,,6.66,Ladesäule TU Berlin
10231,Tesla Motors,Model S 75 D,386,02.11.2018,187.1,35.0,Winter tires,0,1,0,Normal,18.71,1,0,,6.01,SuC Herzsprung
10232,Tesla Motors,Model S 75 D,386,02.11.2018,35.2,10.1,Winter tires,1,0,0,Normal,28.69,1,0,,15.99,"MNFG - 22,51 kWh"
10233,Tesla Motors,Model S 75 D,386,29.10.2018,17.7,4.2,Winter tires,1,0,0,Normal,23.73,1,0,,11.03,Stromnetz Hamburg #2485
10234,Tesla Motors,Model S 75 D,386,28.10.2018,8.8,2.1,Winter tires,1,0,0,Normal,23.86,1,0,,11.16,Stromnetz Hamburg #5644
10235,Tesla Motors,Model S 75 D,386,28.10.2018,17.4,4.2,Winter tires,1,0,0,Normal,24.14,1,0,,11.44,"Flughafen Hamburg P2, Bereich W"
10236,Tesla Motors,Model S 75 D,386,28.10.2018,170.6,34.4,Winter tires,1,1,0,Normal,20.16,1,0,,7.46,"@Home - 18,99 kWh"
10237,Tesla Motors,Model S 75 D,386,27.10.2018,120.3,28.2,Winter tires,1,1,0,Normal,23.44,1,0,,10.74,"@Home - 21,30 kWh"
10238,Tesla Motors,Model S 75 D,386,25.10.2018,40.4,9.6,Winter tires,1,1,0,Normal,23.76,1,0,,11.06,Ladesäule Bauhuas BaBü CHAdeMO
10239,Tesla Motors,Model S 75 D,386,24.10.2018,4.5,1.5,Winter tires,1,1,0,Normal,33.33,1,0,,20.63,Stromnetz Hamburg  #3074
10240,Tesla Motors,Model S 75 D,386,24.10.2018,71.9,17.3,Winter tires,1,1,0,Normal,24.06,1,0,,11.36,Stromnetz Hamburg #2485
10241,Tesla Motors,Model S 75 D,386,22.10.2018,181.3,32.3,Winter tires,1,1,0,Normal,17.82,1,0,,5.12,"@Home - 26,74 kWh"
10242,Tesla Motors,Model S 75 D,386,21.10.2018,101.2,19.5,Winter tires,1,1,0,Normal,19.27,1,0,,6.57,"@Home - 23,37 kWh"
10243,Tesla Motors,Model S 75 D,386,20.10.2018,103.6,19.1,Winter tires,1,1,0,Normal,18.44,1,0,,5.74,Ladesäule Hansa-Park
10244,Tesla Motors,Model S 75 D,386,19.10.2018,66.3,13.3,Winter tires,1,1,0,Normal,20.06,1,0,,7.36,Stromnetz Hamburg #xxxx
10245,Tesla Motors,Model S 75 D,386,18.10.2018,137.8,30.5,Winter tires,1,1,0,Normal,22.13,1,0,,9.43,SuC Braak
10246,Tesla Motors,Model S 75 D,386,30.09.2018,132.9,22.4,Summer tires,1,1,0,Normal,16.85,1,0,,4.15,"MNFG - 36,24 kWh"
10247,Tesla Motors,Model S 75 D,386,16.09.2018,177.6,29.8,Summer tires,1,1,0,Normal,16.78,1,0,,4.08,"MNFG - 36,08 kWh"
10248,Tesla Motors,Model S 75 D,386,14.09.2018,148.9,24.9,Summer tires,1,1,0,Normal,16.72,1,0,,4.02,SuC Braak
10249,Tesla Motors,Model S 75 D,386,08.09.2018,219.8,36.8,Summer tires,1,1,0,Normal,16.74,1,0,,4.04,SuC Bispingen
10250,Tesla Motors,Model S 75 D,386,07.09.2018,90.6,16.3,Summer tires,1,1,0,Normal,17.99,1,0,,5.29,SuC Braak
10251,Tesla Motors,Model S 75 D,386,24.08.2018,106.5,16.8,Summer tires,1,1,0,Normal,15.77,1,0,,3.07,"MNFG -  35,69 kWh"
10598,Tesla Motors,S75,281,31.07.2020,1444.0,273.0,All-year tires,1,1,1,Normal,18.9,0,0,,6.2,mieszana jazda
10599,Tesla Motors,S75,281,30.06.2020,1731.0,312.0,All-year tires,1,1,1,Normal,18.0,0,0,,5.3,"zużycie energii pokazywane przez auto, nie uwzględnia tej zużytej na ochronę aku"
10600,Tesla Motors,S75,281,31.05.2020,1794.0,320.0,All-year tires,1,1,1,Normal,17.8,0,0,,5.1,"różna jazda, zimny maj"
10601,Tesla Motors,S75,281,30.04.2020,1251.0,213.0,All-year tires,1,1,1,Normal,17.0,0,0,,4.3,jazda różna
10602,Tesla Motors,S75,281,31.03.2020,818.0,154.0,All-year tires,1,1,1,Normal,18.8,0,0,,6.1,w zużyciu energii nie widać tej na podgrzanie baterii
10604,Tesla Motors,Model S 75D,315,03.12.2018,1568.9,340.4,Winter tires,0,1,1,Normal,21.7,1,1,,9.0,"Laut BC. Kosten nur für AC (privat pro kWh, öffentlich 3 x 3 € pro Ladevorgang), DC am SuperCharger kostenlos."
10605,Tesla Motors,Model S 75D,315,29.12.2017,765.0,176.0,Winter tires,1,1,1,Normal,23.01,1,1,,10.31,"Laut BC, 50% kostenloser Supercharger im Preis reflektiert"
10606,Tesla Motors,S75D,244,22.07.2020,1022.0,177.4,Summer tires,0,1,1,Normal,17.4,1,0,,4.7,
10607,Tesla Motors,S75D,244,05.07.2020,1004.0,169.4,Summer tires,0,1,1,Normal,16.9,1,0,,4.2,
10608,Tesla Motors,S75D,244,04.06.2020,977.0,171.8,Summer tires,0,1,1,Normal,17.6,0,0,,4.9,
10609,Tesla Motors,S75D,244,06.05.2020,1152.0,221.7,Summer tires,0,1,1,Normal,19.2,0,0,,6.5,
10610,Tesla Motors,S75D,244,02.03.2020,1426.0,282.8,Winter tires,0,1,1,Normal,19.8,0,0,,7.1,
10611,Tesla Motors,S75D,244,19.02.2020,1030.0,201.5,Winter tires,1,1,0,Normal,19.6,0,0,,6.9,
10612,Tesla Motors,S75D,244,30.01.2020,1114.0,241.8,Winter tires,1,1,1,Normal,21.7,1,0,,9.0,
10613,Tesla Motors,S75D,244,30.12.2019,1185.0,252.5,Winter tires,1,1,1,Normal,21.3,1,0,,8.6,
10614,Tesla Motors,S75D,244,15.12.2019,1417.0,312.3,Winter tires,1,1,1,Normal,22.0,1,0,,9.3,
10615,Tesla Motors,S75D,244,13.11.2019,1216.0,234.3,Summer tires,1,1,1,Normal,19.3,1,0,,6.6,
10616,Tesla Motors,S75D,244,12.10.2019,1220.0,217.2,Summer tires,1,1,1,Normal,17.8,1,0,,5.1,
10617,Tesla Motors,S75D,244,17.09.2019,1514.0,277.7,Summer tires,1,1,1,Fast,18.3,1,0,,5.6,
10618,Tesla Motors,S75D,244,01.09.2019,1824.0,366.0,Summer tires,0,1,0,Fast,20.1,1,0,,7.4,
10619,Tesla Motors,S75D,244,17.08.2019,1107.0,185.8,Summer tires,0,1,1,Normal,16.8,1,0,,4.1,
10620,Tesla Motors,S75D,244,29.07.2019,1314.0,225.8,Summer tires,0,1,1,Normal,17.2,1,0,,4.5,
10621,Tesla Motors,S75D,244,05.07.2019,1051.0,183.4,Summer tires,0,1,1,Normal,17.5,1,0,,4.8,
10622,Tesla Motors,S75D,244,11.06.2019,1108.0,190.5,Summer tires,0,1,1,Normal,17.2,1,0,,4.5,
10623,Tesla Motors,S75D,244,15.05.2019,1085.0,186.8,Summer tires,0,1,1,Normal,17.2,1,0,,4.5,
10624,Tesla Motors,S75D,244,24.04.2019,1086.0,202.3,Summer tires,0,1,1,Normal,18.6,1,0,,5.9,
10625,Tesla Motors,S75D,244,14.04.2019,1001.0,184.7,Summer tires,0,1,1,Normal,18.5,1,1,,5.8,
10626,Tesla Motors,S75D,244,20.03.2019,1168.0,219.6,Winter tires,0,1,1,Normal,18.8,1,1,,6.1,
10627,Tesla Motors,S75D,244,21.02.2019,1185.0,250.0,Winter tires,0,1,1,Normal,21.1,1,1,,8.4,
10628,Tesla Motors,S75D,244,08.02.2019,1028.0,227.6,Winter tires,1,1,1,Normal,22.1,1,1,,9.4,
10629,Tesla Motors,S75D,244,18.01.2019,1015.0,224.5,Winter tires,1,1,1,Normal,22.1,1,1,,9.4,
10630,Tesla Motors,S75D,244,18.12.2018,1086.0,230.1,Winter tires,1,1,1,Normal,21.1,1,1,,8.4,
10631,Tesla Motors,S75D,244,29.11.2018,977.6,195.9,Winter tires,1,1,1,Normal,20.0,1,1,,7.3,
10632,Tesla Motors,S75D,244,08.11.2018,1000.0,187.6,Summer tires,1,1,1,Normal,18.8,1,0,,6.1,
10633,Tesla Motors,S75D,244,17.10.2018,1202.0,222.3,Summer tires,1,1,1,Normal,18.5,1,0,,5.8,
10634,Tesla Motors,S75D,244,23.09.2018,1051.0,192.2,Summer tires,1,1,1,Normal,18.3,1,0,,5.6,
10635,Tesla Motors,S75D,244,01.09.2018,1792.6,363.8,Summer tires,0,1,0,Normal,20.3,1,0,,7.6,
10636,Tesla Motors,S75D,244,15.08.2018,1318.0,242.4,Summer tires,0,1,1,Normal,18.4,1,0,,5.7,
10637,Tesla Motors,S75D,244,07.08.2018,1002.7,178.7,Summer tires,1,1,1,Normal,17.8,1,0,,5.1,
10638,Tesla Motors,S75D,244,14.07.2018,1012.6,184.7,Summer tires,1,1,1,Normal,18.24,1,0,,5.54,
10639,Tesla Motors,S75D,244,22.06.2018,942.6,175.5,Summer tires,1,1,1,Normal,18.6,1,0,,5.9,
10640,Tesla Motors,S75D,244,05.06.2018,1008.1,200.7,Summer tires,0,1,1,Normal,19.9,1,0,,7.2,
10643,Tesla Motors,70D,243,16.01.2018,202.0,16.5,Winter tires,1,0,0,Normal,271.0,0,0,,258.3,Derching 
10644,Tesla Motors,70D,243,05.01.2018,19.0,216.0,Winter tires,1,0,0,Normal,4.16,0,0,,-8.54,AS Ost 
10645,Tesla Motors,70D,243,04.01.2018,42.0,40.0,Winter tires,1,0,0,Normal,95.24,0,0,,82.54,Derching 
10646,Tesla Motors,70D,243,02.01.2018,63.0,308.0,Winter tires,1,0,0,Normal,19.2,0,0,,6.5,Derching 
10647,Tesla Motors,70D,243,26.12.2017,92.0,26.4,Winter tires,1,0,0,Normal,288.0,0,0,,275.3,Scharold 
10648,Tesla Motors,70D,243,21.12.2017,51.0,16.1,Winter tires,1,0,0,Normal,317.0,0,0,,304.3,
10649,Tesla Motors,70D,243,18.12.2017,468.0,16.0,Winter tires,1,0,0,Normal,320.0,0,0,,307.3,50 km gefahren 
10650,Tesla Motors,70D,243,08.12.2017,127.0,27.5,Winter tires,1,0,0,Normal,227.0,0,0,,214.3,
10651,Tesla Motors,70D,243,06.12.2017,61.0,20.8,Winter tires,1,0,0,Normal,341.0,0,0,,328.3,341 wh/km
10652,Tesla Motors,70D,243,01.12.2017,182.0,20.0,Winter tires,1,0,0,Normal,20.0,0,0,,7.3,
10653,Tesla Motors,70D,243,30.11.2017,118.0,34.0,Winter tires,1,0,0,Normal,304.0,0,0,,291.3,Ladung unterbrochen 
10654,Tesla Motors,70D,243,23.11.2017,75.4,18.4,Winter tires,1,0,0,Normal,20.0,0,0,,7.3,
10655,Tesla Motors,70D,243,18.11.2017,180.0,31.98,Winter tires,1,0,0,Normal,286.0,0,0,,273.3,"75,4 km - 18,4 kWh - 244 wh/km"
10657,Tesla Motors,85,285,19.08.2020,145.0,30.88,All-year tires,0,1,1,Normal,21.13,1,0,,8.43,
10658,Tesla Motors,85,285,18.08.2020,181.0,36.38,All-year tires,0,1,1,Normal,21.13,1,0,,8.43,SuC Aichstetten
10659,Tesla Motors,85,285,16.08.2020,139.0,30.98,All-year tires,0,1,1,Normal,21.13,1,0,,8.43,SuC Aichstetten
10660,Tesla Motors,85,285,14.08.2020,165.0,39.76,All-year tires,0,1,1,Normal,24.1,1,0,,11.4,
10661,Tesla Motors,85,285,11.08.2020,71.0,22.21,All-year tires,0,1,1,Normal,29.72,1,0,,17.02,
10662,Tesla Motors,85,285,09.08.2020,145.0,41.99,All-year tires,0,1,1,Normal,29.72,1,0,,17.02,
10663,Tesla Motors,85,285,30.07.2020,194.0,54.47,All-year tires,0,1,1,Normal,20.67,1,0,,7.97,
10664,Tesla Motors,85,285,24.07.2020,155.0,34.06,All-year tires,0,1,1,Normal,20.67,1,0,,7.97,
10665,Tesla Motors,85,285,24.07.2020,168.0,28.66,All-year tires,0,1,1,Normal,20.67,1,0,,7.97,SuC Regensburg
10666,Tesla Motors,85,285,24.07.2020,142.0,19.04,All-year tires,1,1,0,Normal,20.67,1,0,,7.97,SuC Regensburg
10667,Tesla Motors,85,285,23.07.2020,159.0,45.6,All-year tires,1,0,1,Normal,28.68,1,0,,15.98,
10668,Tesla Motors,85,285,20.07.2020,102.0,35.75,All-year tires,1,0,1,Normal,35.05,1,0,,22.35,
10669,Tesla Motors,85,285,10.07.2020,74.0,23.16,All-year tires,1,0,1,Normal,31.3,1,0,,18.6,
10670,Tesla Motors,85,285,02.07.2020,75.0,40.83,All-year tires,1,0,1,Normal,27.77,1,0,,15.07,
10671,Tesla Motors,85,285,29.06.2020,141.0,23.16,All-year tires,0,1,1,Normal,27.77,1,0,,15.07,
10672,Tesla Motors,85,285,26.06.2020,53.0,31.09,All-year tires,0,1,1,Normal,27.77,1,0,,15.07,
10673,Tesla Motors,85,285,21.06.2020,155.0,27.61,All-year tires,0,1,1,Normal,27.77,1,0,,15.07,
10674,Tesla Motors,85,285,20.06.2020,63.0,12.48,All-year tires,0,1,1,Normal,27.77,1,0,,15.07,SuC Schweitenkirchen
10675,Tesla Motors,85,285,18.06.2020,106.0,29.52,All-year tires,1,0,1,Normal,27.77,1,0,,15.07,
10676,Tesla Motors,85,285,10.06.2020,53.0,35.6,All-year tires,1,0,1,Normal,31.62,1,0,,18.92,
10677,Tesla Motors,85,285,09.06.2020,115.0,22.74,All-year tires,1,1,1,Normal,31.62,1,0,,18.92,SuC Weyarn
10678,Tesla Motors,85,285,30.05.2020,133.0,41.89,All-year tires,1,0,1,Normal,31.62,1,1,,18.92,
10679,Tesla Motors,85,285,21.05.2020,96.0,29.4,All-year tires,1,0,1,Normal,31.62,1,1,,18.92,
10680,Tesla Motors,85,285,13.05.2020,94.0,29.51,All-year tires,1,0,1,Normal,31.62,1,1,,18.92,
10681,Tesla Motors,85,285,06.05.2020,121.0,39.98,All-year tires,1,0,1,Normal,31.62,1,1,,18.92,
10682,Tesla Motors,85,285,29.04.2020,118.0,31.52,All-year tires,1,0,1,Normal,31.62,1,1,,18.92,
10683,Tesla Motors,85,285,18.04.2020,125.0,39.75,All-year tires,1,0,1,Normal,31.62,1,1,,18.92,
10684,Tesla Motors,85,285,06.04.2020,124.0,49.82,All-year tires,1,0,0,Normal,38.24,1,1,,25.54,
10685,Tesla Motors,85,285,18.03.2020,11.0,1.8,Winter tires,1,0,0,Normal,38.24,1,1,,25.54,SWM Klenzestr.82
10686,Tesla Motors,85,285,18.03.2020,77.0,28.45,Winter tires,1,0,0,Normal,36.95,1,1,,24.25,
10687,Tesla Motors,85,285,13.03.2020,38.0,17.35,Winter tires,1,0,0,Normal,33.77,1,1,,21.07,
10688,Tesla Motors,85,285,12.03.2020,69.0,24.33,Winter tires,1,0,0,Normal,33.77,1,1,,21.07,
10689,Tesla Motors,85,285,10.03.2020,37.0,16.71,Winter tires,1,0,0,Normal,33.77,1,1,,21.07,
10690,Tesla Motors,85,285,09.03.2020,137.0,36.49,Winter tires,1,0,0,Normal,33.77,1,1,,21.07,
10691,Tesla Motors,85,285,05.03.2020,56.0,26.87,Winter tires,1,0,0,Normal,33.63,1,1,,20.93,
10692,Tesla Motors,85,285,03.03.2020,92.0,27.08,Winter tires,1,0,0,Normal,33.63,1,1,,20.93,
10693,Tesla Motors,85,285,01.03.2020,39.0,15.43,Winter tires,1,0,0,Normal,33.63,1,1,,20.93,SWM Wirthstr.14
10694,Tesla Motors,85,285,28.02.2020,40.0,16.07,Winter tires,1,0,0,Normal,33.63,1,1,,20.93,
10695,Tesla Motors,85,285,27.02.2020,47.0,16.71,Winter tires,1,0,0,Normal,33.63,1,1,,20.93,
10696,Tesla Motors,85,285,25.02.2020,59.0,9.84,Winter tires,1,0,0,Normal,33.63,1,1,,20.93,
10697,Tesla Motors,85,285,24.02.2020,115.0,32.47,Winter tires,1,0,1,Normal,28.23,1,1,,15.53,
10698,Tesla Motors,85,285,21.02.2020,37.0,13.11,Winter tires,1,0,0,Normal,35.43,1,1,,22.73,
10699,Tesla Motors,85,285,20.02.2020,48.0,19.25,Winter tires,1,0,0,Normal,40.1,1,1,,27.4,
10700,Tesla Motors,85,285,18.02.2020,68.0,18.72,Winter tires,1,0,0,Normal,27.53,1,1,,14.83,
10701,Tesla Motors,85,285,17.02.2020,85.0,38.28,Winter tires,1,0,0,Normal,35.72,1,1,,23.02,
10702,Tesla Motors,85,285,15.02.2020,85.0,6.98,Winter tires,1,0,0,Normal,35.72,1,1,,23.02,
10703,Tesla Motors,85,285,13.02.2020,57.0,35.22,Winter tires,1,0,0,Normal,35.72,1,1,,23.02,
10704,Tesla Motors,85,285,11.02.2020,105.0,29.29,Winter tires,1,0,0,Normal,35.72,1,1,,23.02,
10705,Tesla Motors,85,285,07.02.2020,3.0,13.11,Winter tires,1,0,0,Normal,35.72,1,1,,23.02,
10706,Tesla Motors,85,285,07.02.2020,41.0,11.42,Winter tires,1,0,0,Normal,35.72,1,1,,23.02,
10707,Tesla Motors,85,285,06.02.2020,60.0,27.5,Winter tires,1,0,0,Normal,45.83,1,1,,33.13,
10708,Tesla Motors,85,285,04.02.2020,89.0,33.74,Winter tires,1,0,0,Normal,35.51,1,1,,22.81,
10709,Tesla Motors,85,285,01.02.2020,56.0,8.35,Winter tires,1,0,0,Normal,35.51,1,1,,22.81,
10710,Tesla Motors,85,285,30.01.2020,83.0,34.05,Winter tires,1,0,0,Normal,35.51,1,1,,22.81,
10711,Tesla Motors,85,285,27.01.2020,32.0,16.18,Winter tires,1,0,0,Normal,35.51,1,1,,22.81,
10712,Tesla Motors,85,285,26.01.2020,134.0,39.55,Winter tires,1,0,1,Normal,29.51,1,1,,16.81,
10713,Tesla Motors,85,285,24.01.2020,66.0,22.0,Winter tires,1,0,0,Normal,33.33,1,1,,20.63,
10714,Tesla Motors,85,285,23.01.2020,21.0,31.53,Winter tires,1,0,0,Normal,44.68,1,1,,31.98,
10715,Tesla Motors,85,285,22.01.2020,64.0,6.45,Winter tires,1,0,0,Normal,44.68,1,1,,31.98,
10716,Tesla Motors,85,285,20.01.2020,53.0,22.31,Winter tires,1,0,0,Normal,42.09,1,1,,29.39,
10717,Tesla Motors,85,285,17.01.2020,110.0,37.03,Winter tires,1,0,0,Normal,33.66,1,1,,20.96,
10718,Tesla Motors,85,285,14.01.2020,37.0,19.77,Winter tires,1,0,0,Normal,26.15,1,1,,13.45,
10719,Tesla Motors,85,285,13.01.2020,104.0,34.9,Winter tires,1,0,0,Normal,26.15,1,1,,13.45,
10720,Tesla Motors,85,285,11.01.2020,136.0,17.76,Winter tires,1,0,0,Normal,26.15,1,1,,13.45,
10721,Tesla Motors,85,285,09.01.2020,48.0,18.72,Winter tires,1,0,0,Normal,39.0,1,1,,26.3,
10722,Tesla Motors,85,285,07.01.2020,119.0,43.14,Winter tires,1,0,0,Normal,36.25,1,1,,23.55,
10723,Tesla Motors,85,285,04.01.2020,86.0,30.46,Winter tires,1,0,0,Normal,30.43,1,1,,17.73,
10724,Tesla Motors,85,285,31.12.2019,95.0,45.57,Winter tires,1,0,0,Normal,30.43,1,1,,17.73,
10725,Tesla Motors,85,285,29.12.2019,99.0,22.63,Winter tires,1,0,0,Normal,30.43,1,1,,17.73,SWM Ladesäule
10726,Tesla Motors,85,285,22.12.2019,5.0,36.37,Winter tires,1,0,0,Normal,30.43,1,1,,17.73,
10727,Tesla Motors,85,285,22.12.2019,163.0,8.88,Winter tires,1,0,0,Normal,30.43,1,1,,17.73,CCS Ottobrunner Str. 116
10728,Tesla Motors,85,285,18.12.2019,74.0,14.91,Winter tires,1,0,0,Normal,30.43,1,1,,17.73,
10729,Tesla Motors,85,285,13.12.2019,25.0,14.3,Winter tires,1,0,0,Normal,57.2,1,1,,44.5,ab 90 bis 97% wird mehr oder weniger sinnlos verheizt
10730,Tesla Motors,85,285,12.12.2019,49.0,12.37,Winter tires,1,1,0,Normal,25.24,1,1,,12.54,
10731,Tesla Motors,85,285,12.12.2019,52.0,32.15,Winter tires,1,0,0,Normal,37.8,1,1,,25.1,
10732,Tesla Motors,85,285,10.12.2019,129.0,33.1,Winter tires,1,0,0,Normal,37.8,1,1,,25.1,
10733,Tesla Motors,85,285,06.12.2019,21.0,11.1,Winter tires,1,0,0,Normal,37.8,1,1,,25.1,
10734,Tesla Motors,85,285,05.12.2019,74.0,28.66,Winter tires,1,0,0,Normal,38.73,1,1,,26.03,
10735,Tesla Motors,85,285,04.12.2019,111.0,41.34,Winter tires,1,0,0,Normal,37.24,1,1,,24.54,
10736,Tesla Motors,85,285,29.11.2019,73.0,23.37,Winter tires,1,0,0,Normal,32.01,1,1,,19.31,
10737,Tesla Motors,85,285,26.11.2019,100.0,33.95,Winter tires,1,0,0,Normal,33.95,1,1,,21.25,
10738,Tesla Motors,85,285,22.11.2019,40.0,21.25,Winter tires,1,0,0,Normal,33.61,1,1,,20.91,
10739,Tesla Motors,85,285,21.11.2019,88.0,24.21,Winter tires,1,0,0,Normal,33.61,1,1,,20.91,
10740,Tesla Motors,85,285,18.11.2019,56.0,16.39,Winter tires,1,0,0,Normal,33.61,1,1,,20.91,
10741,Tesla Motors,85,285,16.11.2019,130.0,17.55,Winter tires,1,0,0,Normal,24.11,1,1,,11.41,
10742,Tesla Motors,85,285,12.11.2019,115.0,37.74,Winter tires,1,0,0,Normal,24.11,1,1,,11.41,
10743,Tesla Motors,85,285,08.11.2019,161.0,42.6,Winter tires,1,0,0,Normal,24.11,1,1,,11.41,
10744,Tesla Motors,85,285,04.11.2019,57.0,30.56,Winter tires,1,0,0,Normal,34.39,1,1,,21.69,
10745,Tesla Motors,85,285,31.10.2019,58.0,8.99,Winter tires,1,0,0,Normal,34.39,1,1,,21.69,
10746,Tesla Motors,85,285,25.10.2019,103.0,29.4,Winter tires,1,0,0,Normal,28.54,1,1,,15.84,
10747,Tesla Motors,85,285,22.10.2019,91.0,21.99,Winter tires,1,0,0,Normal,24.16,1,1,,11.46,
10748,Tesla Motors,85,285,20.10.2019,57.0,15.01,Winter tires,1,0,0,Normal,26.33,1,1,,13.63,SWM
10749,Tesla Motors,85,285,17.10.2019,84.0,22.94,All-year tires,1,1,1,Normal,27.31,1,1,,14.61,
10750,Tesla Motors,85,285,12.10.2019,134.0,31.82,All-year tires,0,1,1,Fast,28.76,1,0,,16.06,
