manufacturer,version,power(kW),fuel_date,trip_distance(km),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation
Volkswagen,e-Golf,85,26.04.2018,86,17.65,Summer tires,0,1,0,Moderate,14.7,0,0,66,-2.1
Volkswagen,e-Golf,85,25.04.2018,92,8.56,Summer tires,0,1,0,Moderate,12.8,0,0,47,-4
Volkswagen,e-Golf,85,25.04.2018,86,17.11,Summer tires,0,1,0,Moderate,13.8,0,0,66,-3
Volkswagen,e-Golf,85,24.04.2018,87,9.3,Summer tires,0,1,0,Moderate,12.4,0,0,59,-4.4
Volkswagen,e-Golf,85,24.04.2018,85,17.3,Summer tires,0,1,0,Moderate,13,0,0,62,-3.8
Volkswagen,e-Golf,85,23.04.2018,88,6.32,Summer tires,0,1,0,Moderate,12.2,0,0,87,-4.6
Volkswagen,e-Golf,85,23.04.2018,89,17.05,Summer tires,0,1,0,Moderate,12.3,0,0,53,-4.5
Volkswagen,e-Golf,85,22.04.2018,72,6.32,Summer tires,0,0,1,Moderate,13.6,0,0,52,-3.2
Volkswagen,e-Golf,85,21.04.2018,27,4.05,Summer tires,0,0,1,Moderate,11.6,0,0,42,-5.2
Volkswagen,e-Golf,85,21.04.2018,5,3.72,Summer tires,1,0,0,Moderate,12.7,0,0,17,-4.1
Volkswagen,e-Golf,85,21.04.2018,46,2.97,Summer tires,1,1,0,Moderate,10.3,0,0,44,-6.5
Volkswagen,e-Golf,85,20.04.2018,86,9.8,Summer tires,0,1,0,Moderate,12.4,0,0,75,-4.4
Volkswagen,e-Golf,85,19.04.2018,76,6.14,Summer tires,1,1,0,Moderate,12.3,0,0,58,-4.5
Volkswagen,e-Golf,85,19.04.2018,20,1.93,Summer tires,1,0,0,Moderate,11.3,0,0,31,-5.5
Volkswagen,e-Golf,85,19.04.2018,86,15.8,Summer tires,0,1,0,Moderate,12.5,0,1,64,-4.3
Volkswagen,e-Golf,85,18.04.2018,86,15.89,Summer tires,0,1,0,Moderate,13.5,0,1,69,-3.3
Volkswagen,e-Golf,85,17.04.2018,86,8.74,Summer tires,0,1,0,Moderate,11.8,0,0,62,-5
Volkswagen,e-Golf,85,17.04.2018,87,17.93,Summer tires,0,1,0,Moderate,13.6,0,1,66,-3.2
Volkswagen,e-Golf,85,16.04.2018,90,13.21,Summer tires,0,1,0,Moderate,13,0,1,59,-3.8
Volkswagen,e-Golf,85,06.11.2017,83,10,Summer tires,0,1,0,Moderate,13.7,0,1,72,-3.1
Volkswagen,e-Golf,85,04.11.2017,85,10.8,Summer tires,0,1,0,Moderate,13.4,0,1,64,-3.4
Volkswagen,e-Golf,85,03.11.2017,34,19.64,Summer tires,0,1,0,Moderate,13.7,0,1,63,-3.1
Volkswagen,e-Golf,85,03.11.2017,91,4.74,Summer tires,0,1,0,Moderate,14.1,0,1,79,-2.7
Volkswagen,e-Golf,85,02.11.2017,55,12.75,Summer tires,0,1,0,Moderate,13.4,0,1,49,-3.4
Volkswagen,e-Golf,85,02.11.2017,45,2.37,Summer tires,0,1,0,Moderate,14.6,0,1,73,-2.2
Volkswagen,e-Golf,85,01.11.2017,80,7.4,Summer tires,0,1,1,Moderate,12.6,0,1,79,-4.2
Volkswagen,e-Golf,85,01.11.2017,96,16.29,Summer tires,0,1,1,Moderate,13.6,0,1,45,-3.2
Volkswagen,e-Golf,85,30.10.2017,42,14,Summer tires,0,0,1,Moderate,12.7,0,0,43,-4.1
Volkswagen,e-Golf,85,30.10.2017,81,3.1,Summer tires,0,0,1,Moderate,14,0,1,44,-2.8
Volkswagen,e-Golf,85,29.10.2017,32,14.4,Summer tires,0,1,1,Moderate,15.6,0,1,53,-1.2
Volkswagen,e-Golf,85,28.10.2017,83,3.4,Summer tires,0,1,1,Moderate,14,0,1,52,-2.8
Volkswagen,e-Golf,85,27.10.2017,81,17.7,Summer tires,0,1,0,Moderate,13.8,0,1,61,-3
Volkswagen,e-Golf,85,26.10.2017,81,15.2,Summer tires,0,1,0,Moderate,12.9,0,0,71,-3.9
Volkswagen,e-Golf,85,26.10.2017,81,7.8,Summer tires,0,1,0,Moderate,12.5,0,0,72,-4.3
Volkswagen,e-Golf,85,25.10.2017,80,15.94,Summer tires,0,1,0,Moderate,13.1,0,0,69,-3.7
Volkswagen,e-Golf,85,25.10.2017,81,8.8,Summer tires,0,1,0,Moderate,13.4,0,0,72,-3.4
Volkswagen,e-Golf,85,24.10.2017,8,6.07,Summer tires,1,0,0,Moderate,12.7,0,0,26,-4.1
Volkswagen,e-Golf,85,24.10.2017,81,9.75,Summer tires,0,1,0,Moderate,13.7,0,1,72,-3.1
Volkswagen,e-Golf,85,23.10.2017,81,9.8,Summer tires,0,1,1,Moderate,13,0,1,77,-3.8
Volkswagen,e-Golf,85,23.10.2017,86,18.12,Summer tires,0,1,1,Moderate,14.3,0,1,57,-2.5
Volkswagen,e-Golf,85,21.10.2017,86,9.4,Summer tires,0,1,0,Moderate,13.7,0,1,64,-3.1
Volkswagen,e-Golf,85,20.10.2017,35,17.93,Summer tires,0,1,0,Moderate,11.4,0,1,67,-5.4
Volkswagen,e-Golf,85,20.10.2017,124,6.09,Summer tires,0,1,0,Moderate,13,0,1,69,-3.8
Volkswagen,e-Golf,85,19.10.2017,34,16.38,Summer tires,0,1,0,Moderate,11.3,0,1,60,-5.5
Volkswagen,e-Golf,85,19.10.2017,126,6.16,Summer tires,0,1,0,Moderate,12.6,0,1,73,-4.2
Volkswagen,e-Golf,85,18.10.2017,87,18.39,Summer tires,0,1,0,Moderate,12.2,0,1,67,-4.6
Volkswagen,e-Golf,85,17.10.2017,80,4,Summer tires,0,1,0,Moderate,11.8,0,0,74,-5
Volkswagen,e-Golf,85,13.10.2017,7,4.9,Summer tires,1,0,0,Moderate,14.1,0,0,17,-2.7
Volkswagen,e-Golf,85,13.10.2017,83,13.5,Summer tires,0,1,0,Moderate,13.9,0,1,62,-2.9
Volkswagen,e-Golf,85,12.10.2017,83,8,Summer tires,0,1,0,Moderate,13.2,0,1,64,-3.6
Volkswagen,e-Golf,85,12.10.2017,45,3.32,Summer tires,0,1,0,Moderate,14.2,0,0,67,-2.6
Volkswagen,e-Golf,85,12.10.2017,81,3.8,Summer tires,0,1,0,Moderate,12,0,0,77,-4.8
Volkswagen,e-Golf,85,11.10.2017,81,16.23,Summer tires,0,1,0,Moderate,13.1,0,1,61,-3.7
Volkswagen,e-Golf,85,10.10.2017,82,10,Summer tires,0,1,0,Moderate,14.5,0,1,75,-2.3
Volkswagen,e-Golf,85,10.10.2017,80,15.57,Summer tires,0,1,0,Moderate,13.7,0,1,65,-3.1
Volkswagen,e-Golf,85,09.10.2017,82,9.4,Summer tires,0,1,0,Moderate,13.3,0,1,73,-3.5
Volkswagen,e-Golf,85,09.10.2017,6,3.83,Summer tires,0,1,1,Moderate,17.8,0,1,19,1
Volkswagen,e-Golf,85,09.10.2017,84,12.73,Summer tires,0,1,1,Moderate,13.9,0,1,57,-2.9
Volkswagen,e-Golf,85,07.10.2017,38,17.64,Summer tires,0,0,1,Moderate,15.9,0,1,53,-0.9
Volkswagen,e-Golf,85,07.10.2017,37,2.03,Summer tires,0,0,1,Moderate,13.8,0,1,51,-3
Volkswagen,e-Golf,85,07.10.2017,81,5.94,Summer tires,0,1,0,Moderate,13.5,0,1,72,-3.3
Volkswagen,e-Golf,85,06.10.2017,86,16.58,Summer tires,0,1,0,Moderate,14.7,0,1,63,-2.1
Volkswagen,e-Golf,85,05.10.2017,81,11.8,Summer tires,0,1,0,Moderate,13.6,0,1,69,-3.2
Volkswagen,e-Golf,85,05.10.2017,80,15.43,Summer tires,1,1,0,Moderate,14.2,0,1,51,-2.6
Volkswagen,e-Golf,85,04.10.2017,82,13.74,Summer tires,0,1,1,Moderate,13.2,0,1,68,-3.6
Volkswagen,e-Golf,85,04.10.2017,86,15.15,Summer tires,0,1,1,Moderate,12.8,0,1,64,-4
Volkswagen,e-Golf,85,03.10.2017,88,6.42,Summer tires,1,1,0,Moderate,12.8,0,1,49,-4
Volkswagen,e-Golf,85,02.10.2017,34,12.14,Summer tires,0,1,0,Moderate,14.2,0,1,66,-2.6
Volkswagen,e-Golf,85,02.10.2017,91,11.49,Summer tires,0,1,0,Moderate,14.1,0,0,76,-2.7
Volkswagen,e-Golf,85,30.09.2017,2,7.23,Summer tires,1,0,0,Moderate,14.5,0,0,17,-2.3
Volkswagen,e-Golf,85,30.09.2017,2,5.7,Summer tires,1,0,0,Moderate,15.4,0,0,21,-1.4
Volkswagen,e-Golf,85,30.09.2017,1,0.69,Summer tires,1,0,0,Moderate,19.4,0,0,12,2.6
Volkswagen,e-Golf,85,30.09.2017,23,3.72,Summer tires,1,0,1,Moderate,13.5,0,0,48,-3.3
Volkswagen,e-Golf,85,30.09.2017,105,1.72,Summer tires,1,1,1,Moderate,12.6,0,0,51,-4.2
Volkswagen,e-Golf,85,29.09.2017,34,19.98,Summer tires,0,1,0,Moderate,11.2,0,0,70,-5.6
Volkswagen,e-Golf,85,29.09.2017,127,2.24,Summer tires,0,1,0,Moderate,11.8,0,0,66,-5
Volkswagen,e-Golf,85,28.09.2017,40,19.19,Summer tires,0,1,1,Moderate,11.7,0,0,51,-5.1
Volkswagen,e-Golf,85,28.09.2017,129,5.56,Summer tires,0,1,0,Moderate,12.8,0,0,78,-4
Volkswagen,e-Golf,85,27.09.2017,79,18.76,Summer tires,0,1,0,Moderate,12.7,0,1,65,-4.1
Volkswagen,e-Golf,85,26.09.2017,81,5.72,Summer tires,0,1,0,Moderate,12.4,0,1,73,-4.4
Volkswagen,e-Golf,85,26.09.2017,80,12.38,Summer tires,0,1,0,Moderate,12.7,0,1,73,-4.1
Volkswagen,e-Golf,85,26.09.2017,86,13.31,Summer tires,0,1,0,Moderate,13.4,0,1,60,-3.4
Volkswagen,e-Golf,85,25.09.2017,94,15.67,Summer tires,0,1,1,Moderate,12,0,1,67,-4.8
Volkswagen,e-Golf,85,24.09.2017,1,7.27,Summer tires,0,1,0,Moderate,14.2,0,0,22,-2.6
Volkswagen,e-Golf,85,24.09.2017,84,6.08,Summer tires,0,1,0,Moderate,13.1,0,0,79,-3.7
Volkswagen,e-Golf,85,23.09.2017,45,7.58,Summer tires,0,1,0,Moderate,12.3,0,0,45,-4.5
Volkswagen,e-Golf,85,23.09.2017,34,1,Summer tires,0,1,0,Moderate,12.9,0,0,59,-3.9
Volkswagen,e-Golf,85,23.09.2017,84,10.81,Summer tires,0,1,0,Moderate,12.4,0,0,65,-4.4
Volkswagen,e-Golf,85,22.09.2017,34,16.82,Summer tires,0,1,0,Moderate,12,0,1,34,-4.8
Volkswagen,e-Golf,85,22.09.2017,128,7.3,Summer tires,0,1,0,Moderate,12.6,0,0,68,-4.2
Volkswagen,e-Golf,85,21.09.2017,34,15.44,Summer tires,0,1,0,Moderate,11.3,0,0,69,-5.5
Volkswagen,e-Golf,85,21.09.2017,128,6.7,Summer tires,0,1,0,Moderate,12.3,0,0,76,-4.5
Volkswagen,e-Golf,85,20.09.2017,34,14.19,Summer tires,0,1,0,Moderate,12,0,1,47,-4.8
Volkswagen,e-Golf,85,20.09.2017,126,9.32,Summer tires,0,1,0,Moderate,13,0,0,75,-3.8
Volkswagen,e-Golf,85,19.09.2017,35,17.69,Summer tires,0,1,0,Moderate,12,1,1,57,-4.8
Volkswagen,e-Golf,85,19.09.2017,48,3.23,Summer tires,0,1,0,Moderate,14.1,1,1,77,-2.7
Volkswagen,e-Golf,85,18.09.2017,96,6.46,Summer tires,0,1,1,Moderate,12.7,1,1,67,-4.1
Volkswagen,e-Golf,85,18.09.2017,94,15.54,Summer tires,0,1,1,Moderate,13.3,1,1,72,-3.5
Volkswagen,e-Golf,85,17.09.2017,75,11.03,Summer tires,0,1,0,Moderate,13,1,1,60,-3.8
Volkswagen,e-Golf,85,13.09.2017,36,8.16,Summer tires,0,1,0,Moderate,14.7,0,0,34,-2.1
Volkswagen,e-Golf,85,13.09.2017,128,6.87,Summer tires,0,1,0,Moderate,13.5,0,0,72,-3.3
Volkswagen,e-Golf,85,12.09.2017,35,11.54,Summer tires,0,1,0,Moderate,11.6,0,0,56,-5.2
Volkswagen,e-Golf,85,12.09.2017,90,11.1,Summer tires,0,1,0,Moderate,12.4,0,0,81,-4.4
Volkswagen,e-Golf,85,11.09.2017,123,11.34,Summer tires,0,1,0,Moderate,12.6,0,0,73,-4.2
Volkswagen,e-Golf,85,10.09.2017,82,19.37,Summer tires,0,1,0,Moderate,14.2,0,0,80,-2.6
Volkswagen,e-Golf,85,10.09.2017,67,9.18,Summer tires,1,0,1,Moderate,12.7,0,0,54,-4.1
Volkswagen,e-Golf,85,09.09.2017,59,3.71,Summer tires,1,0,1,Moderate,13,0,0,51,-3.8
Volkswagen,e-Golf,85,09.09.2017,105,15.81,Summer tires,1,0,1,Moderate,12.6,0,0,50,-4.2
Volkswagen,e-Golf,85,09.09.2017,86,12.44,Summer tires,0,1,0,Moderate,13.3,0,0,71,-3.5
Volkswagen,e-Golf,85,09.09.2017,62,5.22,Summer tires,0,1,0,Moderate,14,0,0,55,-2.8
Volkswagen,e-Golf,85,08.09.2017,45,9,Summer tires,0,1,0,Moderate,12.6,0,0,45,-4.2
Volkswagen,e-Golf,85,08.09.2017,48,13.53,Summer tires,0,1,0,Moderate,15.4,0,0,68,-1.4
Volkswagen,e-Golf,85,07.09.2017,45,2.1,Summer tires,0,1,0,Moderate,17.7,0,0,97,0.9
Volkswagen,e-Golf,85,07.09.2017,36,15.31,Summer tires,0,1,0,Moderate,13.5,0,0,58,-3.3
Volkswagen,e-Golf,85,07.09.2017,34,4.3,Summer tires,0,1,0,Moderate,13.3,0,0,59,-3.5
Volkswagen,e-Golf,85,07.09.2017,129,5.89,Summer tires,0,1,0,Moderate,12.9,0,0,65,-3.9
Volkswagen,e-Golf,85,06.09.2017,40,10.2,Summer tires,1,1,0,Moderate,11.3,0,0,42,-5.5
Volkswagen,e-Golf,85,06.09.2017,44,11.81,Summer tires,0,1,0,Moderate,14.5,0,0,77,-2.3
Volkswagen,e-Golf,85,05.09.2017,84,10.53,Summer tires,0,1,0,Moderate,10.8,0,0,72,-6
Volkswagen,e-Golf,85,05.09.2017,64,2.65,Summer tires,0,1,0,Moderate,11.3,0,0,46,-5.5
Volkswagen,e-Golf,85,05.09.2017,47,13.51,Summer tires,0,1,0,Moderate,12.7,0,0,70,-4.1
Volkswagen,e-Golf,85,04.09.2017,46,1.55,Summer tires,0,1,0,Moderate,12.7,0,0,59,-4.1
Volkswagen,e-Golf,85,04.09.2017,83,8.35,Summer tires,0,1,0,Moderate,11.5,0,0,45,-5.3
Volkswagen,e-Golf,85,04.09.2017,46,8.76,Summer tires,0,1,0,Moderate,13.6,0,0,77,-3.2
Volkswagen,e-Golf,85,04.09.2017,91,6.53,Summer tires,0,0,1,Moderate,12,0,0,51,-4.8
Volkswagen,e-Golf,85,02.09.2017,95,16.27,Summer tires,0,1,1,Moderate,12.2,0,0,58,-4.6
Volkswagen,e-Golf,85,02.09.2017,69,8.5,Summer tires,0,1,1,Moderate,13.3,0,0,84,-3.5
Volkswagen,e-Golf,85,02.09.2017,12,11.68,Summer tires,1,0,1,Moderate,11.4,0,0,44,-5.4
Volkswagen,e-Golf,85,02.09.2017,76,2.34,Summer tires,0,1,1,Moderate,12.9,0,0,80,-3.9
Volkswagen,e-Golf,85,02.09.2017,119,10.26,Summer tires,0,1,1,Moderate,12.6,0,0,65,-4.2
Volkswagen,e-Golf,85,02.09.2017,33,8.91,Summer tires,0,0,1,Moderate,12.4,0,0,43,-4.4
Volkswagen,e-Golf,85,01.09.2017,36,2.91,Summer tires,0,0,1,Moderate,12.3,0,0,48,-4.5
Volkswagen,e-Golf,85,01.09.2017,18,2.64,Summer tires,0,0,1,Moderate,13.6,0,0,31,-3.2
Volkswagen,e-Golf,85,31.08.2017,47,6.53,Summer tires,0,0,1,Moderate,13.2,0,0,42,-3.6
Volkswagen,e-Golf,85,30.08.2017,14,1.62,Summer tires,0,0,1,Moderate,13.2,0,0,42,-3.6
Volkswagen,e-Golf,85,28.08.2017,109,9.99,Summer tires,0,1,0,Moderate,12.2,0,0,51,-4.6
Volkswagen,e-Golf,85,27.08.2017,82,11.35,Summer tires,0,1,1,Moderate,11.6,0,0,62,-5.2
Volkswagen,e-Golf,85,26.08.2017,57,13.13,Summer tires,0,1,0,Moderate,13.3,0,0,69,-3.5
Volkswagen,e-Golf,85,26.08.2017,61,4.96,Summer tires,0,1,0,Moderate,12.8,0,0,69,-4
Volkswagen,e-Golf,85,26.08.2017,71,9.91,Summer tires,0,1,1,Moderate,12.3,0,0,66,-4.5
Volkswagen,e-Golf,85,26.08.2017,82,10.44,Summer tires,0,1,1,Moderate,13,0,0,85,-3.8
Volkswagen,e-Golf,85,25.08.2017,82,7.87,Summer tires,1,1,0,Moderate,11.6,1,0,42,-5.2
Volkswagen,e-Golf,85,25.08.2017,4,3.46,Summer tires,1,1,0,Moderate,13.1,1,0,15,-3.7
Volkswagen,e-Golf,85,24.08.2017,53,4.52,Summer tires,1,1,0,Moderate,12.1,1,0,47,-4.7
Volkswagen,e-Golf,85,23.08.2017,54,14.81,Summer tires,1,1,0,Moderate,11.8,0,0,53,-5
Volkswagen,e-Golf,85,23.08.2017,43,7.74,Summer tires,1,0,1,Moderate,13.6,0,0,36,-3.2
Volkswagen,e-Golf,85,22.08.2017,122,3.89,Summer tires,1,0,1,Moderate,10.7,0,0,47,-6.1
Volkswagen,e-Golf,85,04.10.2018,19,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,50,-9.3
Volkswagen,e-Golf,85,04.10.2018,20,3.4,Summer tires,1,1,1,Moderate,17.2,0,0,50,0.4
Volkswagen,e-Golf,85,03.10.2018,13,1.6,Summer tires,1,0,0,Moderate,12.4,0,0,23,-4.4
Volkswagen,e-Golf,85,01.10.2018,163,20.4,Summer tires,0,1,0,Moderate,12.5,0,0,66,-4.3
Volkswagen,e-Golf,85,01.10.2018,51,7.1,Summer tires,1,0,1,Moderate,14,0,0,40,-2.8
Volkswagen,e-Golf,85,29.09.2018,71,8.6,Summer tires,1,0,1,Moderate,12.1,0,0,51,-4.7
Volkswagen,e-Golf,85,29.09.2018,62,7.1,Summer tires,1,0,1,Moderate,11.4,0,0,62,-5.4
Volkswagen,e-Golf,85,29.09.2018,17,2.5,Summer tires,1,0,0,Moderate,14.9,0,0,44,-1.9
Volkswagen,e-Golf,85,29.09.2018,36,4.9,Summer tires,1,0,1,Moderate,13.5,0,0,56,-3.3
Volkswagen,e-Golf,85,28.09.2018,42,6,Summer tires,1,0,1,Moderate,14.4,0,0,21,-2.4
Volkswagen,e-Golf,85,28.09.2018,6,0.8,Summer tires,1,0,0,Moderate,13.6,0,0,31,-3.2
Volkswagen,e-Golf,85,26.09.2018,3,0.4,Summer tires,1,0,0,Moderate,12.3,0,0,23,-4.5
Volkswagen,e-Golf,85,26.09.2018,4,0.6,Summer tires,1,0,0,Moderate,14.1,0,0,20,-2.7
Volkswagen,e-Golf,85,25.09.2018,230,27.8,Summer tires,0,1,0,Moderate,12.1,0,0,69,-4.7
Volkswagen,e-Golf,85,24.09.2018,63,6.9,Summer tires,1,0,1,Moderate,11,0,0,40,-5.8
Volkswagen,e-Golf,85,24.09.2018,20,3.7,Summer tires,1,1,1,Moderate,18.4,0,0,42,1.6
Volkswagen,e-Golf,85,21.09.2018,19,1.6,Summer tires,1,1,1,Moderate,8.3,0,0,51,-8.5
Volkswagen,e-Golf,85,21.09.2018,19,3.4,Summer tires,1,1,1,Moderate,17.8,0,0,51,1
Volkswagen,e-Golf,85,20.09.2018,10,1.5,Summer tires,1,0,0,Moderate,14.9,0,0,13,-1.9
Volkswagen,e-Golf,85,17.09.2018,2,0.3,Summer tires,1,0,0,Moderate,15.9,0,0,19,-0.9
Volkswagen,e-Golf,85,16.09.2018,4,0.5,Summer tires,1,0,0,Moderate,11.6,0,0,24,-5.2
Volkswagen,e-Golf,85,16.09.2018,4,0.5,Summer tires,1,0,0,Moderate,12.2,0,0,25,-4.6
Volkswagen,e-Golf,85,14.09.2018,19,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,50,-9.3
Volkswagen,e-Golf,85,14.09.2018,20,3.5,Summer tires,1,1,1,Moderate,17.7,0,0,51,0.9
Volkswagen,e-Golf,85,13.09.2018,24,2.1,Summer tires,1,0,1,Moderate,8.9,0,0,33,-7.9
Volkswagen,e-Golf,85,13.09.2018,20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,41,0.7
Volkswagen,e-Golf,85,12.09.2018,19,1.4,Summer tires,1,1,1,Moderate,7.4,0,0,41,-9.4
Volkswagen,e-Golf,85,12.09.2018,20,3.4,Summer tires,1,1,1,Moderate,16.8,0,0,47,0
Volkswagen,e-Golf,85,11.09.2018,19,1.3,Summer tires,1,1,1,Moderate,6.8,0,0,54,-10
Volkswagen,e-Golf,85,11.09.2018,20,3.5,Summer tires,1,1,1,Moderate,17.5,0,0,50,0.7
Volkswagen,e-Golf,85,10.09.2018,24,1.8,Summer tires,1,0,1,Moderate,7.3,0,0,34,-9.5
Volkswagen,e-Golf,85,10.09.2018,20,3.3,Summer tires,1,1,1,Moderate,16.6,0,0,47,-0.2
Volkswagen,e-Golf,85,09.09.2018,178,20.8,Summer tires,0,1,0,Moderate,11.7,0,0,61,-5.1
Volkswagen,e-Golf,85,09.09.2018,82,9.3,Summer tires,1,0,1,Moderate,11.3,0,0,73,-5.5
Volkswagen,e-Golf,85,08.09.2018,14,1.6,Summer tires,1,0,0,Moderate,11.4,0,0,58,-5.4
Volkswagen,e-Golf,85,08.09.2018,14,2,Summer tires,1,0,0,Moderate,14.4,0,0,61,-2.4
Volkswagen,e-Golf,85,07.09.2018,264,30.1,Summer tires,0,1,0,Moderate,11.4,0,0,68,-5.4
Volkswagen,e-Golf,85,07.09.2018,14,1.7,Summer tires,1,0,0,Moderate,12.4,0,0,61,-4.4
Volkswagen,e-Golf,85,06.09.2018,24,2.2,Summer tires,1,0,1,Moderate,9,0,0,25,-7.8
Volkswagen,e-Golf,85,06.09.2018,20,3.7,Summer tires,1,1,1,Moderate,18.4,0,0,42,1.6
Volkswagen,e-Golf,85,05.09.2018,4,0.7,Summer tires,1,0,0,Moderate,16.8,0,0,8,0
Volkswagen,e-Golf,85,04.09.2018,20,1.6,Summer tires,1,1,1,Moderate,8.1,0,0,31,-8.7
Volkswagen,e-Golf,85,04.09.2018,20,3.3,Summer tires,1,1,1,Moderate,16.7,0,0,46,-0.1
Volkswagen,e-Golf,85,03.09.2018,19,1.4,Summer tires,1,1,1,Moderate,7.6,0,0,49,-9.2
Volkswagen,e-Golf,85,03.09.2018,19,3.2,Summer tires,1,1,1,Moderate,16.8,0,0,46,0
Volkswagen,e-Golf,85,02.09.2018,13,1.5,Summer tires,1,0,0,Moderate,11.8,0,0,23,-5
Volkswagen,e-Golf,85,01.09.2018,77,9.3,Summer tires,1,0,1,Moderate,12.1,0,0,52,-4.7
Volkswagen,e-Golf,85,01.09.2018,19,2.3,Summer tires,1,1,1,Moderate,12,0,0,32,-4.8
Volkswagen,e-Golf,85,22.08.2018,13,1.4,Summer tires,1,0,0,Moderate,10.8,0,0,22,-6
Volkswagen,e-Golf,85,22.08.2018,19,1,Summer tires,1,1,1,Moderate,5.4,0,0,46,-11.4
Volkswagen,e-Golf,85,22.08.2018,19,3.1,Summer tires,1,1,1,Moderate,16.2,0,0,51,-0.6
Volkswagen,e-Golf,85,21.08.2018,311,33,Summer tires,0,1,0,Moderate,10.6,0,0,77,-6.2
Volkswagen,e-Golf,85,21.08.2018,294,30.3,Summer tires,0,1,0,Moderate,10.3,0,0,55,-6.5
Volkswagen,e-Golf,85,20.08.2018,13,1.5,Summer tires,1,0,0,Moderate,11.2,0,0,46,-5.6
Volkswagen,e-Golf,85,20.08.2018,43,4.4,Summer tires,1,0,1,Moderate,10.2,0,0,37,-6.6
Volkswagen,e-Golf,85,20.08.2018,28,3.4,Summer tires,1,0,1,Moderate,12,0,0,48,-4.8
Volkswagen,e-Golf,85,20.08.2018,6,0.6,Summer tires,1,0,0,Moderate,9.3,0,0,23,-7.5
Volkswagen,e-Golf,85,19.08.2018,19,2.9,Summer tires,1,1,1,Moderate,15,0,0,47,-1.8
Volkswagen,e-Golf,85,19.08.2018,19,1.8,Summer tires,1,1,1,Moderate,9.3,0,0,51,-7.5
Volkswagen,e-Golf,85,19.08.2018,20,2.5,Summer tires,1,1,1,Moderate,12.3,0,0,32,-4.5
Volkswagen,e-Golf,85,18.08.2018,4,0.2,Summer tires,1,0,0,Moderate,5.8,0,0,28,-11
Volkswagen,e-Golf,85,18.08.2018,21,2.6,Summer tires,1,0,1,Moderate,12.4,0,0,21,-4.4
Volkswagen,e-Golf,85,18.08.2018,56,5.4,Summer tires,1,0,1,Moderate,9.6,0,0,46,-7.2
Volkswagen,e-Golf,85,17.08.2018,58,5.7,Summer tires,1,0,1,Moderate,9.9,0,0,31,-6.9
Volkswagen,e-Golf,85,16.08.2018,345,38.3,Summer tires,0,1,0,Moderate,11.1,0,0,61,-5.7
Volkswagen,e-Golf,85,16.08.2018,8,0.6,Summer tires,1,0,0,Moderate,7.3,0,0,24,-9.5
Volkswagen,e-Golf,85,15.08.2018,323,35.5,Summer tires,0,1,0,Moderate,11,0,0,76,-5.8
Volkswagen,e-Golf,85,14.08.2018,2,0.3,Summer tires,1,0,0,Moderate,14.2,0,0,20,-2.6
Volkswagen,e-Golf,85,14.08.2018,25,2.1,Summer tires,1,0,1,Moderate,8.5,0,0,34,-8.3
Volkswagen,e-Golf,85,14.08.2018,20,3.4,Summer tires,1,1,1,Moderate,17,0,0,47,0.2
Volkswagen,e-Golf,85,13.08.2018,19,1.8,Summer tires,1,1,1,Moderate,9.7,0,0,45,-7.1
Volkswagen,e-Golf,85,13.08.2018,20,3.4,Summer tires,1,1,1,Moderate,17.1,0,0,51,0.3
Volkswagen,e-Golf,85,12.08.2018,356,45.2,Summer tires,0,1,0,Moderate,12.7,0,0,71,-4.1
Volkswagen,e-Golf,85,12.08.2018,3,0.4,Summer tires,1,0,0,Moderate,12.7,0,0,26,-4.1
Volkswagen,e-Golf,85,12.08.2018,5,0.5,Summer tires,1,0,0,Moderate,10.1,0,0,21,-6.7
Volkswagen,e-Golf,85,11.08.2018,272,29.9,Summer tires,0,1,0,Moderate,11,0,0,72,-5.8
Volkswagen,e-Golf,85,10.08.2018,19,1.3,Summer tires,1,1,1,Moderate,6.6,0,0,48,-10.2
Volkswagen,e-Golf,85,10.08.2018,19,3,Summer tires,1,1,1,Moderate,15.9,0,0,49,-0.9
Volkswagen,e-Golf,85,09.08.2018,22,1.3,Summer tires,1,0,1,Moderate,5.9,0,0,41,-10.9
Volkswagen,e-Golf,85,09.08.2018,19,3.1,Summer tires,1,1,1,Moderate,16.4,0,0,53,-0.4
Volkswagen,e-Golf,85,08.08.2018,19,1.3,Summer tires,1,1,1,Moderate,6.7,0,0,24,-10.1
Volkswagen,e-Golf,85,08.08.2018,19,3.1,Summer tires,1,1,1,Moderate,16.5,0,0,42,-0.3
Volkswagen,e-Golf,85,07.08.2018,20,1.2,Summer tires,1,1,1,Moderate,6,0,0,46,-10.8
Volkswagen,e-Golf,85,07.08.2018,19,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,50,-0.7
Volkswagen,e-Golf,85,06.08.2018,19,3.1,Summer tires,1,1,1,Moderate,16.1,0,0,47,-0.7
Volkswagen,e-Golf,85,06.08.2018,22,1.6,Summer tires,1,0,1,Moderate,7.3,0,0,43,-9.5
Volkswagen,e-Golf,85,03.08.2018,20,1.2,Summer tires,1,1,1,Moderate,6.1,0,0,49,-10.7
