manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Renault,ZOE,Life 40,68,13.08.2020,,0.0,5.3,Electricity,,1,0,1,Moderate,,0,0,,,
Renault,ZOE,Life 40,68,31.07.2020,41077,876.0,102.0,Electricity,,1,0,1,Moderate,11.6,0,0,36.0,-2.200000000000001,95.23 % Energia Solar Utilizada
Renault,ZOE,Life 40,68,30.06.2020,40201,719.0,80.0,Electricity,,1,0,1,Moderate,11.1,0,0,35.6,-2.700000000000001,95.2 % Energia Solar Utilizada
Renault,ZOE,Life 40,68,29.05.2020,39482,632.0,74.0,Electricity,,1,0,1,Moderate,11.8,0,0,36.5,-2.0,75.06% Energia Solar Utilizada
Renault,ZOE,Life 40,68,26.04.2020,38850,114.0,12.0,Electricity,,1,0,1,Moderate,11.2,0,0,35.8,-2.6000000000000014,85.63% Energia Solar Utilizada
Renault,ZOE,Life 40,68,31.03.2020,38736,806.0,93.0,Electricity,,1,0,1,Moderate,11.5,0,0,34.3,-2.3000000000000007,56.29% Energia Solar Utilizada
Renault,ZOE,Life 40,68,29.02.2020,37930,1342.0,153.0,Electricity,,1,0,1,Moderate,11.4,0,0,34.8,-2.4000000000000004,25.22% Energia Solar Utilizada
Renault,ZOE,Life 40,68,02.02.2020,36588,1688.0,198.0,Electricity,,1,0,1,Moderate,11.7,1,0,35.9,-2.1000000000000014,
Renault,ZOE,Life 40,68,31.12.2019,34900,1735.0,250.12,Electricity,,1,0,1,Moderate,14.42,1,0,,0.6199999999999992,
Renault,ZOE,Life 40,68,30.11.2019,33165,1324.0,178.07,Electricity,,1,0,1,Moderate,13.45,0,0,,-0.3500000000000014,
Renault,ZOE,Life 40,68,31.10.2019,31841,2140.0,283.1,Electricity,,1,0,1,Moderate,13.23,0,0,,-0.5700000000000003,
Renault,ZOE,Life 40,68,30.09.2019,29701,1481.0,201.02,Electricity,,1,0,1,Moderate,13.57,0,0,,-0.23000000000000043,
Renault,ZOE,Life 40,68,31.08.2019,28220,2254.0,321.85,Electricity,,1,0,1,Moderate,14.28,1,0,,0.47999999999999865,
Renault,ZOE,Life 40,68,31.07.2019,25966,1563.0,215.27,Electricity,,1,0,1,Moderate,13.77,1,0,,-0.030000000000001137,
Renault,ZOE,Life 40,68,30.06.2019,24403,1368.0,184.14,Electricity,,1,0,1,Moderate,13.46,1,0,,-0.33999999999999986,
Renault,ZOE,Life 40,68,31.05.2019,23035,1434.0,206.93,Electricity,,1,0,1,Moderate,14.43,1,0,,0.629999999999999,
Renault,ZOE,Life 40,68,30.04.2019,21601,1891.0,258.22,Electricity,,1,0,1,Moderate,13.66,1,0,,-0.14000000000000057,
Renault,ZOE,Life 40,68,31.03.2019,19710,1794.0,255.68,Electricity,,1,0,1,Moderate,14.25,1,0,,0.4499999999999993,
Renault,ZOE,Life 40,68,28.02.2019,17916,1753.0,254.36,Electricity,,1,0,1,Moderate,14.51,1,0,,0.7099999999999991,
Renault,ZOE,Life 40,68,31.01.2019,16163,1872.0,287.18,Electricity,,1,0,1,Moderate,15.34,1,0,,1.5399999999999991,
Renault,ZOE,Life 40,68,31.12.2018,14291,1684.0,261.96,Electricity,,1,0,1,Moderate,15.56,1,0,,1.7599999999999998,
Renault,ZOE,Life 40,68,30.11.2018,12607,1317.0,180.37,Electricity,,1,0,1,Moderate,13.7,1,0,,-0.10000000000000142,
Renault,ZOE,Life 40,68,31.10.2018,11290,1790.0,232.84,Electricity,,1,0,1,Moderate,13.01,1,0,,-0.7900000000000009,
Renault,ZOE,Life 40,68,30.09.2018,9500,1648.0,250.66,Electricity,,1,0,1,Moderate,15.21,1,0,,1.4100000000000001,
Renault,ZOE,Life 40,68,31.08.2018,7852,1152.0,170.12,Electricity,,1,0,1,Normal,14.77,1,0,,0.9699999999999989,
Renault,ZOE,Life 40,68,11.08.2018,6700,0.0,26.58,Electricity,,0,0,1,,,1,0,,,
Renault,ZOE,Life R240,65,01.08.2017,7785,546.0,65.3,Electricity,Summer tires,1,0,1,Moderate,11.0,0,0,22.0,-2.8000000000000007,
Renault,ZOE,Life R240,65,02.07.2017,7239,413.0,50.5,Electricity,Summer tires,1,0,1,Moderate,11.3,0,0,,-2.5,Reichweite 220km
Renault,ZOE,Life R240,65,25.06.2017,6826,139.0,22.3,Electricity,Summer tires,1,0,0,Moderate,16.04,0,0,,2.2399999999999984,
Renault,ZOE,Life R240,65,01.06.2017,6687,298.0,39.8,Electricity,Summer tires,1,0,0,Moderate,13.36,0,0,,-0.4400000000000013,
Renault,ZOE,Life R240,65,20.05.2017,6389,131.0,18.35,Electricity,Summer tires,1,0,0,Moderate,12.6,0,0,,-1.200000000000001,
Renault,ZOE,Life R240,65,15.05.2017,6258,132.0,18.35,Electricity,Summer tires,1,0,0,Moderate,12.9,0,0,,-0.9000000000000004,
Renault,ZOE,Life R240,65,15.05.2017,6126,146.0,24.0,Electricity,Summer tires,1,0,0,Moderate,12.8,0,0,,-1.0,
Renault,ZOE,Life R240,65,01.05.2017,5980,102.0,16.0,Electricity,Summer tires,0,0,1,Moderate,15.69,0,0,,1.8899999999999988,
Renault,ZOE,Life R240,65,01.05.2017,5878,134.0,21.0,Electricity,Summer tires,1,0,0,Moderate,15.67,0,0,,1.8699999999999992,
Renault,ZOE,Life R240,65,23.04.2017,5744,123.0,17.5,Electricity,Summer tires,1,0,1,Moderate,14.23,0,0,,0.4299999999999997,
Renault,ZOE,Life R240,65,23.04.2017,5621,117.0,20.5,Electricity,Summer tires,1,0,0,Moderate,17.52,0,0,,3.719999999999999,
Renault,ZOE,Life R240,65,17.04.2017,5504,762.0,112.0,Electricity,Winter tires,1,0,0,Moderate,13.0,0,0,20.0,-0.8000000000000007,
Renault,ZOE,Life R240,65,04.03.2017,4742,75.0,15.7,Electricity,Winter tires,0,1,0,Normal,16.0,0,0,50.0,2.1999999999999993,ikea
Renault,ZOE,Life R240,65,04.03.2017,4667,105.0,21.5,Electricity,Winter tires,1,0,0,Moderate,16.0,0,1,,2.1999999999999993,
Renault,ZOE,Life R240,65,26.02.2017,4562,121.0,25.7,Electricity,Winter tires,1,0,0,Moderate,16.6,0,1,25.0,2.8000000000000007,RW 130km 
Renault,ZOE,Life R240,65,24.02.2017,4441,39.0,8.0,Electricity,Winter tires,1,0,0,Moderate,20.51,0,1,,6.710000000000001,
Renault,ZOE,Life R240,65,21.02.2017,4402,293.0,58.7,Electricity,Winter tires,1,0,0,Moderate,16.6,0,1,26.0,2.8000000000000007,
Renault,ZOE,Life R240,65,10.02.2017,4109,325.0,65.0,Electricity,Winter tires,1,0,0,Moderate,17.0,0,1,,3.1999999999999993,
Renault,ZOE,Life R240,65,29.01.2017,3784,281.0,45.5,Electricity,Winter tires,1,0,0,Moderate,22.0,0,1,,8.2,3x99
Renault,ZOE,Life R240,65,13.01.2017,3503,132.0,36.7,Electricity,Winter tires,1,0,0,Moderate,27.8,0,1,,14.0,
Renault,ZOE,Life R240,65,30.12.2016,3371,281.0,60.4,Electricity,Winter tires,1,0,0,Moderate,18.0,0,1,22.0,4.199999999999999,-5C
Renault,ZOE,Life R240,65,16.12.2016,3090,101.0,20.0,Electricity,Summer tires,1,0,0,Moderate,18.0,0,1,20.0,4.199999999999999,"0 Grad, eins weniger ladestrom"
Renault,ZOE,Life R240,65,11.12.2016,2989,193.0,34.5,Electricity,Summer tires,1,0,1,Moderate,17.4,0,1,,3.599999999999998,
Renault,ZOE,Life R240,65,06.12.2016,2796,156.0,36.8,Electricity,Summer tires,1,0,0,Moderate,18.4,0,1,,4.599999999999998,-5C
Renault,ZOE,Life R240,65,22.11.2016,2640,136.0,26.65,Electricity,Summer tires,1,0,1,Moderate,15.7,0,1,40.4,1.8999999999999986,
Renault,ZOE,Life R240,65,18.11.2016,2504,91.0,18.1,Electricity,Summer tires,1,0,0,Moderate,17.4,0,1,19.2,3.599999999999998,
Renault,ZOE,Life R240,65,12.11.2016,2413,97.0,22.5,Electricity,Summer tires,1,0,0,Moderate,14.3,0,1,23.8,0.5,0 Grad
Renault,ZOE,Life R240,65,06.11.2016,2316,205.0,33.75,Electricity,Summer tires,1,0,0,Moderate,16.46,0,1,,2.66,
Renault,ZOE,Life R240,65,27.10.2016,2111,160.0,25.2,Electricity,Summer tires,1,1,0,Moderate,15.75,0,0,,1.9499999999999993,
Renault,ZOE,Life R240,65,23.10.2016,1951,83.0,15.54,Electricity,Summer tires,1,1,0,Moderate,18.72,0,0,,4.919999999999998,22kw extern
Renault,ZOE,Life R240,65,22.10.2016,1868,68.0,10.9,Electricity,Summer tires,1,0,0,Moderate,16.03,0,1,,2.2300000000000004,
Renault,ZOE,Life R240,65,16.10.2016,1800,155.0,24.85,Electricity,Summer tires,1,0,0,Moderate,13.0,0,1,22.7,-0.8000000000000007,
Renault,ZOE,Life R240,65,09.10.2016,1645,119.0,19.8,Electricity,Summer tires,1,0,0,Moderate,12.5,0,1,25.0,-1.3000000000000007,
Renault,ZOE,Life R240,65,04.10.2016,1526,162.0,23.4,Electricity,Summer tires,1,0,0,Moderate,12.1,0,0,,-1.700000000000001,
Renault,ZOE,Life R240,65,25.09.2016,1364,62.0,9.0,Electricity,Summer tires,1,0,0,Moderate,11.7,0,0,,-2.1000000000000014,
Renault,ZOE,Life R240,65,20.09.2016,1302,192.0,26.0,Electricity,Summer tires,1,0,0,Moderate,11.6,0,0,25.3,-2.200000000000001,
Renault,ZOE,Life R240,65,10.09.2016,1110,338.0,46.0,Electricity,Summer tires,1,0,1,Moderate,11.4,0,0,27.6,-2.4000000000000004,extern
Renault,ZOE,Life R240,65,30.08.2016,772,149.0,21.0,Electricity,Summer tires,1,0,0,Moderate,11.4,0,0,26.4,-2.4000000000000004,
Renault,ZOE,Life R240,65,06.08.2016,623,157.0,21.0,Electricity,Summer tires,1,0,0,Moderate,11.3,0,0,28.0,-2.5,
Renault,ZOE,Life R240,65,31.07.2016,466,130.0,18.0,Electricity,Summer tires,1,0,1,Moderate,11.4,0,0,25.0,-2.4000000000000004,
Renault,ZOE,Life R240,65,11.07.2016,336,336.0,0.0,Electricity,Summer tires,1,0,1,Moderate,,0,0,,,
Renault,ZOE,ZOE Intens,65,01.08.2017,17224,669.9,83.0,Electricity,Summer tires,1,0,1,Moderate,12.4,1,0,,-1.4000000000000004,
Renault,ZOE,ZOE Intens,65,01.07.2017,16555,731.5,96.0,Electricity,Summer tires,1,0,1,Moderate,13.1,1,0,,-0.7000000000000011,
Renault,ZOE,ZOE Intens,65,01.06.2017,15823,684.8,87.0,Electricity,Summer tires,1,0,1,Moderate,12.7,1,0,,-1.1000000000000014,
Renault,ZOE,ZOE Intens,65,01.05.2017,15138,816.8,111.0,Electricity,Summer tires,1,0,1,Moderate,13.6,1,0,,-0.20000000000000107,
Renault,ZOE,ZOE Intens,65,01.04.2017,14321,979.8,139.0,Electricity,Winter tires,1,0,1,Moderate,14.2,1,0,,0.3999999999999986,
Renault,ZOE,ZOE Intens,65,01.03.2017,13341,410.0,66.0,Electricity,Winter tires,1,0,1,Moderate,16.1,1,0,36.5,2.3000000000000007,
Renault,ZOE,ZOE Intens,65,31.01.2017,12931,436.0,93.0,Electricity,Winter tires,1,0,1,Moderate,21.5,1,0,,7.699999999999999,
Renault,ZOE,ZOE Intens,65,01.01.2017,12495,1107.0,203.0,Electricity,Winter tires,1,0,1,Moderate,18.34,1,0,,4.539999999999999,
Renault,ZOE,ZOE Intens,65,30.11.2016,11388,494.1,85.0,Electricity,Winter tires,1,0,1,Moderate,17.2,1,0,,3.3999999999999986,
Renault,ZOE,ZOE Intens,65,31.10.2016,10894,1106.4,166.0,Electricity,Winter tires,1,0,1,Moderate,15.0,1,0,,1.1999999999999993,
Renault,ZOE,ZOE Intens,65,01.10.2016,9787,584.5,73.0,Electricity,Summer tires,1,0,1,Moderate,12.5,1,0,,-1.3000000000000007,
Renault,ZOE,ZOE Intens,65,31.08.2016,9203,866.3,106.0,Electricity,Summer tires,1,0,1,Moderate,12.3,1,0,,-1.5,
Renault,ZOE,ZOE Intens,65,31.07.2016,8336,875.0,111.0,Electricity,Summer tires,1,1,1,Moderate,12.7,1,0,,-1.1000000000000014,
Renault,ZOE,ZOE Intens,65,01.07.2016,7461,1026.6,136.0,Electricity,Summer tires,1,1,1,Moderate,13.3,0,1,,-0.5,
Renault,ZOE,ZOE Intens,65,31.05.2016,6434,1788.2,243.0,Electricity,Summer tires,1,1,1,Moderate,13.5,0,1,,-0.3000000000000007,
Renault,ZOE,ZOE Intens,65,30.04.2016,4646,1047.8,139.0,Electricity,Winter tires,1,0,1,Moderate,13.27,0,1,,-0.5300000000000011,
Renault,ZOE,ZOE Intens,65,31.03.2016,3598,745.8,116.0,Electricity,Winter tires,1,0,1,Moderate,15.6,0,1,,1.799999999999999,
Renault,ZOE,ZOE Intens,65,29.02.2016,2852,741.6,122.0,Electricity,Winter tires,1,0,1,Moderate,16.6,0,1,,2.8000000000000007,
Renault,ZOE,ZOE Intens,65,31.01.2016,2110,1113.6,211.0,Electricity,Winter tires,1,1,1,Normal,19.0,0,1,,5.199999999999999,
Renault,ZOE,ZOE Intens,65,08.01.2016,996,0.0,0.1,Electricity,Winter tires,1,1,1,Normal,,0,1,,,
Renault,ZOE,Zoe,30,10.08.2020,19553,528.0,61.0,Electricity,,1,0,0,,11.55,1,0,,-2.25,
Renault,ZOE,Zoe,30,15.07.2020,19025,165.0,19.0,Electricity,,1,0,0,,11.52,1,0,,-2.280000000000001,
Renault,ZOE,Zoe,30,02.07.2020,18860,120.8,13.0,Electricity,,1,0,0,,10.76,1,0,,-3.040000000000001,
Renault,ZOE,Zoe,30,15.06.2020,18739,195.0,23.0,Electricity,,1,0,0,,11.79,1,0,,-2.0100000000000016,
Renault,ZOE,Zoe,30,02.06.2020,18544,449.0,56.0,Electricity,,1,0,0,,12.47,1,0,,-1.33,
Renault,ZOE,Zoe,30,11.05.2020,18095,349.0,45.0,Electricity,,1,0,0,,12.89,1,0,,-0.9100000000000001,
Renault,ZOE,Zoe,30,22.04.2020,17746,116.0,14.0,Electricity,,1,0,0,,12.07,1,0,,-1.7300000000000004,
Renault,ZOE,Zoe,30,09.04.2020,17630,114.0,15.0,Electricity,,1,0,0,,13.16,1,0,,-0.6400000000000006,
Renault,ZOE,Zoe,30,31.03.2020,17516,361.0,51.0,Electricity,,1,0,0,,14.13,1,0,,0.33000000000000007,
Renault,ZOE,Zoe,30,09.03.2020,17155,642.0,114.0,Electricity,,1,0,0,,17.76,1,0,,3.960000000000001,
Renault,ZOE,Zoe,30,27.01.2020,16513,629.0,117.0,Electricity,,1,0,0,,18.6,1,0,,4.800000000000001,
Renault,ZOE,Zoe,30,02.01.2020,15884,567.0,106.0,Electricity,,1,0,0,,18.69,1,0,,4.890000000000001,
Renault,ZOE,Zoe,30,11.12.2019,15317,261.0,49.0,Electricity,,1,0,0,,18.77,1,0,,4.969999999999999,
Renault,ZOE,Zoe,30,05.12.2019,15056,60.0,14.0,Electricity,,1,0,0,,23.33,1,0,,9.529999999999998,
Renault,ZOE,Zoe,30,02.12.2019,14996,106.0,22.0,Electricity,,1,0,0,,20.75,1,0,,6.949999999999999,
Renault,ZOE,Zoe,30,29.11.2019,14890,24.0,5.0,Electricity,,1,0,0,,20.83,1,0,,7.029999999999998,
Renault,ZOE,Zoe,30,28.11.2019,14866,453.0,86.0,Electricity,,1,0,0,,18.98,1,0,,5.18,
Renault,ZOE,Zoe,30,08.11.2019,14413,65.0,11.0,Electricity,,1,0,0,,16.92,1,0,,3.120000000000001,
Renault,ZOE,Zoe,30,04.11.2019,14348,44.0,8.0,Electricity,,1,0,0,,18.18,1,0,,4.379999999999999,
Renault,ZOE,Zoe,30,31.10.2019,14304,25.0,5.0,Electricity,,1,0,0,,20.0,1,0,,6.199999999999999,
Renault,ZOE,Zoe,30,30.10.2019,14279,236.2,36.0,Electricity,,1,0,0,,15.24,1,0,,1.4399999999999995,
Renault,ZOE,Zoe,30,30.10.2019,,0.0,0.0,Electricity,,1,0,0,,,1,0,,,
Renault,ZOE,Zoe,30,21.10.2019,14037,734.0,96.0,Electricity,,1,0,0,,13.08,1,0,,-0.7200000000000006,
Renault,ZOE,Zoe,30,26.08.2019,13303,218.0,27.0,Electricity,,1,0,0,,12.39,1,0,,-1.4100000000000001,
Renault,ZOE,Zoe,30,20.08.2019,13085,360.7,44.0,Electricity,,1,0,0,,12.2,1,0,,-1.6000000000000014,
Renault,ZOE,Zoe,30,31.07.2019,11861,193.4,23.0,Electricity,,1,0,0,,11.89,1,0,,-1.9100000000000001,
Renault,ZOE,Zoe,30,22.07.2019,11531,239.8,29.0,Electricity,,1,0,0,,12.09,1,0,,-1.7100000000000009,
Renault,ZOE,Zoe,30,16.07.2019,12291,723.0,87.0,Electricity,,1,0,0,,12.03,1,0,,-1.7700000000000014,
Renault,ZOE,Zoe,30,18.06.2019,11568,551.0,72.0,Electricity,,1,0,0,,13.07,1,0,,-0.7300000000000004,
Renault,ZOE,Zoe,30,27.05.2019,11017,23.5,2.0,Electricity,,1,0,0,,8.51,1,0,,-5.290000000000001,
Renault,ZOE,Zoe,30,11.05.2019,10994,113.0,14.0,Electricity,,1,0,0,,12.39,1,0,,-1.4100000000000001,
Renault,ZOE,Zoe,30,09.05.2019,10881,142.0,18.0,Electricity,,1,0,0,,12.68,1,0,,-1.120000000000001,
Renault,ZOE,Zoe,30,02.05.2019,10739,646.0,89.0,Electricity,,1,0,0,,13.78,1,0,,-0.02000000000000135,
Renault,ZOE,Zoe,30,09.04.2019,10093,265.6,35.0,Electricity,,1,0,0,,13.18,1,0,,-0.620000000000001,
Renault,ZOE,Zoe,30,02.04.2019,9828,113.0,15.0,Electricity,,1,0,0,,13.27,1,0,,-0.5300000000000011,
Renault,ZOE,Zoe,30,28.03.2019,9715,316.0,53.0,Electricity,,1,0,0,,16.77,1,0,,2.969999999999999,
Renault,ZOE,Zoe,30,13.03.2019,9399,170.4,28.0,Electricity,,1,0,0,,16.43,1,0,,2.629999999999999,
Renault,ZOE,Zoe,30,08.03.2019,9228,241.0,35.0,Electricity,,1,0,0,,14.52,1,0,,0.7199999999999989,
Renault,ZOE,Zoe,30,07.03.2019,8987,183.0,30.0,Electricity,,1,0,0,,16.39,1,0,,2.59,
Renault,ZOE,Zoe,30,31.01.2019,8804,86.1,19.9,Electricity,,1,0,0,,23.11,1,0,,9.309999999999999,
Renault,ZOE,Zoe,30,30.01.2019,8718,179.0,38.0,Electricity,,1,0,0,,21.23,1,0,,7.43,
Renault,ZOE,Zoe,30,24.01.2019,8536,597.6,115.0,Electricity,,1,0,0,,19.24,1,0,,5.439999999999998,
Renault,ZOE,Zoe,30,07.01.2019,7938,37.0,6.0,Electricity,,1,0,0,,16.22,1,0,,2.419999999999998,
Renault,ZOE,Zoe,30,19.12.2018,7901,196.0,32.0,Electricity,,1,0,0,,16.33,1,0,,2.5299999999999976,
Renault,ZOE,Zoe,30,30.11.2018,7705,223.0,33.0,Electricity,,1,0,0,,14.8,1,0,,1.0,
Renault,ZOE,Zoe,30,07.11.2018,7482,200.0,24.0,Electricity,,1,0,0,,12.0,1,0,,-1.8000000000000007,
Renault,ZOE,Zoe,30,01.11.2018,7286,257.0,35.0,Electricity,,1,0,0,,13.62,1,0,,-0.1800000000000015,
Renault,ZOE,Zoe,30,23.10.2018,7029,1109.0,125.0,Electricity,,1,0,0,,11.27,1,0,,-2.530000000000001,
Renault,ZOE,Zoe,30,09.08.2018,5920,164.0,23.0,Electricity,,1,0,0,,14.02,1,0,,0.21999999999999886,
Renault,ZOE,Zoe,30,09.08.2018,5756,206.0,26.0,Electricity,,1,0,0,,12.62,1,0,,-1.1800000000000015,
Renault,ZOE,Zoe,30,31.07.2018,5550,97.0,13.0,Electricity,,1,0,0,,13.4,1,0,,-0.40000000000000036,
Renault,ZOE,Zoe,30,25.07.2018,5453,139.0,18.0,Electricity,,1,0,0,,12.95,1,0,,-0.8500000000000014,
Renault,ZOE,Zoe,30,09.07.2018,5314,97.0,11.0,Electricity,,1,0,0,,11.34,1,0,,-2.460000000000001,
Renault,ZOE,Zoe,30,05.07.2018,5217,96.0,21.2,Electricity,,1,0,0,,22.08,1,0,,8.279999999999998,
Renault,ZOE,Zoe,30,30.06.2018,5121,400.0,39.0,Electricity,,1,0,0,,9.75,1,1,,-4.050000000000001,
Renault,ZOE,Zoe,30,27.06.2018,4721,114.0,13.0,Electricity,,1,0,0,,11.4,1,1,,-2.4000000000000004,
Renault,ZOE,Zoe,30,25.06.2018,4607,585.5,66.0,Electricity,,1,0,0,,11.27,1,1,,-2.530000000000001,
Renault,ZOE,Zoe,30,06.06.2018,4021,490.0,59.0,Electricity,,1,0,0,,12.04,1,1,,-1.7600000000000016,
Renault,ZOE,Zoe,30,11.05.2018,3531,347.0,41.0,Electricity,,1,0,0,,11.82,1,1,,-1.9800000000000004,
Renault,ZOE,Zoe,30,29.04.2018,3184,1314.0,134.0,Electricity,,1,0,0,,10.2,1,1,,-3.6000000000000014,
Renault,ZOE,Zoe,30,06.04.2018,2096,226.0,39.0,Electricity,,1,0,0,,17.26,1,1,,3.460000000000001,
Renault,ZOE,Zoe,30,25.03.2018,1870,249.0,37.0,Electricity,,1,0,0,,14.86,1,1,,1.0599999999999987,
Renault,ZOE,Zoe,30,25.03.2018,1621,150.0,39.0,Electricity,,1,0,0,,26.0,1,1,,12.2,
Renault,ZOE,Zoe,30,19.03.2018,1471,70.9,12.0,Electricity,,1,0,0,,16.93,1,1,,3.129999999999999,
Renault,ZOE,Zoe,30,16.03.2018,1400,107.4,18.0,Electricity,,1,0,0,,16.76,1,1,,2.960000000000001,
Renault,ZOE,Zoe,30,11.03.2018,1293,300.0,42.0,Electricity,,1,0,0,,14.0,1,1,,0.1999999999999993,
Renault,ZOE,Zoe,30,08.03.2018,973,119.0,21.0,Electricity,,1,0,0,,17.65,1,1,,3.849999999999998,
Renault,ZOE,Zoe,30,06.03.2018,854,19.0,3.0,Electricity,,1,0,0,,15.79,1,1,,1.9899999999999984,
Renault,ZOE,Zoe,30,05.03.2018,835,4.0,1.0,Electricity,,1,0,0,,25.0,1,1,,11.2,
Renault,ZOE,Zoe,30,05.03.2018,831,302.4,68.0,Electricity,,1,0,0,,22.49,1,1,,8.689999999999998,
Renault,ZOE,Zoe,30,19.02.2018,529,529.3,97.0,Electricity,,1,0,0,,18.33,1,1,,4.529999999999998,
Renault,ZOE,Zoe R90 41kwh,68,15.10.2017,,606.4,73.0,Electricity,Winter tires,1,0,1,Normal,12.04,0,0,,-1.7600000000000016,
Renault,ZOE,Zoe R90 41kwh,68,22.09.2017,,1628.0,206.0,Electricity,Winter tires,1,1,1,Normal,12.65,1,0,,-1.1500000000000004,
Renault,ZOE,Zoe R90 41kwh,68,24.07.2017,1457,139.0,12.0,Electricity,Winter tires,1,1,1,Normal,8.63,1,0,,-5.17,Ritorno da Fiumalbo più prendere gio da Irlanda 
Renault,ZOE,Zoe R90 41kwh,68,24.07.2017,1318,92.0,15.0,Electricity,Winter tires,1,1,1,Normal,16.3,1,0,,2.5,Da osmannoro a Fiumalbo 
Renault,ZOE,Zoe R90 41kwh,68,15.07.2017,1226,309.0,40.0,Electricity,Winter tires,1,1,1,Normal,12.94,1,0,,-0.8600000000000012,Rotto pulsante cambio 
Renault,ZOE,Zoe R90 41kwh,68,07.07.2017,917,265.0,30.0,Electricity,Winter tires,1,1,1,Normal,11.9,1,0,25.9,-1.9000000000000004,Ricarica ancora gratuita 
Renault,ZOE,Zoe R90 41kwh,68,02.07.2017,652,652.0,84.0,Electricity,Winter tires,1,1,1,Normal,12.88,1,0,,-0.9199999999999999,300km in autostrada con aria condizionata
Renault,ZOE,Life R240,65,12.01.2017,11030,1030.0,150.0,Electricity,All-year tires,1,1,1,Normal,14.56,0,1,,0.7599999999999998,
Renault,ZOE,Life R240,65,13.12.2016,10000,297.0,45.5,Electricity,All-year tires,1,1,1,Normal,15.32,0,1,,1.5199999999999996,
Renault,ZOE,Life R240,65,04.12.2016,9703,403.0,64.01,Electricity,All-year tires,1,1,1,Normal,15.88,0,1,,2.08,
Renault,ZOE,Life R240,65,30.11.2016,9300,300.0,55.0,Electricity,All-year tires,1,1,1,Normal,18.33,0,1,,4.529999999999998,Viel Heizung
Renault,ZOE,Life R240,65,26.11.2016,9000,1499.0,225.0,Electricity,Winter tires,1,1,1,Normal,15.01,0,1,,1.209999999999999,mehrere Ladungen
Renault,ZOE,Life R240,65,08.11.2016,7501,136.0,18.9,Electricity,Winter tires,1,1,1,Normal,13.9,0,1,,0.09999999999999964,
Renault,ZOE,Life R240,65,06.11.2016,7365,165.0,22.5,Electricity,Winter tires,1,1,1,Normal,13.64,0,1,,-0.16000000000000014,
Renault,ZOE,Life R240,65,05.11.2016,7200,174.0,26.0,Electricity,Winter tires,1,1,1,Normal,14.94,0,1,,1.1399999999999988,eine Teilladung
Renault,ZOE,Life R240,65,02.11.2016,7026,100.0,15.0,Electricity,Winter tires,1,1,1,Normal,15.0,0,1,,1.1999999999999993,
Renault,ZOE,Life R240,65,01.11.2016,6926,276.0,36.5,Electricity,All-year tires,1,1,1,Normal,13.22,0,0,,-0.5800000000000001,3 teil betankt
Renault,ZOE,Life R240,65,17.10.2016,6650,194.0,27.8,Electricity,All-year tires,1,1,1,Normal,14.33,0,0,,0.5299999999999994,
Renault,ZOE,Life R240,65,15.10.2016,6456,88.0,12.0,Electricity,All-year tires,1,1,1,Normal,13.64,0,0,,-0.16000000000000014,
Renault,ZOE,Life R240,65,14.10.2016,6368,100.0,14.0,Electricity,All-year tires,1,1,1,Normal,14.0,0,0,,0.1999999999999993,
Renault,ZOE,Life R240,65,13.10.2016,6268,129.0,17.0,Electricity,All-year tires,1,1,1,Normal,13.18,0,0,,-0.620000000000001,
Renault,ZOE,Life R240,65,12.10.2016,6139,139.0,19.7,Electricity,All-year tires,1,1,1,Normal,14.17,0,0,,0.3699999999999992,
Renault,ZOE,Life R240,65,10.10.2016,6075,75.0,10.5,Electricity,Summer tires,1,1,1,Normal,14.0,0,0,,0.1999999999999993,
Renault,ZOE,Life R240,65,09.10.2016,6000,100.0,14.1,Electricity,All-year tires,1,1,1,Normal,14.1,0,0,,0.29999999999999893,
Renault,ZOE,Life R240,65,08.10.2016,5900,49.0,6.8,Electricity,All-year tires,1,1,1,Normal,13.88,0,0,,0.08000000000000007,
Renault,ZOE,Life R240,65,06.10.2016,5851,51.0,6.8,Electricity,All-year tires,1,1,1,Normal,13.33,0,0,,-0.47000000000000064,
Renault,ZOE,Life R240,65,05.10.2016,5800,110.0,15.3,Electricity,All-year tires,1,1,1,Normal,13.91,0,0,,0.10999999999999943,
Renault,ZOE,Life R240,65,03.10.2016,5690,135.0,16.8,Electricity,All-year tires,1,1,1,Normal,12.44,0,0,,-1.3600000000000012,
Renault,ZOE,Life R240,65,02.10.2016,5555,117.0,17.1,Electricity,All-year tires,0,1,0,Fast,14.62,0,0,,0.8199999999999985,
Renault,ZOE,Life R240,65,30.09.2016,5438,100.0,12.5,Electricity,All-year tires,1,1,1,Normal,12.5,0,0,,-1.3000000000000007,
Renault,ZOE,Life R240,65,28.09.2016,5338,143.0,17.9,Electricity,All-year tires,1,1,1,Normal,12.52,0,0,,-1.2800000000000011,
Renault,ZOE,Life R240,65,27.09.2016,5195,81.0,10.5,Electricity,All-year tires,1,1,1,Normal,12.96,0,0,,-0.8399999999999999,
Renault,ZOE,Life R240,65,18.09.2016,5114,109.0,13.9,Electricity,All-year tires,1,1,1,Normal,12.75,0,0,,-1.0500000000000007,
