manufacturer,version,fuel_date,trip_distance(km),power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Renault,Zoe Intens Q210,25.07.2019,118,65,15.31,Summer tires,1,1,1,Fast,13,1,0,58.4,-0.8,
Renault,Zoe Intens Q210,24.07.2019,36,65,4.32,Summer tires,1,0,1,Fast,11.8,1,0,32.6,-2,
Renault,Zoe Intens Q210,22.07.2019,31,65,68.1,Summer tires,1,1,1,Fast,16.3,1,0,4.94,2.5,
Renault,Zoe Intens Q210,21.07.2019,98,65,13.51,Summer tires,1,1,1,Fast,13.7,1,0,66.4,-0.1,Ladung Move Deitingen Nord
Renault,Zoe Intens Q210,20.07.2019,110,65,15.33,Summer tires,1,1,1,Fast,14,1,0,62.3,0.2,Ladung Sennhof evpass
Renault,Zoe Intens Q210,20.07.2019,110,65,12.71,Summer tires,1,0,1,Fast,11.6,1,0,36.9,-2.2,
Renault,Zoe Intens Q210,14.07.2019,68,65,11.25,Summer tires,1,1,1,Fast,16.5,1,0,77.5,2.7,
Renault,Zoe Intens Q210,13.07.2019,76,65,10.06,Summer tires,1,1,1,Normal,13.2,1,0,48.3,-0.6,MOVE Ladung Spiez
Renault,Zoe Intens Q210,13.07.2019,76,65,8.85,Summer tires,1,0,1,Normal,11.6,1,0,33.8,-2.2,
Renault,Zoe Intens Q210,10.07.2019,40,65,6.17,Summer tires,1,1,1,Normal,15.5,1,0,75,1.7,
Renault,Zoe Intens Q210,09.07.2019,106,65,16.53,Summer tires,1,1,1,Normal,15.7,1,0,61.9,1.9,Ladung Autobahn Solothurn MOVE 4.01kWh
Renault,Zoe Intens Q210,08.07.2019,76,65,10.28,Summer tires,1,1,1,Normal,13.4,1,0,42.3,-0.4,
Renault,Zoe Intens Q210,06.07.2019,63,65,9.09,Summer tires,1,1,1,Normal,14.5,1,0,41.5,0.7,
Renault,Zoe Intens Q210,05.07.2019,114,65,15.38,Summer tires,1,1,1,Normal,13.5,1,0,41.6,-0.3,
Renault,Zoe Intens Q210,30.06.2019,141,65,21.29,Summer tires,1,1,1,Normal,15.4,1,1,76.5,1.6,plus 3 kWh Autobahn MOVE
Renault,Zoe Intens Q210,29.06.2019,79,65,10.02,Summer tires,1,0,1,Normal,12.8,0,0,34.9,-1,
Renault,Zoe Intens Q210,26.06.2019,73,65,8.88,Summer tires,1,0,1,Normal,12.1,0,0,36.8,-1.7,
Renault,Zoe Intens Q210,25.06.2019,89,65,10.55,Summer tires,1,0,1,Normal,11.8,0,0,34.2,-2,
Renault,Zoe Intens Q210,22.06.2019,62,65,8.72,Summer tires,1,1,1,Normal,14.2,0,0,68.3,0.4,
Renault,Zoe Intens Q210,21.06.2019,113,65,15.2,Summer tires,1,1,1,Normal,13.5,0,0,57.9,-0.3,
Renault,Zoe Intens Q210,19.06.2019,100,65,13.82,Summer tires,1,1,1,Normal,13.7,0,0,50,-0.1,
Renault,Zoe Intens Q210,16.06.2019,120,65,13.57,Summer tires,1,0,1,Normal,11.4,0,0,35.2,-2.4,
Renault,Zoe Intens Q210,11.06.2019,96,65,13.61,Summer tires,1,1,1,Normal,14.1,0,0,40.1,0.3,
Renault,Zoe Intens Q210,05.06.2019,134,65,16.88,Summer tires,1,0,1,Normal,12.6,0,0,39.5,-1.2,
Renault,Zoe Intens Q210,01.06.2019,127,65,16.68,Summer tires,1,1,1,Normal,13.1,0,0,34.9,-0.7,
Renault,Zoe Intens Q210,28.05.2019,130,65,15.39,Summer tires,1,1,1,Normal,11.9,0,0,39.4,-1.9,Bahnhof Biel ESB gratis
Renault,Zoe Intens Q210,23.05.2019,108,65,13.62,Summer tires,1,0,1,Normal,12.6,0,0,32,-1.2,
Renault,Zoe Intens Q210,18.05.2019,91,65,12.59,Summer tires,1,1,1,Normal,13.9,0,0,49.1,0.1,Tissot Arena ESB gratis
Renault,Zoe Intens Q210,17.05.2019,23,65,3.01,Summer tires,1,0,1,Normal,12.8,0,0,31.5,-1,
Renault,Zoe Intens Q210,16.05.2019,132,65,16.91,Summer tires,1,0,1,Normal,12.8,0,0,37.4,-1,
Renault,Zoe Intens Q210,12.05.2019,67,65,8.37,Summer tires,1,0,1,Normal,12.6,0,0,33.2,-1.2,
Renault,Zoe Intens Q210,07.05.2019,101,65,15.81,Summer tires,1,1,1,Normal,15.7,0,0,46,1.9,AltstadtParking Biel gratis
Renault,Zoe Intens Q210,03.05.2019,97,65,13.12,Summer tires,1,0,1,Normal,13.5,0,0,33.1,-0.3,
Renault,Zoe Intens Q210,28.04.2019,127,65,16.27,Summer tires,1,0,1,Normal,12.8,0,0,33.2,-1,
Renault,Zoe Intens Q210,22.04.2019,129,65,17.34,Summer tires,1,1,1,Normal,13.4,0,0,58.2,-0.4,
Renault,Zoe Intens Q210,21.04.2019,109,65,13.12,Summer tires,1,0,1,Normal,12.1,0,0,38.2,-1.7,
Renault,Zoe Intens Q210,18.04.2019,133,65,17.88,Summer tires,1,0,1,Normal,13.4,0,0,33.9,-0.4,
Renault,Zoe Intens Q210,12.04.2019,130,65,18.46,Winter tires,1,0,1,Normal,14.2,0,0,32.7,0.4,
Renault,Zoe Intens Q210,04.04.2019,51,65,8.67,Winter tires,1,1,1,Normal,17,0,1,45.4,3.2,
Renault,Zoe Intens Q210,04.04.2019,113,65,13.86,Winter tires,1,0,1,Normal,12.3,0,0,36.4,-1.5,
Renault,Zoe Intens Q210,31.03.2019,107,65,12.2,Winter tires,1,0,1,Normal,13.3,0,0,31.5,-0.5,
Renault,Zoe Intens Q210,27.03.2019,135,65,17.6,Winter tires,1,0,1,Normal,13,0,0,36.4,-0.8,
Renault,Zoe Intens Q210,22.03.2019,107,65,14.85,Winter tires,1,0,1,Normal,13.9,0,0,35.4,0.1,
Renault,Zoe Intens Q210,18.03.2019,92,65,15.7,Winter tires,1,1,1,Normal,17.2,0,0,42.9,3.4,
Renault,Zoe Intens Q210,12.03.2019,128,65,19.72,Winter tires,1,1,1,Normal,15.3,0,0,44.5,1.5,
Renault,Zoe Intens Q210,08.03.2019,70,65,9.22,Winter tires,1,0,1,Normal,13.3,0,0,37.3,-0.5,
Renault,Zoe Intens Q210,07.03.2019,55,65,8.06,Winter tires,1,0,1,Normal,14.6,0,0,39.5,0.8,
Renault,Zoe Intens Q210,04.03.2019,10,65,1.5,Winter tires,1,0,1,Normal,15.2,0,0,35.5,1.4,
Renault,Zoe Intens Q210,04.03.2019,121,65,17.33,Winter tires,1,0,1,Normal,14.3,0,0,36.3,0.5,
Renault,Zoe Intens Q210,26.02.2019,114,65,15.78,Winter tires,1,0,1,Normal,13.9,0,0,38.4,0.1,
Renault,Zoe Intens Q210,20.02.2019,102,65,16.98,Winter tires,1,1,1,Normal,16.7,0,0,33.7,2.9,
Renault,Zoe Intens Q210,13.02.2019,83,65,15.01,Winter tires,1,1,1,Normal,18,0,0,44.1,4.2,
Renault,Zoe Intens Q210,11.02.2019,116,65,17.78,Winter tires,1,1,1,Normal,15.3,0,0,43,1.5,
Renault,Zoe Intens Q210,08.02.2019,67,65,10.37,Winter tires,1,1,1,Normal,15.6,0,0,53.5,1.8,
Renault,Zoe Intens Q210,07.02.2019,73,65,12.52,Winter tires,1,0,1,Normal,17.1,0,0,43.8,3.3,
Renault,Zoe Intens Q210,05.02.2019,70,65,12.44,Winter tires,1,1,1,Normal,17.7,0,0,65.2,3.9,
Renault,Zoe Intens Q210,05.02.2019,90,65,17.13,Winter tires,1,1,1,Normal,19.2,0,0,54.3,5.4,Ladung Emil Frey Safenwil gratis
Renault,Zoe Intens Q210,03.02.2019,59,65,12.93,Winter tires,1,0,1,Normal,21.8,0,0,31.5,8,
Renault,Zoe Intens Q210,29.01.2019,82,65,15.86,Winter tires,1,0,1,Normal,19.3,0,0,38,5.5,
Renault,Zoe Intens Q210,24.01.2019,83,65,13.91,Winter tires,1,0,1,Normal,16.8,0,0,38.1,3,
Renault,Zoe Intens Q210,23.01.2019,43,65,9.2,Winter tires,1,0,1,Normal,21.5,0,0,31.2,7.7,
Renault,Zoe Intens Q210,21.01.2019,91,65,16.23,Winter tires,1,1,1,Normal,17.8,0,0,25.6,4,
Renault,Zoe Intens Q210,18.01.2019,99,65,17.14,Winter tires,1,1,1,Normal,17.4,0,0,42.3,3.6,
Renault,Zoe Intens Q210,11.01.2019,81,65,14.69,Winter tires,1,0,1,Normal,18,0,0,33.4,4.2,
Renault,Zoe Intens Q210,05.01.2019,84,65,15.76,Winter tires,1,1,1,Normal,18.9,0,0,55.8,5.1,
Renault,Zoe Intens Q210,05.01.2019,42,65,7.48,Winter tires,1,0,1,Normal,17.9,0,0,28.4,4.1,
Renault,Zoe Intens Q210,01.01.2019,48,65,3.82,Winter tires,1,0,1,Normal,8,0,0,44.1,-5.8,
Renault,Zoe Intens Q210,01.01.2019,37,65,12.05,Winter tires,1,0,1,Normal,32.3,0,1,32.7,18.5,Move Chasseral
Renault,Zoe Intens Q210,31.12.2018,77,65,10.75,Winter tires,1,0,1,Normal,14,0,0,44.9,0.2,
Renault,Zoe Intens Q210,31.12.2018,29,65,7.24,Winter tires,1,1,1,Normal,24.7,0,1,32,10.9,
Renault,Zoe Intens Q210,27.12.2018,87,65,14.84,Winter tires,1,1,1,Normal,17.1,0,0,47.9,3.3,
Renault,Zoe Intens Q210,27.12.2018,69,65,14.47,Winter tires,1,1,1,Normal,21.1,0,1,33.5,7.3,
Renault,Zoe Intens Q210,19.12.2018,89,65,14.94,Winter tires,1,1,1,Normal,16.8,0,1,38.1,3,
Renault,Zoe Intens Q210,14.12.2018,72,65,12.02,Winter tires,1,1,1,Normal,16.6,0,0,53.5,2.8,
Renault,Zoe Intens Q210,13.12.2018,93,65,13.46,Winter tires,1,0,1,Normal,14.5,0,0,40.7,0.7,
Renault,Zoe Intens Q210,13.12.2018,23,65,5.57,Winter tires,1,0,1,Normal,24,0,0,30.1,10.2,
Renault,Zoe Intens Q210,11.12.2018,105,65,16.56,Winter tires,1,1,1,Normal,15.8,0,0,47.1,2,
Renault,Zoe Intens Q210,10.12.2018,95,65,14.35,Winter tires,1,0,1,Normal,15.1,0,0,36.9,1.3,
Renault,Zoe Intens Q210,06.12.2018,112,65,16.85,Winter tires,1,1,1,Normal,15.1,0,0,42.5,1.3,Casino Parking Bern
Renault,Zoe Intens Q210,04.12.2018,101,65,16.17,Winter tires,1,1,1,Normal,15.9,0,0,41.5,2.1,
Renault,Zoe Intens Q210,28.11.2018,33,65,5.84,Winter tires,1,0,1,Normal,17.9,0,0,38,4.1,
Renault,Zoe Intens Q210,25.11.2018,66,65,11.35,Winter tires,1,1,1,Normal,17.2,0,0,67.2,3.4,
Renault,Zoe Intens Q210,25.11.2018,67,65,12.37,Winter tires,1,1,1,Normal,18.6,0,0,68.7,4.8,
Renault,Zoe Intens Q210,25.11.2018,23,65,4.94,Winter tires,1,0,1,Normal,21,0,0,26.8,7.2,
Renault,Zoe Intens Q210,22.11.2018,79,65,13.34,Winter tires,1,1,1,Normal,17,0,0,47.6,3.2,
Renault,Zoe Intens Q210,20.11.2018,91,65,16.73,Winter tires,1,1,1,Normal,18.4,0,0,46.4,4.6,
Renault,Zoe Intens Q210,18.11.2018,35,65,6.51,Winter tires,1,1,1,Normal,18.5,0,0,42,4.7,
Renault,Zoe Intens Q210,18.11.2018,43,65,8.09,Winter tires,1,1,1,Normal,18.5,0,0,42,4.7,
Renault,Zoe Intens Q210,18.11.2018,16,65,3.44,Winter tires,1,0,1,Normal,15.3,0,0,26.7,1.5,
Renault,Zoe Intens Q210,15.11.2018,117,65,16.51,Winter tires,1,1,1,Normal,14,0,0,46.5,0.2,
Renault,Zoe Intens Q210,14.11.2018,109,65,14.8,Winter tires,1,1,1,Normal,13.7,0,0,37.1,-0.1,
Renault,Zoe Intens Q210,09.11.2018,91,65,12.09,Winter tires,1,0,1,Normal,13.2,0,0,35,-0.6,
Renault,Zoe Intens Q210,07.11.2018,49,65,7.16,Summer tires,1,0,1,Normal,14.81,0,0,32,1.01,
Renault,Zoe Intens Q210,04.11.2018,100,65,15.38,Summer tires,1,1,1,Normal,15.4,0,1,62.5,1.6,
Renault,Zoe Intens Q210,03.11.2018,20,65,2.68,Summer tires,1,0,1,Normal,13,0,0,29,-0.8,
Renault,Zoe Intens Q210,01.11.2018,113,65,18.35,Summer tires,1,1,1,Normal,16.3,0,0,44,2.5,
Renault,Zoe Intens Q210,29.10.2018,109,65,19.24,Summer tires,1,1,1,Normal,17.6,0,0,40,3.8,
Renault,Zoe Intens Q210,24.10.2018,37,65,4.63,Summer tires,1,0,1,Normal,12.6,0,0,36,-1.2,
Renault,Zoe Intens Q210,21.10.2018,143,65,18.05,Summer tires,1,1,1,Normal,12.6,0,0,36,-1.2,
Renault,Zoe Intens Q210,11.10.2018,165,65,19.09,Summer tires,1,1,1,Normal,11.6,0,0,44.4,-2.2,
Renault,Zoe Intens Q210,08.10.2018,118,65,17.76,Summer tires,1,1,1,Fast,15,0,0,75,1.2,
Renault,Zoe Intens Q210,06.10.2018,154,65,18.62,Summer tires,1,1,1,Moderate,12.1,0,0,43.7,-1.7,
Renault,Zoe Intens Q210,04.10.2018,118,65,16.76,Summer tires,1,1,1,Normal,14.3,0,0,43.5,0.5,
Renault,Zoe Intens Q210,02.10.2018,114,65,15.1,Summer tires,1,1,1,Moderate,13.2,0,0,43,-0.6,
Renault,Zoe Intens Q210,28.09.2018,93,65,9.35,Summer tires,1,1,1,Normal,10,0,0,62.4,-3.8,von Zweisimmen nach Bütigen
Renault,Zoe Intens Q210,27.09.2018,155,65,19.29,Summer tires,1,0,1,Normal,12.5,0,0,39.5,-1.3,MOVE Zweisimmen
Renault,Zoe Intens Q210,26.09.2018,133,65,17.41,Summer tires,1,0,1,Moderate,13.1,0,0,33.6,-0.7,
Renault,Zoe Intens Q210,23.09.2018,68,65,7.05,Summer tires,1,0,1,Moderate,10.3,0,0,40.3,-3.5,
Renault,Zoe Intens Q210,20.09.2018,153,65,19.09,Summer tires,1,0,1,Moderate,12.5,0,0,41,-1.3,
Renault,Zoe Intens Q210,13.09.2018,173,65,19.72,Summer tires,1,0,1,Moderate,11.4,0,0,40.1,-2.4,
Renault,Zoe Intens Q210,06.09.2018,24,65,2.89,Summer tires,1,0,1,Normal,11.8,0,0,35.3,-2,
Renault,Zoe Intens Q210,06.09.2018,127,65,15.04,Summer tires,1,1,1,Normal,11.9,0,0,43.5,-1.9,
Renault,Zoe Intens Q210,02.09.2018,114,65,15.8,Summer tires,1,1,1,Normal,13.8,0,0,53.4,0,
Renault,Zoe Intens Q210,02.09.2018,62,65,8.49,Summer tires,1,1,1,Normal,13.9,0,0,48.9,0.1,Sennhof Vordemwald
Renault,Zoe Intens Q210,01.09.2018,42,65,5.36,Summer tires,1,0,1,Moderate,12.8,0,0,37,-1,
Renault,Zoe Intens Q210,31.08.2018,137,65,16.79,Summer tires,1,0,1,Moderate,12.2,0,0,34.8,-1.6,
Renault,Zoe Intens Q210,28.08.2018,50,65,5.57,Summer tires,1,0,1,Moderate,11.1,0,0,37.6,-2.7,Biel Altstadtparking
Renault,Zoe Intens Q210,26.08.2018,119,65,17.63,Summer tires,1,1,1,Normal,14.9,0,0,63.2,1.1,
Renault,Zoe Intens Q210,26.08.2018,95,65,11.39,Summer tires,1,0,1,Moderate,12,0,0,35.7,-1.8,
Renault,Zoe Intens Q210,22.08.2018,49,65,5.64,Summer tires,1,0,1,Moderate,11.6,0,0,39.1,-2.2,
Renault,Zoe Intens Q210,20.08.2018,84,65,10.63,Summer tires,1,1,1,Normal,12.6,0,0,53.7,-1.2,
Renault,Zoe Intens Q210,18.08.2018,46,65,7.59,Summer tires,1,1,1,Normal,16.4,0,0,63.6,2.6,Ladung Homberg
Renault,Zoe Intens Q210,18.08.2018,13,65,1.95,Summer tires,1,0,1,Moderate,14.8,0,0,36.3,1,
Renault,Zoe Intens Q210,14.08.2018,46,65,6.89,Summer tires,1,0,1,Moderate,15.33,0,0,30,1.53,BMS Update Garage Ackermann
Renault,Zoe Intens Q210,09.08.2018,166,65,19.33,Summer tires,1,0,1,Moderate,11.6,0,0,35.7,-2.2,
Renault,Zoe Intens Q210,31.07.2018,20,65,1.65,Summer tires,1,0,1,Moderate,8.3,0,0,44.8,-5.5,
Renault,Zoe Intens Q210,31.07.2018,40,65,6.91,Summer tires,1,1,1,Moderate,17.2,0,0,61.1,3.4,Swisscom Worblaufen
Renault,Zoe Intens Q210,30.07.2018,118,65,14.71,Summer tires,1,0,1,Moderate,12.5,0,0,38.8,-1.3,
Renault,Zoe Intens Q210,26.07.2018,151,65,17.03,Summer tires,1,0,1,Moderate,11.3,0,0,37.3,-2.5,
Renault,Zoe Intens Q210,20.07.2018,135,65,15.58,Summer tires,1,0,1,Moderate,11.5,0,0,38.2,-2.3,
Renault,Zoe Intens Q210,17.07.2018,140,65,16.79,Summer tires,1,1,1,Moderate,12,0,0,41,-1.8,Altstadtparking Biel gratis
Renault,Zoe Intens Q210,08.07.2018,131,65,20.19,Summer tires,1,1,1,Moderate,15.4,0,0,73.8,1.6,
Renault,Zoe Intens Q210,06.07.2018,149,65,17.65,Summer tires,1,1,1,Moderate,11.9,0,0,37.4,-1.9,
Renault,Zoe Intens Q210,02.07.2018,104,65,15.71,Summer tires,1,1,1,Moderate,15.6,0,0,68.6,1.8,
Renault,Zoe Intens Q210,01.07.2018,110,65,17.63,Summer tires,1,1,1,Moderate,16.1,0,0,70.6,2.3,
Renault,Zoe Intens Q210,01.07.2018,74,65,9.94,Summer tires,1,0,1,Moderate,13.3,0,0,37.6,-0.5,
Renault,Zoe Intens Q210,28.06.2018,169,65,19.62,Summer tires,1,0,1,Moderate,11.6,0,0,38.6,-2.2,
Renault,Zoe Intens Q210,22.06.2018,146,65,18.02,Summer tires,1,0,1,Moderate,12.4,0,0,43.5,-1.4,
Renault,Zoe Intens Q210,18.06.2018,146,65,17.62,Summer tires,1,1,1,Moderate,12,0,0,35.3,-1.8,
Renault,Zoe Intens Q210,16.06.2018,90,65,10.63,Summer tires,1,0,1,Moderate,11.9,0,0,37.3,-1.9,
Renault,Zoe Intens Q210,08.06.2018,51,65,5.69,Summer tires,1,0,1,Moderate,11.1,0,0,40.4,-2.7,Altstadtparking Biel
Renault,Zoe Intens Q210,06.06.2018,177,65,19.75,Summer tires,1,0,1,Moderate,11.2,0,0,40.1,-2.6,
Renault,Zoe Intens Q210,01.06.2018,25,65,3.29,Summer tires,1,0,1,Moderate,12.7,0,0,35,-1.1,Metro Bern Move
Renault,Zoe Intens Q210,01.06.2018,137,65,15.91,Summer tires,1,0,1,Moderate,11.7,0,0,38.4,-2.1,
Renault,Zoe Intens Q210,27.05.2018,64,65,8.82,Summer tires,1,1,1,Moderate,13.7,0,0,66.3,-0.1,
Renault,Zoe Intens Q210,27.05.2018,148,65,19.66,Summer tires,1,1,1,Moderate,13.3,0,0,71.3,-0.5,Strengelbach/Zofingen
Renault,Zoe Intens Q210,26.05.2018,157,65,17.37,Summer tires,1,0,1,Moderate,11.1,0,0,35.3,-2.7,
Renault,Zoe Intens Q210,17.05.2018,151,65,18.46,Summer tires,1,1,1,Moderate,12.2,0,0,38,-1.6,
Renault,Zoe Intens Q210,12.05.2018,181,65,20.41,Summer tires,1,0,1,Moderate,11.3,0,0,36.7,-2.5,
Renault,Zoe Intens Q210,03.05.2018,80,65,9.38,Summer tires,1,0,1,Moderate,11.6,0,0,41.3,-2.2,
Renault,Zoe Intens Q210,02.05.2018,117,65,13.26,Summer tires,1,0,1,Moderate,11.4,0,0,35.1,-2.4,
Renault,Zoe Intens Q210,25.04.2018,176,65,20.42,Summer tires,1,0,1,Moderate,11.6,0,0,41.1,-2.2,
Renault,Zoe Intens Q210,20.04.2018,191,65,20.82,Winter tires,1,0,1,Moderate,10.9,0,0,33.2,-2.9,
Renault,Zoe Intens Q210,14.04.2018,174,65,20.32,Winter tires,1,0,1,Normal,11.7,0,0,45.1,-2.1,
Renault,Zoe Intens Q210,12.04.2018,114,65,16.13,Winter tires,1,1,1,Normal,14.4,0,0,81.5,0.6,
Renault,Zoe Intens Q210,12.04.2018,117,65,15.9,Winter tires,1,1,1,Normal,13.6,0,0,60.5,-0.2,Gratis ABB Oerlikon
Renault,Zoe Intens Q210,11.04.2018,50,65,7.3,Winter tires,1,0,1,Normal,13.3,0,0,39.1,-0.5,
Renault,Zoe Intens Q210,10.04.2018,134,65,17.73,Winter tires,1,1,1,Normal,13.3,0,0,47,-0.5,
Renault,Zoe Intens Q210,07.04.2018,53,65,6.54,Winter tires,1,0,1,Normal,12.3,0,0,36.8,-1.5,
Renault,Zoe Intens Q210,05.04.2018,151,65,17.49,Winter tires,1,0,1,Normal,11.6,0,0,40.5,-2.2,
Renault,Zoe Intens Q210,02.04.2018,121,65,15.19,Winter tires,1,1,1,Normal,12.5,0,0,54.2,-1.3,
Renault,Zoe Intens Q210,01.04.2018,50,65,6.97,Winter tires,1,0,1,Normal,14,0,0,44.9,0.2,
Renault,Zoe Intens Q210,31.03.2018,145,65,19.43,Winter tires,1,0,1,Normal,13.4,0,0,45.6,-0.4,
Renault,Zoe Intens Q210,28.03.2018,39,65,5.33,Winter tires,1,0,1,Normal,13.8,0,0,42.2,0,
Renault,Zoe Intens Q210,28.03.2018,117,65,15.8,Winter tires,1,0,1,Normal,13.5,0,0,40.3,-0.3,
Renault,Zoe Intens Q210,22.03.2018,56,65,7.84,Winter tires,1,0,1,Normal,13.9,0,0,42.5,0.1,
Renault,Zoe Intens Q210,21.03.2018,54,65,7.42,Winter tires,1,0,1,Normal,13.9,0,0,42.2,0.1,
Renault,Zoe Intens Q210,20.03.2018,104,65,15.82,Winter tires,1,0,1,Normal,15.2,0,0,41.8,1.4,
Renault,Zoe Intens Q210,15.03.2018,71,65,9.39,Winter tires,1,0,1,Normal,13.2,0,0,37.6,-0.6,
Renault,Zoe Intens Q210,13.03.2018,134,65,17.54,Winter tires,1,0,1,Normal,13.1,0,0,44.8,-0.7,
Renault,Zoe Intens Q210,08.03.2018,118,65,14.86,Winter tires,1,1,1,Normal,12.6,0,0,69.6,-1.2,
Renault,Zoe Intens Q210,08.03.2018,83,65,11.88,Winter tires,1,1,1,Normal,14.3,0,0,71.7,0.5,Gratis Ladung Lidl Allamand
Renault,Zoe Intens Q210,08.03.2018,117,65,16.29,Winter tires,1,1,1,Normal,13.9,0,0,51.1,0.1,Grti Ladung Lidl Allaman
Renault,Zoe Intens Q210,07.03.2018,48,65,6.36,Winter tires,1,0,1,Normal,13.3,0,0,40.4,-0.5,
Renault,Zoe Intens Q210,06.03.2018,69,65,8.93,Winter tires,1,0,1,Normal,13.1,0,0,42.5,-0.7,
Renault,Zoe Intens Q210,05.03.2018,33,65,4.92,Winter tires,1,0,1,Normal,14.9,0,0,45,1.1,Shoppy Schönbühl gratis
Renault,Zoe Intens Q210,03.03.2018,73,65,13.17,Winter tires,1,0,1,Normal,17.9,0,0,38.5,4.1,
Renault,Zoe Intens Q210,28.02.2018,57,65,9.53,Winter tires,1,0,1,Normal,16.8,0,0,34.2,3,
Renault,Zoe Intens Q210,27.02.2018,39,65,6.46,Winter tires,1,0,1,Normal,16.6,0,0,43.9,2.8,
Renault,Zoe Intens Q210,27.02.2018,69,65,12.25,Winter tires,1,0,1,Normal,17.7,0,0,39.8,3.9,
Renault,Zoe Intens Q210,23.02.2018,37,65,6.33,Winter tires,1,0,1,Normal,17.1,0,0,43.2,3.3,
Renault,Zoe Intens Q210,23.02.2018,53,65,8.04,Winter tires,1,0,1,Normal,15.2,0,0,40.9,1.4,
Renault,Zoe Intens Q210,22.02.2018,67,65,10.31,Winter tires,1,0,1,Normal,15.5,0,1,43.1,1.7,
Renault,Zoe Intens Q210,20.02.2018,98,65,15.08,Winter tires,1,0,1,Normal,15.4,0,1,41.3,1.6,Gratis Altstadtparking Biel
Renault,Zoe Intens Q210,18.02.2018,60,65,8.94,Winter tires,1,0,1,Normal,14.8,0,1,42.2,1,
Renault,Zoe Intens Q210,16.02.2018,53,65,10.31,Winter tires,1,0,1,Normal,19.6,0,1,37.2,5.8,
Renault,Zoe Intens Q210,14.02.2018,38,65,6.35,Winter tires,1,0,1,Normal,16.9,0,1,44.7,3.1,
Renault,Zoe Intens Q210,11.02.2018,56,65,8.96,Winter tires,1,0,1,Normal,16,0,0,42.5,2.2,
Renault,Zoe Intens Q210,09.02.2018,99,65,15.2,Winter tires,1,0,1,Normal,15.4,0,0,37.8,1.6,
Renault,Zoe Intens Q210,08.02.2018,34,65,6.83,Winter tires,1,0,1,Normal,19.8,0,1,32.8,6,
Renault,Zoe Intens Q210,03.02.2018,10,65,1.11,Winter tires,1,0,1,Normal,11,0,0,29.8,-2.8,
Renault,Zoe Intens Q210,03.02.2018,37,65,5.25,Winter tires,1,0,1,Normal,14.2,0,0,46.2,0.4,
Renault,Zoe Intens Q210,02.02.2018,69,65,10.14,Winter tires,1,0,1,Normal,14.7,0,0,41.6,0.9,
Renault,Zoe Intens Q210,01.02.2018,107,65,14.93,Winter tires,1,0,1,Normal,14.03,0,0,41,0.23,
Renault,Zoe Intens Q210,29.01.2018,74,65,11.59,Winter tires,1,0,1,Normal,15.6,0,0,53.8,1.8,
Renault,Zoe Intens Q210,27.01.2018,122,65,17.5,Winter tires,1,0,1,Normal,14.4,0,1,40.6,0.6,
Renault,Zoe Intens Q210,20.01.2018,54,65,7.98,Winter tires,1,0,1,Normal,14.7,0,0,43.7,0.9,
Renault,Zoe Intens Q210,19.01.2018,37,65,6.18,Winter tires,1,0,1,Normal,16.7,0,0,43.6,2.9,
Renault,Zoe Intens Q210,18.01.2018,38,65,5.31,Winter tires,1,0,1,Normal,14.2,0,0,45.7,0.4,
Renault,Zoe Intens Q210,17.01.2018,38,65,5.7,Winter tires,1,0,1,Normal,15,0,0,42.3,1.2,
Renault,Zoe Intens Q210,16.01.2018,136,65,23.79,Winter tires,1,1,1,Fast,17.4,0,0,47.3,3.6,
Renault,Zoe Intens Q210,11.01.2018,24,65,3.02,Winter tires,1,0,1,Normal,12.6,0,0,43.5,-1.2,
Renault,Zoe Intens Q210,11.01.2018,119,65,18.12,Winter tires,1,1,1,Fast,15.3,0,0,54.8,1.5,
Renault,Zoe Intens Q210,10.01.2018,39,65,6.17,Winter tires,1,0,1,Normal,15.7,0,0,43.1,1.9,
Renault,Zoe Intens Q210,09.01.2018,104,65,14.56,Winter tires,1,0,1,Normal,14,0,0,40.9,0.2,
Renault,Zoe Intens Q210,07.01.2018,101,65,13.87,Winter tires,1,0,1,Normal,13.8,0,0,40.1,0,
Renault,Zoe Intens Q210,29.12.2017,86,65,15.71,Winter tires,1,1,1,Normal,18.2,0,0,53.8,4.4,
Renault,Zoe Intens Q210,29.12.2017,81,65,14.17,Winter tires,1,1,1,Normal,17.6,0,0,59.9,3.8,Evite EW Oftrigen Gratis
Renault,Zoe Intens Q210,27.12.2017,35,65,6.57,Winter tires,1,0,1,Normal,18.5,0,0,34.8,4.7,
Renault,Zoe Intens Q210,23.12.2017,29,65,4.46,Winter tires,1,0,1,Normal,15.5,0,0,38.3,1.7,
Renault,Zoe Intens Q210,23.12.2017,13,65,1.95,Winter tires,1,0,1,Normal,15.7,0,0,40.8,1.9,
Renault,Zoe Intens Q210,23.12.2017,90,65,14.5,Winter tires,1,0,1,Normal,16,0,0,44.5,2.2,
Renault,Zoe Intens Q210,20.12.2017,117,65,18.84,Winter tires,1,0,1,Normal,16.1,0,0,41.8,2.3,
Renault,Zoe Intens Q210,18.12.2017,30,65,5.38,Winter tires,1,0,1,Normal,18.3,0,0,30.5,4.5,
