manufacturer,version,fuel_date,trip_distance(km),power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Volkswagen,e-Golf,31.08.2018,1275,100,181.9,Summer tires,0,1,1,Normal,15.1,1,0,57.9,2.4,
Volkswagen,e-Golf,01.08.2018,1772,100,260.9,Summer tires,1,1,1,Normal,15.1,1,1,50.6,2.4,
Volkswagen,e-Golf,01.07.2018,1558,100,233.1,Summer tires,0,1,1,Normal,15.3,1,1,54.8,2.6,
Volkswagen,e-Golf,01.06.2018,1352,100,202.8,Summer tires,0,1,1,Normal,16.1,1,1,52.6,3.4,
Volkswagen,e-Golf,01.05.2018,479,100,231.6,Summer tires,0,1,1,Normal,16.5,1,1,48.5,3.8,
Volkswagen,e-Golf,01.04.2018,1354,100,219.4,Winter tires,0,1,1,Normal,17.4,1,1,56.5,4.7,
Volkswagen,e-Golf,12.10.2019,91,85,6.87,Summer tires,0,1,1,Moderate,13.2,0,0,67,0.5,
Volkswagen,e-Golf,12.10.2019,85,85,9.75,Summer tires,0,1,1,Moderate,12.6,0,0,82,-0.1,
Volkswagen,e-Golf,12.10.2019,104,85,15.09,Summer tires,0,1,1,Moderate,13.7,0,0,71,1,
Volkswagen,e-Golf,12.10.2019,105,85,14.19,Summer tires,0,1,1,Moderate,12.8,0,0,74,0.1,
Volkswagen,e-Golf,12.10.2019,86,85,11.85,Summer tires,0,1,1,Moderate,13.2,0,0,82,0.5,
Volkswagen,e-Golf,12.10.2019,105,85,14.7,Summer tires,0,1,1,Moderate,13.5,0,0,79,0.8,
Volkswagen,e-Golf,11.10.2019,56,85,10.9,Summer tires,0,1,1,Moderate,76,0,0,14.9,63.3,
Volkswagen,e-Golf,11.10.2019,105,85,13.25,Summer tires,0,1,1,Moderate,13,0,0,75,0.3,
Volkswagen,e-Golf,11.10.2019,65,85,13.85,Summer tires,0,1,1,Moderate,13.6,0,0,86,0.9,
Volkswagen,e-Golf,11.10.2019,84,85,6.13,Summer tires,0,1,1,Moderate,14.4,0,0,78,1.7,
Volkswagen,e-Golf,11.10.2019,104,85,17.91,Summer tires,0,1,1,Moderate,14.5,0,0,65,1.8,
Volkswagen,e-Golf,11.10.2019,95,85,12.95,Summer tires,0,1,1,Moderate,14.2,0,0,87,1.5,
Volkswagen,e-Golf,10.10.2019,106,85,19.7,Summer tires,0,1,1,Moderate,14.2,0,0,64,1.5,
Volkswagen,e-Golf,10.10.2019,95,85,13.11,Summer tires,0,1,1,Moderate,14.4,0,0,77,1.7,
Volkswagen,e-Golf,09.10.2019,104,85,19.2,Summer tires,0,1,1,Moderate,13.7,0,0,67,1,
Volkswagen,e-Golf,09.10.2019,96,85,13.01,Summer tires,0,1,1,Moderate,14.7,0,0,76,2,
Volkswagen,e-Golf,08.10.2019,104,85,19.2,Summer tires,0,1,1,Moderate,13.9,0,0,64,1.2,
Volkswagen,e-Golf,08.10.2019,95,85,13.18,Summer tires,0,1,1,Moderate,14.7,0,0,76,2,
Volkswagen,e-Golf,07.10.2019,104,85,19.1,Summer tires,0,1,1,Moderate,13.6,0,0,65,0.9,
Volkswagen,e-Golf,07.10.2019,100,85,13.43,Summer tires,0,1,1,Moderate,14.4,0,0,65,1.7,
Volkswagen,e-Golf,05.10.2019,96,85,19.7,Summer tires,0,1,1,Moderate,13.5,0,0,62,0.8,
Volkswagen,e-Golf,04.10.2019,117,85,13.79,Summer tires,0,1,0,Moderate,13.9,0,0,71,1.2,
Volkswagen,e-Golf,04.10.2019,19,85,2.56,Summer tires,0,1,0,Moderate,14.8,0,0,69,2.1,
Volkswagen,e-Golf,03.10.2019,75,85,18.5,Summer tires,0,1,1,Moderate,14.8,0,1,70,2.1,
Volkswagen,e-Golf,03.10.2019,115,85,12.1,Summer tires,0,1,1,Moderate,13.8,0,0,58,1.1,
Volkswagen,e-Golf,01.10.2019,116,85,16.36,Summer tires,0,1,1,Moderate,14.1,0,0,62,1.4,
Volkswagen,e-Golf,30.09.2019,44,85,15.8,Summer tires,0,1,0,Moderate,14.4,0,0,45,1.7,
Volkswagen,e-Golf,29.09.2019,47,85,10.78,Summer tires,0,1,0,Moderate,17.4,0,0,83,4.7,
Volkswagen,e-Golf,29.09.2019,81,85,7.29,Summer tires,0,1,0,Moderate,14.9,0,0,95,2.2,
Volkswagen,e-Golf,29.09.2019,100,85,12.13,Summer tires,0,1,0,Moderate,13.4,0,0,74,0.7,
Volkswagen,e-Golf,29.09.2019,23,85,10.31,Summer tires,0,1,0,Moderate,14.8,0,0,84,2.1,
Volkswagen,e-Golf,29.09.2019,137,85,7.29,Summer tires,0,1,0,Moderate,11.7,0,0,70,-1,
Volkswagen,e-Golf,28.09.2019,83,85,16.7,Summer tires,0,0,1,Moderate,12.3,0,0,61,-0.4,
Volkswagen,e-Golf,28.09.2019,84,85,3,Summer tires,0,0,1,Moderate,11.3,0,0,53,-1.4,
Volkswagen,e-Golf,27.09.2019,93,85,14.04,Summer tires,0,1,0,Fast,15.1,0,0,42,2.4,
Volkswagen,e-Golf,26.09.2019,67,85,12.44,Summer tires,0,1,0,Moderate,14.9,0,0,74,2.2,
Volkswagen,e-Golf,26.09.2019,78,85,11,Summer tires,0,1,0,Moderate,14.3,0,0,73,1.6,
Volkswagen,e-Golf,26.09.2019,81,85,11.68,Summer tires,0,1,0,Moderate,14.6,0,0,83,1.9,
Volkswagen,e-Golf,26.09.2019,64,85,13.87,Summer tires,0,1,0,Moderate,16.2,0,0,100,3.5,
Volkswagen,e-Golf,26.09.2019,84,85,6.74,Summer tires,0,1,0,Moderate,14.8,0,0,82,2.1,
Volkswagen,e-Golf,25.09.2019,105,85,19.8,Summer tires,1,1,0,Moderate,13.5,0,0,62,0.8,
Volkswagen,e-Golf,25.09.2019,95,85,11.2,Summer tires,1,1,0,Moderate,13.7,0,0,77,1,
Volkswagen,e-Golf,24.09.2019,104,85,19.5,Summer tires,1,1,0,Moderate,13.4,0,0,67,0.7,
Volkswagen,e-Golf,24.09.2019,96,85,10.54,Summer tires,1,1,0,Moderate,12.9,0,0,71,0.2,
Volkswagen,e-Golf,23.09.2019,106,85,18.8,Summer tires,1,1,0,Moderate,13,0,0,65,0.3,
Volkswagen,e-Golf,23.09.2019,96,85,11.36,Summer tires,1,1,0,Moderate,13.4,0,0,72,0.7,
Volkswagen,e-Golf,22.09.2019,43,85,14.4,Summer tires,1,1,0,Normal,16,0,0,51,3.3,
Volkswagen,e-Golf,21.09.2019,104,85,12.22,Summer tires,0,1,1,Normal,14.1,0,0,71,1.4,
Volkswagen,e-Golf,20.09.2019,96,85,12.68,Summer tires,0,1,1,Normal,14.2,0,0,79,1.5,
Volkswagen,e-Golf,19.09.2019,68,85,15.5,Summer tires,0,1,1,Fast,19,0,1,81,6.3,
Volkswagen,e-Golf,19.09.2019,81,85,11.99,Summer tires,0,1,1,Normal,14.8,0,1,69,2.1,
Volkswagen,e-Golf,18.09.2019,101,85,15.57,Summer tires,0,0,1,Normal,14.9,0,0,57,2.2,
Volkswagen,e-Golf,18.09.2019,96,85,13.4,Summer tires,0,1,1,Moderate,14.5,0,0,77,1.8,
Volkswagen,e-Golf,17.09.2019,42,85,14.8,Summer tires,0,1,1,Normal,20.5,0,1,90,7.8,
Volkswagen,e-Golf,17.09.2019,44,85,6.88,Summer tires,0,1,1,Normal,15.6,0,1,79,2.9,
Volkswagen,e-Golf,17.09.2019,104,85,13.6,Summer tires,0,1,1,Moderate,13.6,0,0,65,0.9,
Volkswagen,e-Golf,17.09.2019,96,85,12.85,Summer tires,0,1,1,Moderate,14.5,0,0,74,1.8,
Volkswagen,e-Golf,16.09.2019,103,85,18,Summer tires,0,1,1,Moderate,13.1,0,0,64,0.4,
Volkswagen,e-Golf,16.09.2019,98,85,12.33,Summer tires,0,1,1,Moderate,13.7,0,1,69,1,
Volkswagen,e-Golf,15.09.2019,38,85,18.3,Summer tires,0,1,0,Normal,17.1,0,0,65,4.4,
Volkswagen,e-Golf,14.09.2019,37,85,4.65,Summer tires,0,1,1,Moderate,15.3,0,0,69,2.6,
Volkswagen,e-Golf,14.09.2019,43,85,1.8,Summer tires,0,1,1,Moderate,13.5,0,0,54,0.8,
Volkswagen,e-Golf,14.09.2019,106,85,13.34,Summer tires,0,1,1,Moderate,13.2,0,0,58,0.5,
Volkswagen,e-Golf,13.09.2019,95,85,13.03,Summer tires,0,1,1,Moderate,14.3,0,0,76,1.6,
Volkswagen,e-Golf,12.09.2019,106,85,18.4,Summer tires,0,1,1,Moderate,13.6,0,0,56,0.9,
Volkswagen,e-Golf,12.09.2019,95,85,12.14,Summer tires,0,1,1,Moderate,14,0,0,75,1.3,
Volkswagen,e-Golf,11.09.2019,103,85,19.5,Summer tires,0,1,1,Moderate,14,0,0,56,1.3,
Volkswagen,e-Golf,11.09.2019,95,85,12.56,Summer tires,0,1,1,Moderate,14.1,0,0,77,1.4,
Volkswagen,e-Golf,10.09.2019,103,85,19.4,Summer tires,0,1,1,Moderate,14.3,0,0,57,1.6,
Volkswagen,e-Golf,10.09.2019,95,85,12.95,Summer tires,0,1,1,Moderate,14.7,0,0,76,2,
Volkswagen,e-Golf,09.09.2019,105,85,19.4,Summer tires,0,1,1,Moderate,13.8,0,0,51,1.1,
Volkswagen,e-Golf,09.09.2019,96,85,12.13,Summer tires,0,1,1,Moderate,13.8,0,0,71,1.1,
Volkswagen,e-Golf,08.09.2019,14,85,3.38,Summer tires,0,0,1,Moderate,13.7,0,0,36,1,
Volkswagen,e-Golf,07.09.2019,43,85,14.11,Summer tires,0,0,1,Moderate,13.8,0,0,53,1.1,
Volkswagen,e-Golf,06.09.2019,104,85,8.93,Summer tires,0,1,1,Moderate,14.2,0,0,67,1.5,
Volkswagen,e-Golf,06.09.2019,96,85,13.03,Summer tires,0,1,1,Moderate,14.3,0,0,76,1.6,
Volkswagen,e-Golf,05.09.2019,104,85,18.4,Summer tires,0,1,1,Moderate,13.2,0,0,63,0.5,
Volkswagen,e-Golf,05.09.2019,95,85,11.67,Summer tires,0,1,1,Moderate,13.5,0,0,75,0.8,
Volkswagen,e-Golf,04.09.2019,104,85,18.7,Summer tires,0,1,1,Moderate,13.4,0,0,67,0.7,
Volkswagen,e-Golf,04.09.2019,95,85,11.65,Summer tires,0,1,1,Moderate,13.5,0,0,76,0.8,
Volkswagen,e-Golf,03.09.2019,104,85,18.7,Summer tires,0,1,1,Moderate,13.4,0,0,66,0.7,
Volkswagen,e-Golf,03.09.2019,96,85,12.1,Summer tires,0,1,1,Moderate,14.1,0,0,77,1.4,
Volkswagen,e-Golf,02.09.2019,103,85,18.7,Summer tires,0,1,1,Moderate,13.3,0,0,67,0.6,
Volkswagen,e-Golf,02.09.2019,97,85,12.04,Summer tires,0,1,1,Moderate,13.9,0,0,72,1.2,
Volkswagen,e-Golf,31.08.2019,46,85,12.42,Summer tires,0,0,1,Normal,12.8,0,0,42,0.1,
Volkswagen,e-Golf,31.08.2019,84,85,8.14,Summer tires,0,1,1,Normal,14,0,0,44,1.3,
Volkswagen,e-Golf,30.08.2019,112,85,11.77,Summer tires,0,1,0,Moderate,13.1,0,0,69,0.4,
Volkswagen,e-Golf,29.08.2019,108,85,15.57,Summer tires,0,1,0,Moderate,13.4,0,0,86,0.7,
Volkswagen,e-Golf,29.08.2019,106,85,12.46,Summer tires,0,0,1,Moderate,12.8,0,0,68,0.1,
Volkswagen,e-Golf,29.08.2019,26,85,3.38,Summer tires,0,0,1,Moderate,13,0,0,49,0.3,
Volkswagen,e-Golf,29.08.2019,26,85,3.33,Summer tires,0,0,1,Moderate,12.8,1,0,49,0.1,
Volkswagen,e-Golf,27.08.2019,66,85,9.26,Summer tires,0,0,1,Moderate,11.5,1,0,64,-1.2,
Volkswagen,e-Golf,26.08.2019,87,85,11.22,Summer tires,0,0,1,Moderate,12,1,0,66,-0.7,
Volkswagen,e-Golf,26.08.2019,52,85,11.77,Summer tires,0,1,1,Moderate,13.4,1,0,70,0.7,
Volkswagen,e-Golf,26.08.2019,117,85,6.2,Summer tires,0,1,1,Moderate,11.5,1,0,69,-1.2,
Volkswagen,e-Golf,25.08.2019,75,85,9.7,Summer tires,0,1,0,Normal,13.7,1,0,68,1,
Volkswagen,e-Golf,25.08.2019,113,85,15.06,Summer tires,0,1,0,Moderate,14.3,0,0,82,1.6,
Volkswagen,e-Golf,25.08.2019,67,85,16,Summer tires,0,1,0,Moderate,15.3,0,0,86,2.6,
Volkswagen,e-Golf,25.08.2019,111,85,11.35,Summer tires,0,1,0,Moderate,13.9,0,0,82,1.2,
Volkswagen,e-Golf,24.08.2019,109,85,18.09,Summer tires,0,1,0,Normal,13.4,0,0,84,0.7,
Volkswagen,e-Golf,24.08.2019,68,85,14.5,Summer tires,0,1,0,Normal,14.2,0,0,90,1.5,
Volkswagen,e-Golf,24.08.2019,115,85,14.2,Summer tires,0,1,0,Normal,14.3,0,0,89,1.6,
Volkswagen,e-Golf,24.08.2019,87,85,17.26,Summer tires,0,1,1,Normal,15,0,0,79,2.3,
Volkswagen,e-Golf,23.08.2019,59,85,6.18,Summer tires,0,1,1,Normal,13.6,1,0,72,0.9,
Volkswagen,e-Golf,23.08.2019,38,85,12.54,Summer tires,0,0,1,Normal,13.9,1,0,47,1.2,
Volkswagen,e-Golf,23.08.2019,42,85,2,Summer tires,0,0,1,Normal,13.4,1,0,53,0.7,
Volkswagen,e-Golf,23.08.2019,35,85,10.43,Summer tires,0,0,1,Normal,14.4,1,0,21,1.7,
Volkswagen,e-Golf,21.08.2019,83,85,7.15,Summer tires,0,1,1,Normal,13.2,1,0,49,0.5,
Volkswagen,e-Golf,20.08.2019,37,85,10.46,Summer tires,0,1,1,Fast,15.1,1,0,46,2.4,
Volkswagen,e-Golf,17.08.2019,19,85,5.93,Summer tires,0,1,1,Fast,17.1,1,0,68,4.4,
Volkswagen,e-Golf,17.08.2019,109,85,8.26,Summer tires,0,1,1,Normal,13.4,0,0,65,0.7,
Volkswagen,e-Golf,16.08.2019,96,85,11.54,Summer tires,0,1,1,Normal,13.8,0,0,75,1.1,
Volkswagen,e-Golf,15.08.2019,69,85,12.21,Summer tires,0,1,1,Fast,17.7,0,0,75,5,
Volkswagen,e-Golf,15.08.2019,71,85,16.36,Summer tires,0,1,1,Normal,14.5,0,0,67,1.8,
Volkswagen,e-Golf,15.08.2019,95,85,8.68,Summer tires,0,1,1,Normal,13.3,0,0,76,0.6,
Volkswagen,e-Golf,14.08.2019,109,85,15.75,Summer tires,0,1,1,Normal,13.2,0,0,65,0.5,
Volkswagen,e-Golf,14.08.2019,95,85,12.32,Summer tires,0,1,1,Normal,14.4,0,0,78,1.7,
Volkswagen,e-Golf,13.08.2019,109,85,15.59,Summer tires,0,1,1,Normal,13.1,0,0,55,0.4,
Volkswagen,e-Golf,13.08.2019,95,85,11.98,Summer tires,0,1,1,Normal,14,0,0,76,1.3,
Volkswagen,e-Golf,12.08.2019,109,85,15.74,Summer tires,0,1,1,Normal,12.4,0,0,62,-0.3,
Volkswagen,e-Golf,12.08.2019,96,85,10.26,Summer tires,0,1,1,Normal,13,0,0,75,0.3,
Volkswagen,e-Golf,11.08.2019,107,85,15.53,Summer tires,0,1,1,Normal,13.4,0,0,62,0.7,
Volkswagen,e-Golf,09.08.2019,95,85,11.73,Summer tires,0,1,1,Normal,13.6,0,0,80,0.9,
Volkswagen,e-Golf,08.08.2019,104,85,15.14,Summer tires,0,1,1,Normal,13.2,0,0,61,0.5,
Volkswagen,e-Golf,08.08.2019,95,85,11.79,Summer tires,0,1,1,Normal,13.9,0,0,78,1.2,
Volkswagen,e-Golf,07.08.2019,95,85,15.32,Summer tires,0,1,1,Normal,12.6,1,0,66,-0.1,
Volkswagen,e-Golf,07.08.2019,36,85,12.18,Summer tires,0,0,1,Normal,11.7,0,0,54,-1,
Volkswagen,e-Golf,07.08.2019,90,85,1.19,Summer tires,0,1,1,Normal,13.9,0,0,85,1.2,
Volkswagen,e-Golf,06.08.2019,115,85,14.95,Summer tires,0,1,1,Normal,13,0,0,61,0.3,
Volkswagen,e-Golf,05.08.2019,62,85,19,Summer tires,0,1,1,Normal,13.1,0,0,51,0.4,
Volkswagen,e-Golf,05.08.2019,85,85,0.01,Summer tires,0,1,1,Normal,12.8,0,0,82,0.1,
Volkswagen,e-Golf,04.08.2019,46,85,6.83,Summer tires,0,1,1,Normal,13.4,0,0,45,0.7,
Volkswagen,e-Golf,03.08.2019,20,85,5.4,Summer tires,0,1,1,Normal,15.5,0,0,54,2.8,
Volkswagen,e-Golf,02.08.2019,50,85,9.71,Summer tires,0,1,1,Normal,14.2,0,0,69,1.5,
Volkswagen,e-Golf,02.08.2019,111,85,9,Summer tires,0,1,1,Normal,12.4,0,0,66,-0.3,
Volkswagen,e-Golf,02.08.2019,67,85,7.5,Summer tires,0,1,1,Normal,12.4,0,0,79,-0.3,
Volkswagen,e-Golf,01.08.2019,128,85,27.92,Summer tires,0,1,1,Normal,12.5,0,0,56,-0.2,
Volkswagen,e-Golf,01.08.2019,84,85,0.01,Summer tires,0,1,1,Normal,14.2,0,0,90,1.5,
Volkswagen,e-Golf,31.07.2019,123,85,14.45,Summer tires,0,1,1,Normal,12.9,0,0,58,0.2,
Volkswagen,e-Golf,31.07.2019,85,85,14.51,Summer tires,0,1,1,Normal,15.4,0,0,83,2.7,
Volkswagen,e-Golf,30.07.2019,122,85,13.77,Summer tires,0,1,1,Normal,12.4,0,0,61,-0.3,
Volkswagen,e-Golf,30.07.2019,84,85,13.96,Summer tires,0,1,1,Normal,15,0,0,87,2.3,
Volkswagen,e-Golf,29.07.2019,124,85,14.92,Summer tires,0,1,1,Normal,12.9,0,0,62,0.2,
Volkswagen,e-Golf,29.07.2019,87,85,12.04,Summer tires,0,1,1,Normal,12.6,0,0,73,-0.1,
Volkswagen,e-Golf,28.07.2019,76,85,12.9,Summer tires,0,1,1,Normal,14.4,1,0,68,1.7,
Volkswagen,e-Golf,28.07.2019,45,85,16.8,Summer tires,0,0,1,Normal,12.7,1,0,42,0,
Volkswagen,e-Golf,26.07.2019,124,85,3.55,Summer tires,0,1,1,Normal,12.7,1,0,57,0,
Volkswagen,e-Golf,26.07.2019,85,85,12.93,Summer tires,0,1,1,Normal,13.9,0,0,84,1.2,
Volkswagen,e-Golf,25.07.2019,122,85,14.83,Summer tires,0,1,1,Normal,13,0,0,64,0.3,
Volkswagen,e-Golf,25.07.2019,84,85,12.2,Summer tires,0,1,1,Normal,13.3,0,0,89,0.6,
Volkswagen,e-Golf,24.07.2019,122,85,19.5,Summer tires,0,1,1,Normal,12.9,0,0,68,0.2,
Volkswagen,e-Golf,24.07.2019,85,85,14.12,Summer tires,0,1,1,Normal,13.5,0,0,84,0.8,
Volkswagen,e-Golf,23.07.2019,122,85,15.3,Summer tires,0,1,1,Normal,12.7,0,0,67,0,
Volkswagen,e-Golf,23.07.2019,84,85,13.03,Summer tires,0,1,1,Normal,14.3,0,0,90,1.6,
Volkswagen,e-Golf,22.07.2019,122,85,13.98,Summer tires,0,1,1,Moderate,12.5,0,0,66,-0.2,
Volkswagen,e-Golf,22.07.2019,85,85,13.17,Summer tires,0,1,1,Normal,14,0,0,84,1.3,
Volkswagen,e-Golf,21.07.2019,6,85,7.12,Summer tires,1,0,0,Fast,17.6,0,0,20,4.9,
Volkswagen,e-Golf,19.07.2019,124,85,8.82,Summer tires,0,1,1,Normal,12.8,0,0,66,0.1,
Volkswagen,e-Golf,19.07.2019,84,85,12.66,Summer tires,0,1,1,Normal,13.9,0,0,91,1.2,
Volkswagen,e-Golf,18.07.2019,69,85,14,Summer tires,0,1,1,Fast,16.7,0,0,69,4,
Volkswagen,e-Golf,18.07.2019,89,85,15.78,Summer tires,0,1,1,Normal,12.9,0,0,68,0.2,
Volkswagen,e-Golf,18.07.2019,84,85,10.23,Summer tires,0,1,1,Normal,14.3,0,0,89,1.6,
Volkswagen,e-Golf,17.07.2019,122,85,19.1,Summer tires,0,1,1,Normal,12.8,0,0,68,0.1,
Volkswagen,e-Golf,17.07.2019,84,85,13.33,Summer tires,0,1,1,Normal,14.7,0,0,88,2,
Volkswagen,e-Golf,16.07.2019,123,85,14.87,Summer tires,0,1,1,Normal,12.9,0,0,60,0.2,
Volkswagen,e-Golf,16.07.2019,84,85,13.77,Summer tires,0,1,1,Normal,15.2,0,0,86,2.5,
Volkswagen,e-Golf,15.07.2019,122,85,18.6,Summer tires,0,1,1,Normal,12.4,0,0,65,-0.3,
Volkswagen,e-Golf,15.07.2019,85,85,12.63,Summer tires,0,1,1,Normal,13.8,0,0,82,1.1,
Volkswagen,e-Golf,14.07.2019,48,85,15.38,Summer tires,0,1,0,Fast,17.5,0,0,76,4.8,
Volkswagen,e-Golf,13.07.2019,49,85,2.09,Summer tires,0,1,0,Moderate,12,0,0,69,-0.7,
Volkswagen,e-Golf,13.07.2019,126,85,13.79,Summer tires,0,1,1,Normal,12.7,0,0,64,0,
Volkswagen,e-Golf,12.07.2019,84,85,10.53,Summer tires,0,1,1,Normal,13.7,0,0,90,1,
Volkswagen,e-Golf,11.07.2019,122,85,16.68,Summer tires,0,1,1,Normal,12.9,0,0,66,0.2,
Volkswagen,e-Golf,11.07.2019,84,85,10.23,Summer tires,0,1,1,Normal,13.3,0,0,88,0.6,
Volkswagen,e-Golf,10.07.2019,122,85,16.08,Summer tires,0,1,1,Normal,12.4,0,0,67,-0.3,
Volkswagen,e-Golf,10.07.2019,84,85,11.31,Summer tires,0,1,1,Normal,14.6,0,1,89,1.9,
Volkswagen,e-Golf,09.07.2019,123,85,15.91,Summer tires,0,1,1,Normal,12.7,0,0,68,0,
Volkswagen,e-Golf,09.07.2019,86,85,14.08,Summer tires,0,1,1,Normal,14.8,0,1,85,2.1,
Volkswagen,e-Golf,08.07.2019,123,85,14.39,Summer tires,0,0,1,Normal,12.7,0,0,68,0,
Volkswagen,e-Golf,08.07.2019,85,85,13.05,Summer tires,0,1,1,Normal,14.5,0,1,84,1.8,
Volkswagen,e-Golf,07.07.2019,77,85,12.2,Summer tires,0,1,1,Normal,15.6,0,1,70,2.9,
Volkswagen,e-Golf,07.07.2019,27,85,10.08,Summer tires,0,1,1,Fast,16.2,0,1,77,3.5,
Volkswagen,e-Golf,06.07.2019,51,85,7.7,Summer tires,0,1,0,Normal,15.9,0,1,79,3.2,
Volkswagen,e-Golf,06.07.2019,80,85,6.3,Summer tires,0,1,1,Normal,14.4,0,1,74,1.7,
Volkswagen,e-Golf,06.07.2019,33,85,15.69,Summer tires,0,1,1,Normal,13.8,0,0,62,1.1,
Volkswagen,e-Golf,05.07.2019,91,85,1.99,Summer tires,0,1,1,Fast,12.1,0,0,61,-0.6,
Volkswagen,e-Golf,05.07.2019,87,85,12.1,Summer tires,0,1,1,Fast,13.7,0,0,76,1,
Volkswagen,e-Golf,05.07.2019,28,85,11.64,Summer tires,0,1,1,Fast,17.9,0,0,77,5.2,
Volkswagen,e-Golf,05.07.2019,95,85,3.83,Summer tires,0,1,0,Normal,14.9,0,0,80,2.2,
Volkswagen,e-Golf,04.07.2019,3,85,0.35,Summer tires,1,0,0,Normal,11.7,0,0,11,-1,
Volkswagen,e-Golf,04.07.2019,61,85,12.23,Summer tires,0,0,1,Normal,13.3,0,0,64,0.6,
Volkswagen,e-Golf,04.07.2019,85,85,11.99,Summer tires,0,1,1,Normal,14.1,0,0,81,1.4,
Volkswagen,e-Golf,03.07.2019,124,85,13.77,Summer tires,0,1,1,Normal,12.7,0,0,64,0,
Volkswagen,e-Golf,03.07.2019,84,85,12.12,Summer tires,0,1,1,Normal,15.3,0,0,90,2.6,
Volkswagen,e-Golf,02.07.2019,123,85,16.61,Summer tires,0,1,1,Normal,12.9,0,0,68,0.2,
Volkswagen,e-Golf,02.07.2019,84,85,11.35,Summer tires,0,1,1,Normal,14.4,0,0,80,1.7,
Volkswagen,e-Golf,01.07.2019,122,85,16.42,Summer tires,0,1,1,Normal,12.7,0,0,58,0,
Volkswagen,e-Golf,01.07.2019,85,85,10.89,Summer tires,0,1,1,Normal,13.9,0,0,83,1.2,
Volkswagen,e-Golf,30.06.2019,80,85,12.29,Summer tires,0,1,0,Normal,15.7,1,0,56,3,
Volkswagen,e-Golf,29.06.2019,60,85,8.43,Summer tires,0,1,0,Normal,13.6,1,0,80,0.9,
Volkswagen,e-Golf,29.06.2019,46,85,15.03,Summer tires,0,0,1,Normal,12.5,0,0,63,-0.2,
Volkswagen,e-Golf,28.06.2019,124,85,7.41,Summer tires,0,1,1,Normal,12.7,0,0,64,0,
Volkswagen,e-Golf,28.06.2019,84,85,11.66,Summer tires,0,1,1,Normal,15,0,0,90,2.3,
Volkswagen,e-Golf,27.06.2019,123,85,16.81,Summer tires,0,1,1,Normal,12.9,0,0,66,0.2,
Volkswagen,e-Golf,27.06.2019,84,85,11.74,Summer tires,0,1,1,Normal,15.1,0,0,86,2.4,
Volkswagen,e-Golf,26.06.2019,123,85,16.59,Summer tires,0,1,1,Normal,12.7,1,0,63,0,
Volkswagen,e-Golf,26.06.2019,84,85,9.62,Summer tires,0,1,1,Normal,12.6,0,0,86,-0.1,
Volkswagen,e-Golf,25.06.2019,123,85,16.8,Summer tires,0,1,1,Moderate,13.5,1,0,63,0.8,
Volkswagen,e-Golf,25.06.2019,84,85,9.72,Summer tires,0,1,1,Moderate,11.8,0,0,81,-0.9,
Volkswagen,e-Golf,24.06.2019,127,85,17.09,Summer tires,0,1,1,Moderate,12.7,0,0,61,0,
Volkswagen,e-Golf,24.06.2019,85,85,9.83,Summer tires,0,1,1,Moderate,12.7,0,0,78,0,
Volkswagen,e-Golf,23.06.2019,128,85,17.46,Summer tires,0,1,1,Moderate,12.9,0,0,61,0.2,
Volkswagen,e-Golf,21.06.2019,84,85,10.98,Summer tires,0,1,1,Fast,14.2,0,0,88,1.5,
Volkswagen,e-Golf,20.06.2019,69,85,12.49,Summer tires,0,1,1,Fast,18.1,0,0,83,5.4,
Volkswagen,e-Golf,20.06.2019,92,85,14.2,Summer tires,0,1,1,Normal,14.1,1,0,56,1.4,
Volkswagen,e-Golf,20.06.2019,84,85,10.53,Summer tires,0,1,1,Normal,14,1,0,88,1.3,
Volkswagen,e-Golf,19.06.2019,123,85,16.99,Summer tires,0,1,1,Moderate,13.2,1,0,65,0.5,
Volkswagen,e-Golf,19.06.2019,84,85,11.59,Summer tires,0,1,1,Moderate,14.7,0,0,88,2,
Volkswagen,e-Golf,18.06.2019,123,85,16.72,Summer tires,0,1,1,Moderate,12.5,0,1,60,-0.2,
Volkswagen,e-Golf,18.06.2019,84,85,8.06,Summer tires,0,1,1,Moderate,11.2,0,0,80,-1.5,
Volkswagen,e-Golf,17.06.2019,123,85,16.86,Summer tires,0,1,1,Moderate,12.6,0,0,63,-0.1,
Volkswagen,e-Golf,17.06.2019,86,85,8.96,Summer tires,0,1,0,Moderate,12,0,0,76,-0.7,
Volkswagen,e-Golf,16.06.2019,40,85,16.26,Summer tires,0,1,0,Normal,17.2,1,0,57,4.5,
Volkswagen,e-Golf,14.06.2019,45,85,5.85,Summer tires,0,0,1,Normal,13,1,0,63,0.3,
Volkswagen,e-Golf,14.06.2019,124,85,7.57,Summer tires,0,1,1,Moderate,12.8,0,0,62,0.1,
Volkswagen,e-Golf,14.06.2019,84,85,9,Summer tires,0,1,1,Moderate,12,0,0,81,-0.7,
Volkswagen,e-Golf,13.06.2019,123,85,17.08,Summer tires,0,1,1,Moderate,13,0,0,56,0.3,
Volkswagen,e-Golf,13.06.2019,84,85,9.58,Summer tires,0,1,1,Moderate,12.7,0,0,81,0,
Volkswagen,e-Golf,12.06.2019,124,85,17.43,Summer tires,0,1,1,Moderate,13.3,0,0,60,0.6,
