manufacturer,version,fuel_date,trip_distance(km),power(kW),quantity(kWh),tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Volkswagen,e-Golf,04.02.2019,225,85,32.9,Winter tires,0,1,0,Moderate,14.6,0,0,81,1.9,
Volkswagen,e-Golf,04.02.2019,20,85,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,46,-4.2,
Volkswagen,e-Golf,04.02.2019,20,85,3.8,Winter tires,1,1,1,Moderate,19.1,0,0,53,6.4,
Volkswagen,e-Golf,02.02.2019,162,85,23.3,Winter tires,0,1,0,Moderate,14.4,0,0,78,1.7,
Volkswagen,e-Golf,02.02.2019,45,85,6.3,Winter tires,1,0,1,Moderate,14,0,0,59,1.3,
Volkswagen,e-Golf,01.02.2019,24,85,2.4,Winter tires,1,0,1,Moderate,9.9,0,0,35,-2.8,
Volkswagen,e-Golf,01.02.2019,20,85,4,Winter tires,1,1,1,Moderate,20,0,0,50,7.3,
Volkswagen,e-Golf,31.01.2019,20,85,1.9,Winter tires,1,1,1,Moderate,9.5,0,0,48,-3.2,
Volkswagen,e-Golf,31.01.2019,20,85,3.8,Winter tires,1,1,1,Moderate,19.2,0,0,42,6.5,
Volkswagen,e-Golf,30.01.2019,25,85,2.6,Winter tires,1,0,1,Moderate,10.5,0,0,36,-2.2,
Volkswagen,e-Golf,30.01.2019,20,85,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,49,5.6,
Volkswagen,e-Golf,29.01.2019,20,85,3.8,Winter tires,1,1,1,Moderate,19,0,0,33,6.3,
Volkswagen,e-Golf,29.01.2019,20,85,1.9,Winter tires,1,1,1,Moderate,9.4,0,0,52,-3.3,
Volkswagen,e-Golf,28.01.2019,24,85,2.4,Winter tires,1,0,1,Moderate,9.9,0,0,35,-2.8,
Volkswagen,e-Golf,28.01.2019,20,85,3.8,Winter tires,1,1,1,Moderate,19,0,0,43,6.3,
Volkswagen,e-Golf,27.01.2019,25,85,3.6,Winter tires,1,0,1,Moderate,14.4,0,0,51,1.7,
Volkswagen,e-Golf,27.01.2019,30,85,4.7,Winter tires,1,0,1,Moderate,15.6,0,0,54,2.9,
Volkswagen,e-Golf,25.01.2019,20,85,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,50,-3.9,
Volkswagen,e-Golf,25.01.2019,20,85,3.6,Winter tires,1,1,1,Moderate,18,0,0,47,5.3,
Volkswagen,e-Golf,24.01.2019,24,85,2.6,Winter tires,1,0,1,Moderate,10.9,0,0,39,-1.8,
Volkswagen,e-Golf,24.01.2019,20,85,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,45,5.8,
Volkswagen,e-Golf,23.01.2019,20,85,2,Winter tires,1,1,1,Moderate,9.8,0,0,49,-2.9,
Volkswagen,e-Golf,23.01.2019,20,85,3.8,Winter tires,1,1,1,Moderate,19.1,0,0,42,6.4,
Volkswagen,e-Golf,22.01.2019,20,85,3.8,Winter tires,1,1,1,Moderate,18.9,0,0,45,6.2,
Volkswagen,e-Golf,22.01.2019,20,85,1.7,Winter tires,1,1,1,Moderate,8.7,0,0,51,-4,
Volkswagen,e-Golf,21.01.2019,25,85,2.7,Winter tires,1,0,1,Moderate,10.8,0,0,37,-1.9,
Volkswagen,e-Golf,21.01.2019,20,85,5,Winter tires,1,1,1,Moderate,25,0,0,40,12.3,
Volkswagen,e-Golf,20.01.2019,5,85,0.8,Winter tires,1,0,0,Moderate,16.2,0,0,25,3.5,
Volkswagen,e-Golf,20.01.2019,4,85,0.6,Winter tires,1,0,0,Moderate,14.9,0,0,23,2.2,
Volkswagen,e-Golf,19.01.2019,28,85,4.3,Winter tires,1,0,1,Moderate,15.4,0,0,30,2.7,
Volkswagen,e-Golf,19.01.2019,2,85,0.3,Winter tires,1,0,0,Moderate,16.2,0,0,18,3.5,
Volkswagen,e-Golf,18.01.2019,20,85,5,Winter tires,1,1,1,Moderate,25.1,0,0,39,12.4,
Volkswagen,e-Golf,18.01.2019,20,85,1.9,Winter tires,1,1,1,Moderate,9.4,0,0,47,-3.3,
Volkswagen,e-Golf,17.01.2019,20,85,2,Winter tires,1,1,1,Moderate,9.9,0,0,49,-2.8,
Volkswagen,e-Golf,17.01.2019,20,85,3.7,Winter tires,1,1,1,Moderate,18.6,0,0,47,5.9,
Volkswagen,e-Golf,16.01.2019,20,85,1.7,Winter tires,1,1,1,Moderate,8.4,0,0,43,-4.3,
Volkswagen,e-Golf,16.01.2019,23,85,4.1,Winter tires,1,0,1,Moderate,17.8,0,0,42,5.1,
Volkswagen,e-Golf,15.01.2019,23,85,4,Winter tires,1,0,1,Moderate,17.5,0,0,48,4.8,
Volkswagen,e-Golf,15.01.2019,20,85,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,50,-4.2,
Volkswagen,e-Golf,14.01.2019,20,85,2.1,Winter tires,1,1,1,Moderate,10.5,0,0,50,-2.2,
Volkswagen,e-Golf,14.01.2019,20,85,3.8,Winter tires,1,1,1,Moderate,19.1,0,0,41,6.4,
Volkswagen,e-Golf,13.01.2019,7,85,1.1,Winter tires,1,0,0,Moderate,15.4,0,0,28,2.7,
Volkswagen,e-Golf,12.01.2019,5,85,0.8,Winter tires,1,0,0,Moderate,15.4,0,0,18,2.7,
Volkswagen,e-Golf,11.01.2019,23,85,2.4,Winter tires,1,0,1,Moderate,10.3,0,0,39,-2.4,
Volkswagen,e-Golf,11.01.2019,20,85,3.6,Winter tires,1,1,1,Moderate,18.1,0,0,48,5.4,
Volkswagen,e-Golf,10.01.2019,20,85,3.6,Winter tires,1,1,1,Moderate,18,0,0,50,5.3,
Volkswagen,e-Golf,10.01.2019,20,85,1.8,Winter tires,1,1,1,Moderate,9.1,0,0,49,-3.6,
Volkswagen,e-Golf,09.01.2019,20,85,2,Winter tires,1,1,1,Moderate,9.8,0,0,50,-2.9,
Volkswagen,e-Golf,09.01.2019,20,85,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,50,5.6,
Volkswagen,e-Golf,08.01.2019,24,85,2.6,Winter tires,1,0,1,Moderate,10.7,0,0,36,-2,
Volkswagen,e-Golf,08.01.2019,20,85,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,46,4.6,
Volkswagen,e-Golf,07.01.2019,20,85,1.8,Winter tires,1,1,1,Moderate,9.1,0,0,52,-3.6,
Volkswagen,e-Golf,07.01.2019,20,85,3.7,Winter tires,1,1,1,Moderate,18.7,0,0,45,6,
Volkswagen,e-Golf,06.01.2019,162,85,24.9,Winter tires,0,1,0,Moderate,15.4,0,0,78,2.7,
Volkswagen,e-Golf,05.01.2019,162,85,21.7,Winter tires,0,1,0,Moderate,13.4,0,0,78,0.7,
Volkswagen,e-Golf,04.01.2019,4,85,0.6,Winter tires,1,0,0,Moderate,14.5,0,0,21,1.8,
Volkswagen,e-Golf,04.01.2019,23,85,2.6,Winter tires,1,0,1,Moderate,11.3,0,0,42,-1.4,
Volkswagen,e-Golf,04.01.2019,20,85,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,52,5.6,
Volkswagen,e-Golf,03.01.2019,20,85,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,49,-3.8,
Volkswagen,e-Golf,03.01.2019,20,85,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,52,5.2,
Volkswagen,e-Golf,02.01.2019,7,85,1.1,Winter tires,1,0,0,Moderate,15,0,0,18,2.3,
Volkswagen,e-Golf,01.01.2019,169,85,25,Winter tires,0,1,0,Moderate,14.8,0,0,72,2.1,
Volkswagen,e-Golf,29.12.2018,168,85,23.5,Winter tires,0,1,0,Moderate,14,0,0,75,1.3,
Volkswagen,e-Golf,28.12.2018,369,85,49.8,Winter tires,0,1,0,Moderate,13.5,0,0,77,0.8,
Volkswagen,e-Golf,28.12.2018,7,85,1.1,Winter tires,1,0,0,Moderate,15.5,0,0,19,2.8,
Volkswagen,e-Golf,27.12.2018,373,85,47,Winter tires,0,1,0,Moderate,12.6,0,0,78,-0.1,
Volkswagen,e-Golf,27.12.2018,12,85,1.9,Winter tires,1,0,0,Moderate,15.7,0,0,15,3,
Volkswagen,e-Golf,26.12.2018,36,85,4.7,Winter tires,1,0,1,Moderate,13,0,0,53,0.3,
Volkswagen,e-Golf,26.12.2018,43,85,5.6,Winter tires,1,0,1,Moderate,13,0,0,46,0.3,
Volkswagen,e-Golf,24.12.2018,3,85,0.5,Winter tires,1,0,0,Moderate,17,0,0,14,4.3,
Volkswagen,e-Golf,23.12.2018,10,85,1.5,Winter tires,1,0,0,Moderate,15,0,0,24,2.3,
Volkswagen,e-Golf,23.12.2018,3,85,0.3,Winter tires,1,0,0,Moderate,10.8,0,0,29,-1.9,
Volkswagen,e-Golf,22.12.2018,22,85,3.3,Winter tires,1,0,1,Moderate,15.2,0,0,40,2.5,
Volkswagen,e-Golf,22.12.2018,19,85,2.3,Winter tires,1,0,0,Moderate,12.2,0,0,47,-0.5,
Volkswagen,e-Golf,21.12.2018,20,85,1.8,Winter tires,1,1,1,Moderate,9,0,0,46,-3.7,
Volkswagen,e-Golf,21.12.2018,20,85,4.1,Winter tires,1,1,1,Moderate,20.4,0,0,52,7.7,
Volkswagen,e-Golf,20.12.2018,20,85,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,41,-3.8,
Volkswagen,e-Golf,20.12.2018,20,85,3.4,Winter tires,1,1,1,Moderate,17.1,0,0,45,4.4,
Volkswagen,e-Golf,19.12.2018,23,85,2.3,Winter tires,1,0,1,Moderate,9.9,0,0,32,-2.8,
Volkswagen,e-Golf,19.12.2018,20,85,3.6,Winter tires,1,1,1,Moderate,18.2,0,0,42,5.5,
Volkswagen,e-Golf,18.12.2018,26,85,2.4,Winter tires,1,0,1,Moderate,9.1,0,0,44,-3.6,
Volkswagen,e-Golf,18.12.2018,20,85,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,49,5.8,
Volkswagen,e-Golf,17.12.2018,20,85,3.9,Winter tires,1,1,1,Moderate,19.4,0,0,50,6.7,
Volkswagen,e-Golf,17.12.2018,21,85,1.9,Winter tires,1,0,1,Moderate,9.2,0,0,45,-3.5,
Volkswagen,e-Golf,16.12.2018,5,85,0.8,Winter tires,1,0,0,Moderate,15.4,0,0,24,2.7,
Volkswagen,e-Golf,16.12.2018,4,85,0.5,Winter tires,1,0,0,Moderate,13.6,0,0,23,0.9,
Volkswagen,e-Golf,15.12.2018,4,85,0.3,Winter tires,1,0,0,Moderate,8.4,0,0,32,-4.3,
Volkswagen,e-Golf,15.12.2018,4,85,0.8,Winter tires,1,0,0,Moderate,20.3,0,0,19,7.6,
Volkswagen,e-Golf,14.12.2018,21,85,2.6,Winter tires,1,0,1,Moderate,12.2,0,0,28,-0.5,
Volkswagen,e-Golf,14.12.2018,43,85,5.1,Winter tires,1,0,1,Moderate,11.9,0,0,33,-0.8,
Volkswagen,e-Golf,14.12.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.3,0,0,48,4.6,
Volkswagen,e-Golf,13.12.2018,20,85,3.8,Winter tires,1,1,1,Moderate,19.1,0,0,39,6.4,
Volkswagen,e-Golf,13.12.2018,22,85,2.4,Winter tires,1,0,1,Moderate,10.9,0,0,38,-1.8,
Volkswagen,e-Golf,12.12.2018,20,85,1.9,Winter tires,1,1,1,Moderate,9.4,0,0,42,-3.3,
Volkswagen,e-Golf,12.12.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,44,4.7,
Volkswagen,e-Golf,11.12.2018,26,85,3.1,Winter tires,1,0,1,Moderate,11.8,0,0,34,-0.9,
Volkswagen,e-Golf,11.12.2018,23,85,4,Winter tires,1,0,1,Moderate,17.5,0,0,42,4.8,
Volkswagen,e-Golf,10.12.2018,20,85,3.8,Winter tires,1,1,1,Moderate,18.9,0,0,37,6.2,
Volkswagen,e-Golf,10.12.2018,27,85,2.9,Winter tires,1,0,1,Moderate,10.6,0,0,41,-2.1,
Volkswagen,e-Golf,09.12.2018,3,85,0.4,Winter tires,1,0,0,Moderate,14.3,0,0,33,1.6,
Volkswagen,e-Golf,09.12.2018,3,85,0.4,Winter tires,1,0,0,Moderate,11.7,0,0,29,-1,
Volkswagen,e-Golf,09.12.2018,49,85,7.3,Winter tires,1,0,1,Moderate,14.9,0,0,29,2.2,
Volkswagen,e-Golf,07.12.2018,20,85,1.8,Winter tires,1,1,1,Moderate,8.9,0,0,44,-3.8,
Volkswagen,e-Golf,07.12.2018,23,85,4.2,Winter tires,1,0,1,Moderate,18.3,0,0,41,5.6,
Volkswagen,e-Golf,06.12.2018,3,85,0.4,Winter tires,1,0,0,Moderate,14.9,0,0,19,2.2,
Volkswagen,e-Golf,04.12.2018,3,85,0.5,Winter tires,1,0,0,Moderate,15.7,0,0,17,3,
Volkswagen,e-Golf,03.12.2018,325,85,38.4,Winter tires,0,1,0,Moderate,11.8,0,0,65,-0.9,
Volkswagen,e-Golf,30.11.2018,174,85,21.8,Winter tires,0,1,0,Moderate,12.5,0,0,66,-0.2,
Volkswagen,e-Golf,30.11.2018,324,85,43.7,Winter tires,0,1,0,Moderate,13.5,0,0,59,0.8,
Volkswagen,e-Golf,28.11.2018,86,85,12.9,Winter tires,1,0,1,Moderate,15,0,0,36,2.3,
Volkswagen,e-Golf,28.11.2018,20,85,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,43,-3.9,
Volkswagen,e-Golf,28.11.2018,20,85,3.7,Winter tires,1,1,1,Moderate,18.7,0,0,46,6,
Volkswagen,e-Golf,27.11.2018,20,85,2,Winter tires,1,1,1,Moderate,10,0,0,33,-2.7,
Volkswagen,e-Golf,27.11.2018,20,85,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,48,5.2,
Volkswagen,e-Golf,26.11.2018,20,85,1.8,Winter tires,1,1,1,Moderate,9,0,0,51,-3.7,
Volkswagen,e-Golf,24.11.2018,76,85,10.5,Winter tires,1,1,1,Normal,13.8,1,0,46,1.1,
Volkswagen,e-Golf,23.11.2018,4,85,0.6,Winter tires,1,0,0,Moderate,14.8,0,0,21,2.1,
Volkswagen,e-Golf,22.11.2018,3,85,0.4,Winter tires,1,0,0,Moderate,13.7,0,0,22,1,
Volkswagen,e-Golf,21.11.2018,4,85,0.6,Winter tires,1,0,0,Moderate,15.4,0,0,22,2.7,
Volkswagen,e-Golf,20.11.2018,20,85,3.6,Winter tires,1,1,1,Moderate,18,0,0,44,5.3,
Volkswagen,e-Golf,20.11.2018,24,85,2.5,Winter tires,1,0,1,Moderate,10.5,0,0,42,-2.2,
Volkswagen,e-Golf,19.11.2018,20,85,1.9,Winter tires,1,1,1,Moderate,9.3,0,0,48,-3.4,
Volkswagen,e-Golf,19.11.2018,20,85,3.6,Winter tires,1,1,1,Moderate,18,0,0,43,5.3,
Volkswagen,e-Golf,18.11.2018,4,85,0.6,Winter tires,1,0,0,Moderate,14.4,0,0,22,1.7,
Volkswagen,e-Golf,18.11.2018,4,85,0.6,Winter tires,1,0,0,Moderate,14.9,0,0,24,2.2,
Volkswagen,e-Golf,16.11.2018,27,85,2.4,Winter tires,1,0,1,Moderate,8.9,0,0,29,-3.8,
Volkswagen,e-Golf,16.11.2018,20,85,3.7,Winter tires,1,1,1,Moderate,18.6,0,0,45,5.9,
Volkswagen,e-Golf,15.11.2018,20,85,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,44,5.8,
Volkswagen,e-Golf,15.11.2018,20,85,1.8,Winter tires,1,1,1,Moderate,8.8,0,0,44,-3.9,
Volkswagen,e-Golf,14.11.2018,37,85,3.6,Winter tires,1,0,1,Moderate,9.8,0,0,45,-2.9,
Volkswagen,e-Golf,14.11.2018,2,85,0.4,Winter tires,1,0,0,Moderate,19,1,0,11,6.3,
Volkswagen,e-Golf,14.11.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.7,0,0,48,5,
Volkswagen,e-Golf,13.11.2018,20,85,1.6,Winter tires,1,1,1,Moderate,7.8,0,0,47,-4.9,
Volkswagen,e-Golf,13.11.2018,20,85,3.4,Winter tires,1,1,1,Moderate,17,0,0,40,4.3,
Volkswagen,e-Golf,12.11.2018,22,85,1.9,Winter tires,1,0,1,Moderate,8.6,0,0,41,-4.1,
Volkswagen,e-Golf,12.11.2018,20,85,3.4,Winter tires,1,1,1,Moderate,17,0,0,43,4.3,
Volkswagen,e-Golf,11.11.2018,84,85,11.3,Winter tires,1,0,1,Moderate,13.4,0,0,66,0.7,
Volkswagen,e-Golf,11.11.2018,41,85,5.5,Winter tires,1,0,1,Moderate,13.4,0,0,48,0.7,
Volkswagen,e-Golf,11.11.2018,89,85,11.6,Winter tires,1,0,1,Moderate,13,0,0,73,0.3,
Volkswagen,e-Golf,10.11.2018,27,85,3.3,Winter tires,1,0,1,Moderate,12.3,0,0,51,-0.4,
Volkswagen,e-Golf,09.11.2018,24,85,1.9,Winter tires,1,0,1,Moderate,8,0,0,36,-4.7,
Volkswagen,e-Golf,09.11.2018,20,85,3.4,Winter tires,1,1,1,Moderate,17.1,0,0,49,4.4,
Volkswagen,e-Golf,08.11.2018,5,85,0.4,Winter tires,1,0,0,Moderate,8.1,0,0,24,-4.6,
Volkswagen,e-Golf,08.11.2018,16,85,1.6,Winter tires,1,0,0,Moderate,10,0,0,35,-2.7,
Volkswagen,e-Golf,08.11.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,45,4.8,
Volkswagen,e-Golf,07.11.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,41,4.7,
Volkswagen,e-Golf,07.11.2018,20,85,1.6,Winter tires,1,1,1,Moderate,8,0,0,45,-4.7,
Volkswagen,e-Golf,06.11.2018,29,85,2.5,Winter tires,1,0,1,Moderate,8.7,0,0,37,-4,
Volkswagen,e-Golf,06.11.2018,20,85,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,49,4.2,
Volkswagen,e-Golf,05.11.2018,20,85,1.5,Winter tires,1,1,1,Moderate,7.7,0,0,45,-5,
Volkswagen,e-Golf,05.11.2018,20,85,3.4,Winter tires,1,1,1,Moderate,17.1,0,0,51,4.4,
Volkswagen,e-Golf,04.11.2018,11,85,1.4,Winter tires,1,0,0,Moderate,12.3,0,0,33,-0.4,
Volkswagen,e-Golf,04.11.2018,16,85,2,Winter tires,1,0,0,Moderate,12.8,0,0,30,0.1,
Volkswagen,e-Golf,04.11.2018,5,85,1.1,Winter tires,1,0,0,Moderate,22.5,0,0,26,9.8,
Volkswagen,e-Golf,03.11.2018,90,85,12.4,Winter tires,1,0,1,Moderate,13.8,0,0,49,1.1,
Volkswagen,e-Golf,02.11.2018,20,85,1.7,Winter tires,1,1,1,Moderate,8.6,0,0,44,-4.1,
Volkswagen,e-Golf,02.11.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,50,4.9,
Volkswagen,e-Golf,01.11.2018,9,85,1.2,Winter tires,1,0,0,Moderate,13.5,0,0,22,0.8,
Volkswagen,e-Golf,31.10.2018,24,85,2.1,Winter tires,1,0,1,Moderate,8.6,0,0,26,-4.1,
Volkswagen,e-Golf,31.10.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,49,4.9,
Volkswagen,e-Golf,30.10.2018,20,85,3.7,Winter tires,1,1,1,Moderate,18.5,0,0,50,5.8,
Volkswagen,e-Golf,30.10.2018,20,85,1.8,Winter tires,1,1,1,Moderate,9,0,0,49,-3.7,
Volkswagen,e-Golf,29.10.2018,20,85,1.8,Winter tires,1,1,1,Moderate,9.2,0,0,47,-3.5,
Volkswagen,e-Golf,29.10.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,50,4.7,
Volkswagen,e-Golf,28.10.2018,3,85,0.5,Winter tires,1,0,0,Moderate,15,0,0,25,2.3,
Volkswagen,e-Golf,28.10.2018,6,85,0.7,Winter tires,1,0,0,Moderate,12,0,0,22,-0.7,
Volkswagen,e-Golf,28.10.2018,5,85,0.7,Winter tires,1,0,0,Moderate,14.5,0,0,22,1.8,
Volkswagen,e-Golf,27.10.2018,15,85,1.9,Winter tires,1,0,0,Moderate,12.8,0,0,24,0.1,
Volkswagen,e-Golf,26.10.2018,20,85,1.8,Winter tires,1,1,1,Moderate,9,0,0,46,-3.7,
Volkswagen,e-Golf,26.10.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.5,0,0,49,4.8,
Volkswagen,e-Golf,25.10.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,50,4.7,
Volkswagen,e-Golf,25.10.2018,20,85,1.6,Winter tires,1,1,1,Moderate,8,0,0,46,-4.7,
Volkswagen,e-Golf,24.10.2018,24,85,2,Winter tires,1,0,1,Moderate,8.5,0,0,35,-4.2,
Volkswagen,e-Golf,24.10.2018,20,85,3.6,Winter tires,1,1,1,Moderate,17.8,0,0,46,5.1,
Volkswagen,e-Golf,23.10.2018,22,85,2.2,Winter tires,1,0,1,Moderate,10,0,0,32,-2.7,
Volkswagen,e-Golf,23.10.2018,20,85,3.6,Winter tires,1,1,1,Moderate,18.1,0,0,51,5.4,
Volkswagen,e-Golf,22.10.2018,20,85,1.6,Winter tires,1,1,1,Moderate,8,0,0,49,-4.7,
Volkswagen,e-Golf,22.10.2018,20,85,3.3,Winter tires,1,1,1,Moderate,16.6,0,0,48,3.9,
Volkswagen,e-Golf,21.10.2018,173,85,20.8,Winter tires,0,1,0,Moderate,12,0,0,69,-0.7,
Volkswagen,e-Golf,21.10.2018,9,85,1.1,Winter tires,1,0,0,Moderate,12.3,0,0,23,-0.4,
Volkswagen,e-Golf,19.10.2018,192,85,21.5,Winter tires,0,1,0,Moderate,11.2,0,0,59,-1.5,
Volkswagen,e-Golf,19.10.2018,20,85,3.3,Winter tires,1,1,1,Moderate,16.6,0,0,47,3.9,
Volkswagen,e-Golf,18.10.2018,20,85,1.6,Winter tires,1,1,1,Moderate,8,0,0,50,-4.7,
Volkswagen,e-Golf,18.10.2018,20,85,3.3,Winter tires,1,1,1,Moderate,16.5,0,0,48,3.8,
Volkswagen,e-Golf,17.10.2018,20,85,1.4,Winter tires,1,1,1,Moderate,6.9,0,0,49,-5.8,
Volkswagen,e-Golf,17.10.2018,20,85,3.3,Winter tires,1,1,1,Moderate,16.4,0,0,47,3.7,
Volkswagen,e-Golf,16.10.2018,20,85,3.3,Winter tires,1,1,1,Moderate,16.7,0,0,44,4,
Volkswagen,e-Golf,16.10.2018,2,85,0.3,Winter tires,1,0,0,Moderate,14.6,0,0,24,1.9,
Volkswagen,e-Golf,16.10.2018,21,85,1.4,Winter tires,1,0,1,Moderate,6.7,0,0,40,-6,
Volkswagen,e-Golf,15.10.2018,24,85,1.7,Winter tires,1,0,1,Moderate,7.2,0,0,37,-5.5,
Volkswagen,e-Golf,15.10.2018,20,85,3.2,Winter tires,1,1,1,Moderate,16.2,0,0,46,3.5,
Volkswagen,e-Golf,14.10.2018,8,85,1.1,Winter tires,1,0,0,Moderate,13.7,0,0,27,1,
Volkswagen,e-Golf,14.10.2018,7,85,0.6,Winter tires,1,0,0,Moderate,9,0,0,33,-3.7,
Volkswagen,e-Golf,12.10.2018,20,85,1.4,Winter tires,1,1,1,Moderate,7.2,0,0,43,-5.5,
Volkswagen,e-Golf,12.10.2018,20,85,3.4,Winter tires,1,1,1,Moderate,16.9,0,0,51,4.2,
Volkswagen,e-Golf,11.10.2018,20,85,1.4,Winter tires,1,1,1,Moderate,7.2,0,0,42,-5.5,
Volkswagen,e-Golf,11.10.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.4,0,0,48,4.7,
Volkswagen,e-Golf,10.10.2018,24,85,1.9,Winter tires,1,0,1,Moderate,8,0,0,42,-4.7,
Volkswagen,e-Golf,10.10.2018,20,85,3.6,Winter tires,1,1,1,Moderate,17.9,0,0,47,5.2,
Volkswagen,e-Golf,09.10.2018,20,85,1.6,Winter tires,1,1,1,Moderate,8.1,0,0,37,-4.6,
Volkswagen,e-Golf,09.10.2018,20,85,3.4,Winter tires,1,1,1,Moderate,17.1,0,0,46,4.4,
Volkswagen,e-Golf,08.10.2018,20,85,1.7,Winter tires,1,1,1,Moderate,8.5,0,0,44,-4.2,
Volkswagen,e-Golf,08.10.2018,20,85,3.7,Winter tires,1,1,1,Moderate,18.3,0,0,53,5.6,
Volkswagen,e-Golf,07.10.2018,22,85,3,Winter tires,1,0,1,Moderate,13.8,0,0,50,1.1,
Volkswagen,e-Golf,07.10.2018,26,85,3.4,Winter tires,1,0,1,Moderate,13.1,0,0,39,0.4,
Volkswagen,e-Golf,06.10.2018,192,85,22.8,Winter tires,0,1,0,Moderate,11.9,0,0,69,-0.8,
Volkswagen,e-Golf,06.10.2018,162,85,18,Winter tires,0,1,0,Moderate,11.1,0,0,79,-1.6,
Volkswagen,e-Golf,05.10.2018,24,85,2,Winter tires,1,0,1,Moderate,8.4,0,0,37,-4.3,
Volkswagen,e-Golf,05.10.2018,20,85,3.5,Winter tires,1,1,1,Moderate,17.6,0,0,49,4.9,
Volkswagen,e-Golf,04.10.2018,19,85,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,50,-5.2,
Volkswagen,e-Golf,04.10.2018,20,85,3.4,Summer tires,1,1,1,Moderate,17.2,0,0,50,4.5,
Volkswagen,e-Golf,03.10.2018,13,85,1.6,Summer tires,1,0,0,Moderate,12.4,0,0,23,-0.3,
Volkswagen,e-Golf,01.10.2018,163,85,20.4,Summer tires,0,1,0,Moderate,12.5,0,0,66,-0.2,
Volkswagen,e-Golf,01.10.2018,51,85,7.1,Summer tires,1,0,1,Moderate,14,0,0,40,1.3,
Volkswagen,e-Golf,29.09.2018,71,85,8.6,Summer tires,1,0,1,Moderate,12.1,0,0,51,-0.6,
Volkswagen,e-Golf,29.09.2018,62,85,7.1,Summer tires,1,0,1,Moderate,11.4,0,0,62,-1.3,
Volkswagen,e-Golf,29.09.2018,17,85,2.5,Summer tires,1,0,0,Moderate,14.9,0,0,44,2.2,
Volkswagen,e-Golf,29.09.2018,36,85,4.9,Summer tires,1,0,1,Moderate,13.5,0,0,56,0.8,
Volkswagen,e-Golf,28.09.2018,42,85,6,Summer tires,1,0,1,Moderate,14.4,0,0,21,1.7,
Volkswagen,e-Golf,28.09.2018,6,85,0.8,Summer tires,1,0,0,Moderate,13.6,0,0,31,0.9,
Volkswagen,e-Golf,26.09.2018,3,85,0.4,Summer tires,1,0,0,Moderate,12.3,0,0,23,-0.4,
Volkswagen,e-Golf,26.09.2018,4,85,0.6,Summer tires,1,0,0,Moderate,14.1,0,0,20,1.4,
Volkswagen,e-Golf,25.09.2018,230,85,27.8,Summer tires,0,1,0,Moderate,12.1,0,0,69,-0.6,
Volkswagen,e-Golf,24.09.2018,63,85,6.9,Summer tires,1,0,1,Moderate,11,0,0,40,-1.7,
Volkswagen,e-Golf,24.09.2018,20,85,3.7,Summer tires,1,1,1,Moderate,18.4,0,0,42,5.7,
Volkswagen,e-Golf,21.09.2018,19,85,1.6,Summer tires,1,1,1,Moderate,8.3,0,0,51,-4.4,
Volkswagen,e-Golf,21.09.2018,19,85,3.4,Summer tires,1,1,1,Moderate,17.8,0,0,51,5.1,
Volkswagen,e-Golf,20.09.2018,10,85,1.5,Summer tires,1,0,0,Moderate,14.9,0,0,13,2.2,
Volkswagen,e-Golf,17.09.2018,2,85,0.3,Summer tires,1,0,0,Moderate,15.9,0,0,19,3.2,
Volkswagen,e-Golf,16.09.2018,4,85,0.5,Summer tires,1,0,0,Moderate,11.6,0,0,24,-1.1,
Volkswagen,e-Golf,16.09.2018,4,85,0.5,Summer tires,1,0,0,Moderate,12.2,0,0,25,-0.5,
Volkswagen,e-Golf,14.09.2018,19,85,1.4,Summer tires,1,1,1,Moderate,7.5,0,0,50,-5.2,
